age,hh_income,male,bachelor_degree,job_type_1,job_type_2,job_type_3,job_type_4,motif,res_type
78,4,True,False,0,0,0,1,HOH,0
63,8,False,True,0,0,0,1,H,4
49,10,False,False,0,0,0,1,HWH,5
16,10,False,False,1,0,0,0,HWH,1
38,8,True,True,1,0,0,0,HOH,3
48,11,True,True,0,0,1,0,HWH,6
47,11,False,True,0,0,0,1,HWH,6
46,6,False,False,0,1,0,0,HOH,5
38,3,False,False,0,0,0,1,H,0
53,7,False,True,0,0,0,1,HWH,3
23,7,True,True,1,0,0,0,H,4
53,9,True,False,0,0,0,1,HOH,5
54,7,True,True,0,0,0,1,HOH,4
53,7,True,True,0,0,0,1,HOWOH,6
48,9,True,False,0,0,0,1,HOH,5
69,6,True,False,0,0,1,0,HOH,1
66,6,False,False,0,1,0,0,HOH,4
75,8,False,True,0,0,0,1,HOH,4
63,7,False,True,0,0,0,1,HOH,5
81,7,True,False,1,0,0,0,HWH,2
57,7,True,False,1,0,0,0,H,4
58,7,False,False,0,1,0,0,HWH,6
28,7,True,False,0,0,0,1,HOH,2
25,7,True,False,1,0,0,0,HWH,7
57,7,False,True,0,0,0,1,HWH,4
57,7,True,False,0,0,0,1,HWH,4
58,5,True,False,0,0,0,1,HWOH,1
36,3,False,False,1,0,0,0,H,0
38,9,False,True,0,0,0,1,H,3
38,9,True,True,0,0,0,1,H,3
57,2,False,False,1,0,0,0,HWH,0
22,2,True,False,1,0,0,0,H,5
40,10,False,True,0,1,0,0,HWH,1
63,8,True,True,0,0,0,1,H,2
56,7,False,True,0,0,0,1,HOH,4
64,7,True,True,0,0,0,1,HOH,1
22,7,False,True,0,0,0,1,HOH,0
57,7,True,True,0,0,0,1,H,4
57,7,False,False,0,0,0,1,H,1
31,11,False,True,0,0,0,1,HWH,6
21,7,True,False,0,0,1,0,H,1
63,11,False,True,0,0,0,1,HOH,3
36,9,True,True,1,0,0,0,HOH,1
38,9,False,True,1,0,0,0,HOH,5
63,11,False,True,0,0,0,1,HOH,4
67,11,True,True,0,0,0,1,HOH,4
50,6,False,True,0,0,0,1,HOH,2
49,10,True,True,0,0,0,1,HOH,3
16,10,True,False,0,0,0,1,HOH,1
20,7,False,False,0,1,0,0,HWH,2
25,9,True,True,0,0,0,1,HOH,3
67,8,True,True,0,0,0,1,HOH,3
22,8,True,False,0,0,1,0,HOH,4
16,8,True,False,0,0,0,1,HOH,2
25,8,False,True,0,0,0,1,HOH,4
45,7,False,True,0,0,0,1,HOH,0
25,6,True,False,0,0,1,0,HWH,1
61,11,True,True,0,0,0,1,HWH,7
59,11,False,True,0,0,0,1,HWH,2
69,8,True,True,0,1,0,0,HOH,7
44,9,True,True,0,0,0,1,HOH,1
40,9,False,True,0,0,0,1,HWH,5
49,10,False,False,0,0,0,1,HWH,3
52,10,True,False,0,0,0,1,HWH,1
64,7,False,True,0,0,0,1,HOH,6
40,4,True,True,0,0,0,1,HWH,6
39,4,True,True,1,0,0,0,HWH,2
49,6,True,False,0,0,1,0,HOH,0
64,3,False,True,0,0,0,1,HWH,0
64,11,True,True,0,0,0,1,HOH,1
39,11,True,True,0,0,0,1,HWH,7
35,11,False,True,0,0,0,1,HWH,6
64,8,False,False,0,0,0,1,HOH,1
66,8,True,False,0,1,0,0,HOH,3
58,6,False,True,0,0,0,1,HOH,2
16,6,False,False,0,0,0,1,HWH,3
62,11,False,True,0,0,0,1,HWH,7
68,3,True,True,1,0,0,0,H,4
24,3,True,True,0,0,0,1,HWH,0
46,7,True,False,0,0,0,1,HWH,3
33,9,True,True,0,0,0,1,HOH,6
25,10,False,True,0,0,0,1,HWH,4
28,10,True,True,0,0,0,1,HWH,7
60,11,True,True,0,0,0,1,HWH,5
60,11,False,True,0,0,0,1,HWH,7
37,6,False,False,0,1,0,0,HOH,1
56,10,True,True,0,0,0,1,HWH,1
44,10,False,True,0,0,0,1,HWH,6
66,10,True,True,0,0,0,1,HWH,5
26,5,True,False,1,0,0,0,H,1
53,9,True,True,0,1,0,0,HWH,6
53,9,False,True,0,0,0,1,HWH,3
27,9,True,True,0,1,0,0,HWH,1
54,10,True,True,0,0,0,1,HWH,6
65,11,True,True,0,0,0,1,H,3
69,6,False,False,0,1,0,0,HOH,6
74,6,True,False,0,0,1,0,HWH,7
51,6,False,True,0,0,0,1,HWH,3
