HOUSEID,PERSONID,WTTRDFIN,TOUR,TOURTYPE,STOPS,TOUR_FLG,BEGNTIME,DIST_M,TIME_M,MODE_D,MODE_T,TOT_CMIN,TOT_MILS,TOT_DWEL,TOT_DWEL2,VMT,PMT_POV,PMT_WALK,PMT_TRAN,PMT_OTHR,ENDTTIME,uniquePersonId
30251886,1,1214798.57471824,1,HW,0,0,730,9.578,30,4,4,30,9.578,0,450,9.578,9.578,0.0,0.0,0.0,800,30251886_1
30251886,1,1214798.57471824,2,WO,0,0,1530,7.797999999999999,45,1,1,45,7.797999999999999,0,0,0.0,0.0,7.797999999999999,0.0,0.0,1615,30251886_1
30251886,2,1001286.52170375,1,HW,0,0,730,0.006999999999999999,30,6,6,30,0.006999999999999999,0,420,0.006999999999999999,0.006999999999999999,0.0,0.0,0.0,800,30251886_2
30251886,2,1001286.52170375,2,WH,0,0,1500,0.006,30,6,6,30,0.006,0,0,0.006,0.006,0.0,0.0,0.0,1530,30251886_2
30252027,1,5508322.13437343,1,HO,1,1,1200,0.774,20,1,1,25,0.914,80,80,0.0,0.0,0.914,0.0,0.0,1245,30252027_1
30252027,1,5508322.13437343,2,OH,0,0,1345,0.9329999999999999,30,11,11,30,0.9329999999999999,0,300,0.0,0.0,0.0,0.9329999999999999,0.0,1415,30252027_1
30252027,1,5508322.13437343,3,HO,0,0,1915,0.6559999999999999,20,1,1,20,0.6559999999999999,0,145,0.0,0.0,0.6559999999999999,0.0,0.0,1935,30252027_1
30252027,1,5508322.13437343,4,OH,0,0,2200,0.6559999999999999,20,1,1,20,0.6559999999999999,0,0,0.0,0.0,0.6559999999999999,0.0,0.0,2220,30252027_1
30252690,1,6236448.72703338,1,HH,3,1,1000,0.486,7,4,1,16,1.44,14,14,0.486,0.486,0.9540000000000001,0.0,0.0,1027,30252690_1
30252690,1,6236448.72703338,2,HO,1,1,1030,1.405,7,4,1,14,1.891,8,76,1.405,1.405,0.486,0.0,0.0,1052,30252690_1
30252690,1,6236448.72703338,3,OH,1,1,1200,2.3569999999999998,10,4,4,17,2.912,3,53,2.912,2.912,0.0,0.0,0.0,1220,30252690_1
30252690,1,6236448.72703338,4,HW,0,0,1310,11.790999999999999,45,4,4,45,11.790999999999999,0,490,11.790999999999999,11.790999999999999,0.0,0.0,0.0,1355,30252690_1
30252690,1,6236448.72703338,5,WH,0,0,2205,11.944,35,4,4,35,11.944,0,50,11.944,11.944,0.0,0.0,0.0,2240,30252690_1
30252690,1,6236448.72703338,6,HO,1,1,2330,7.936,20,4,4,35,9.765,30,125,9.765,9.765,0.0,0.0,0.0,35,30252690_1
30252690,1,6236448.72703338,7,OO,0,0,210,0.894,10,4,4,10,0.894,0,70,0.894,0.894,0.0,0.0,0.0,220,30252690_1
30252690,1,6236448.72703338,8,OH,0,0,330,5.357,28,4,4,28,5.357,0,0,5.357,5.357,0.0,0.0,0.0,358,30252690_1
30255955,1,181847.50470673802,1,HO,0,0,750,29.353,40,4,4,40,29.353,0,315,29.353,29.353,0.0,0.0,0.0,830,30255955_1
30255955,1,181847.50470673802,2,OH,1,1,1345,28.160999999999998,45,4,4,50,29.566999999999997,10,10,29.566999999999997,29.566999999999997,0.0,0.0,0.0,1445,30255955_1
30261717,1,6101280.36272918,1,HW,0,0,700,0.3,5,1,1,5,0.3,0,160,0.0,0.0,0.3,0.0,0.0,705,30261717_1
30261717,1,6101280.36272918,2,WO,0,0,945,5.064,15,17,17,15,5.064,0,60,0.0,0.0,0.0,0.0,5.064,1000,30261717_1
30261717,1,6101280.36272918,3,OO,1,1,1100,399.048,90,19,19,120,403.73400000000004,30,30,0.0,0.0,0.0,0.0,403.73400000000004,1330,30261717_1
30279672,1,1236869.08218914,1,HW,0,0,815,3.845,35,2,2,35,3.845,0,170,0.0,0.0,0.0,0.0,3.845,850,30279672_1
30279672,1,1236869.08218914,2,WW,1,0,1140,0.19399999999999998,10,1,1,20,0.38799999999999996,25,370,0.0,0.0,0.38799999999999996,0.0,0.0,1225,30279672_1
30279672,1,1236869.08218914,3,WO,0,0,1810,0.7909999999999999,20,1,1,20,0.7909999999999999,0,210,0.0,0.0,0.7909999999999999,0.0,0.0,1830,30279672_1
30279672,1,1236869.08218914,4,OH,0,0,2200,5.672000000000001,43,16,16,43,5.672000000000001,0,0,0.0,0.0,0.0,5.672000000000001,0.0,2243,30279672_1
30279672,2,1346849.26303254,1,HW,1,1,1339,0.799,9,2,2,11,1.021,309,309,0.0,0.0,0.0,0.0,1.021,1357,30279672_2
30279672,2,1346849.26303254,2,WH,0,0,1859,0.8540000000000001,8,2,2,8,0.8540000000000001,0,88,0.0,0.0,0.0,0.0,0.8540000000000001,1907,30279672_2
30279672,2,1346849.26303254,3,HH,1,0,2035,0.596,7,1,1,14,1.1909999999999998,8,8,0.0,0.0,1.1909999999999998,0.0,0.0,2057,30279672_2
30281428,1,650775.984082037,1,HH,1,0,1010,9.977,15,4,4,30,17.218,195,195,17.218,17.218,0.0,0.0,0.0,1100,30281428_1
30281428,1,650775.984082037,2,HW,0,0,1355,39.1,55,4,4,55,39.1,0,530,39.1,39.1,0.0,0.0,0.0,1450,30281428_1
30281428,1,650775.984082037,3,WH,0,0,2340,38.699,55,4,4,55,38.699,0,0,38.699,38.699,0.0,0.0,0.0,35,30281428_1
30283002,2,1041756.05218754,1,HO,2,1,1100,5.847,20,4,4,40,10.205,380,380,10.205,10.205,0.0,0.0,0.0,1200,30283002_2
30283002,2,1041756.05218754,2,OH,1,1,1800,4.633,20,4,4,39,8.663,1,1,8.663,8.663,0.0,0.0,0.0,1840,30283002_2
30292159,1,1340095.779573,1,HW,0,0,530,26.021,25,4,4,25,26.021,0,590,26.021,26.021,0.0,0.0,0.0,555,30292159_1
30292159,1,1340095.779573,2,WH,1,1,1545,24.230999999999998,27,4,4,36,26.355,14,14,26.355,26.355,0.0,0.0,0.0,1635,30292159_1
30292159,2,1565085.91640078,1,HW,0,0,445,17.421,22,6,6,22,17.421,0,658,17.421,17.421,0.0,0.0,0.0,507,30292159_2
30292159,2,1565085.91640078,2,WH,1,1,1605,17.410999999999998,60,6,6,76,21.043000000000003,30,30,21.043000000000003,21.043000000000003,0.0,0.0,0.0,1751,30292159_2
30293505,2,874070.520587265,1,HO,0,0,1800,1.754,15,3,3,15,1.754,0,105,1.754,1.754,0.0,0.0,0.0,1815,30293505_2
30293505,2,874070.520587265,2,OH,0,0,2000,2.89,15,3,3,15,2.89,0,0,2.89,2.89,0.0,0.0,0.0,2015,30293505_2
30298069,1,2114031.99404132,1,HW,0,0,730,5.377999999999999,25,4,4,25,5.377999999999999,0,545,5.377999999999999,5.377999999999999,0.0,0.0,0.0,755,30298069_1
30298069,1,2114031.99404132,2,WH,0,0,1700,5.566,27,4,4,27,5.566,0,108,5.566,5.566,0.0,0.0,0.0,1727,30298069_1
30298069,1,2114031.99404132,3,HH,0,0,1915,2.5,52,1,1,52,2.5,0,0,0.0,0.0,2.5,0.0,0.0,2007,30298069_1
30305309,1,540798.089001104,1,HW,0,0,830,10.091000000000001,27,3,3,27,10.091000000000001,0,495,10.091000000000001,10.091000000000001,0.0,0.0,0.0,857,30305309_1
30305309,1,540798.089001104,2,WH,1,1,1712,9.082,26,3,3,33,10.423,20,20,10.423,10.423,0.0,0.0,0.0,1805,30305309_1
30305309,2,540485.341213593,1,HO,0,0,1015,2.062,10,5,5,10,2.062,0,45,2.062,2.062,0.0,0.0,0.0,1025,30305309_2
30305309,2,540485.341213593,2,OO,0,0,1110,2.387,20,5,5,20,2.387,0,78,2.387,2.387,0.0,0.0,0.0,1130,30305309_2
30305309,2,540485.341213593,3,OH,0,0,1248,1.6480000000000001,12,5,5,12,1.6480000000000001,0,335,1.6480000000000001,1.6480000000000001,0.0,0.0,0.0,1300,30305309_2
30305309,2,540485.341213593,4,HO,0,0,1835,4.718999999999999,20,5,5,20,4.718999999999999,0,75,4.718999999999999,4.718999999999999,0.0,0.0,0.0,1855,30305309_2
30305309,2,540485.341213593,5,OH,0,0,2010,4.727,20,5,5,20,4.727,0,10,4.727,4.727,0.0,0.0,0.0,2030,30305309_2
30305309,2,540485.341213593,6,HH,1,0,2040,0.40399999999999997,4,5,5,7,0.8079999999999999,16,16,0.8079999999999999,0.8079999999999999,0.0,0.0,0.0,2103,30305309_2
30315165,1,713714.078797151,1,HO,0,0,945,2.512,45,1,1,45,2.512,0,180,0.0,0.0,2.512,0.0,0.0,1030,30315165_1
30315165,1,713714.078797151,2,OH,0,0,1330,2.512,45,1,1,45,2.512,0,0,0.0,0.0,2.512,0.0,0.0,1415,30315165_1
30318217,1,2125746.24661083,1,HW,1,1,517,7.577999999999999,14,6,6,19,9.601,424,424,9.601,9.601,0.0,0.0,0.0,540,30318217_1
30318217,1,2125746.24661083,2,WH,0,0,1240,9.565,20,6,6,20,9.565,0,51,9.565,9.565,0.0,0.0,0.0,1300,30318217_1
30318217,1,2125746.24661083,3,HH,5,1,1351,5.153,45,3,3,92,13.790999999999999,52,52,13.790999999999999,13.790999999999999,0.0,0.0,0.0,1615,30318217_1
30318217,2,2124516.9108403,1,HH,5,1,1351,5.153,45,3,3,102,13.770999999999999,42,42,0.0,13.770999999999999,0.0,0.0,0.0,1615,30318217_2
30322464,2,925963.47947791,1,HH,0,0,640,0.556,20,1,1,20,0.556,0,45,0.0,0.0,0.556,0.0,0.0,700,30322464_2
30322464,2,925963.47947791,2,HW,0,0,745,1.673,5,3,3,5,1.673,0,130,1.673,1.673,0.0,0.0,0.0,750,30322464_2
30322464,2,925963.47947791,3,WO,0,0,1000,6.934,14,3,3,14,6.934,0,48,6.934,6.934,0.0,0.0,0.0,1014,30322464_2
30322464,2,925963.47947791,4,OW,0,0,1102,7.297000000000001,19,3,3,19,7.297000000000001,0,132,7.297000000000001,7.297000000000001,0.0,0.0,0.0,1121,30322464_2
30322464,2,925963.47947791,5,WO,0,0,1333,9.746,29,3,3,29,9.746,0,42,9.746,9.746,0.0,0.0,0.0,1402,30322464_2
30322464,2,925963.47947791,6,OW,0,0,1444,10.517999999999999,30,3,3,30,10.517999999999999,0,151,10.517999999999999,10.517999999999999,0.0,0.0,0.0,1514,30322464_2
30322464,2,925963.47947791,7,WH,0,0,1745,1.6369999999999998,5,3,3,5,1.6369999999999998,0,99,1.6369999999999998,1.6369999999999998,0.0,0.0,0.0,1750,30322464_2
30322464,2,925963.47947791,8,HO,0,0,1929,1.4340000000000002,6,3,3,6,1.4340000000000002,0,43,1.4340000000000002,1.4340000000000002,0.0,0.0,0.0,1935,30322464_2
30322464,2,925963.47947791,9,OH,0,0,2018,1.4340000000000002,3,3,3,3,1.4340000000000002,0,0,1.4340000000000002,1.4340000000000002,0.0,0.0,0.0,2021,30322464_2
30322591,1,270292.636730565,1,HO,0,0,515,43.083,45,4,4,45,43.083,0,120,43.083,43.083,0.0,0.0,0.0,600,30322591_1
30322591,1,270292.636730565,2,OO,1,1,800,1141.5439999999999,180,19,19,210,1154.476,30,30,0.0,0.0,0.0,0.0,1154.476,1200,30322591_1
30322978,1,1655188.99666393,1,HO,1,1,740,29.279,34,5,5,44,32.283,136,136,32.283,32.283,0.0,0.0,0.0,830,30322978_1
30322978,1,1655188.99666393,2,OW,0,0,1040,5.17,10,5,5,10,5.17,0,320,5.17,5.17,0.0,0.0,0.0,1050,30322978_1
30322978,1,1655188.99666393,3,WH,2,1,1610,25.886999999999997,40,5,5,62,31.325,5,133,31.325,31.325,0.0,0.0,0.0,1745,30322978_1
30322978,1,1655188.99666393,4,HH,1,0,1925,1.17,5,5,5,10,2.306,15,15,2.306,2.306,0.0,0.0,0.0,1950,30322978_1
30324271,1,648235.586155774,1,HO,1,1,700,4.148,30,3,3,45,7.773,105,105,7.773,7.773,0.0,0.0,0.0,800,30324271_1
30324271,1,648235.586155774,2,OH,1,1,930,10.819,20,3,3,23,11.65,23,52,11.65,11.65,0.0,0.0,0.0,1016,30324271_1
30324271,1,648235.586155774,3,HH,2,1,1045,6.694,18,3,3,31,12.745,2,209,12.745,12.745,0.0,0.0,0.0,1120,30324271_1
30324271,1,648235.586155774,4,HH,1,0,1445,2.4619999999999997,15,3,3,30,4.888,15,15,4.888,4.888,0.0,0.0,0.0,1530,30324271_1
30324271,2,1408094.64705071,1,HW,0,0,700,3.623,15,3,3,15,3.623,0,210,0.0,3.623,0.0,0.0,0.0,715,30324271_2
30324271,2,1408094.64705071,2,WW,0,0,1045,6.694,15,3,3,15,6.694,0,240,0.0,6.694,0.0,0.0,0.0,1100,30324271_2
30324271,2,1408094.64705071,3,WH,0,0,1500,2.426,20,3,3,20,2.426,0,240,0.0,2.426,0.0,0.0,0.0,1520,30324271_2
30324271,2,1408094.64705071,4,HO,0,0,1920,3.9410000000000003,20,11,11,20,3.9410000000000003,0,214,0.0,0.0,0.0,3.9410000000000003,0.0,1940,30324271_2
30324271,2,1408094.64705071,5,OH,0,0,2314,3.9560000000000004,36,11,11,36,3.9560000000000004,0,0,0.0,0.0,0.0,3.9560000000000004,0.0,2350,30324271_2
30325979,1,2247684.70599,1,HO,0,0,955,0.302,5,2,2,5,0.302,0,44,0.0,0.0,0.0,0.0,0.302,1000,30325979_1
30325979,1,2247684.70599,2,OO,0,0,1044,0.9279999999999999,18,2,2,18,0.9279999999999999,0,53,0.0,0.0,0.0,0.0,0.9279999999999999,1102,30325979_1
30325979,1,2247684.70599,3,OH,1,1,1155,0.569,9,2,2,15,0.9109999999999999,14,197,0.0,0.0,0.0,0.0,0.9109999999999999,1224,30325979_1
30325979,1,2247684.70599,4,HO,0,0,1527,1.216,5,2,2,5,1.216,0,156,0.0,0.0,0.0,0.0,1.216,1532,30325979_1
30325979,1,2247684.70599,5,OH,2,1,1808,1.29,12,2,2,26,1.732,20,26,0.0,0.0,0.18100000000000002,0.0,1.551,1900,30325979_1
30325979,2,2246384.85224954,1,HO,0,0,955,0.302,5,2,2,5,0.302,0,44,0.0,0.0,0.0,0.0,0.302,1000,30325979_2
30325979,2,2246384.85224954,2,OO,0,0,1044,0.9279999999999999,18,2,2,18,0.9279999999999999,0,53,0.0,0.0,0.0,0.0,0.9279999999999999,1102,30325979_2
30325979,2,2246384.85224954,3,OH,1,1,1155,0.569,9,2,2,17,0.9109999999999999,12,123,0.0,0.0,0.0,0.0,0.9109999999999999,1224,30325979_2
30325979,2,2246384.85224954,4,HH,1,0,1415,0.28,8,1,1,16,0.56,7,54,0.0,0.0,0.56,0.0,0.0,1438,30325979_2
30325979,2,2246384.85224954,5,HO,0,0,1525,1.216,7,2,2,7,1.216,0,156,0.0,0.0,0.0,0.0,1.216,1532,30325979_2
30325979,2,2246384.85224954,6,OH,2,1,1808,1.29,12,2,2,21,1.732,20,31,0.0,0.0,0.18100000000000002,0.0,1.551,1900,30325979_2
30327337,1,617160.989563038,1,HH,1,0,1540,10.004,22,4,4,42,19.78,28,28,19.78,19.78,0.0,0.0,0.0,1650,30327337_1
30327337,2,748762.9906544359,1,HH,1,0,950,0.706,10,4,4,20,1.3330000000000002,320,320,1.3330000000000002,1.3330000000000002,0.0,0.0,0.0,1021,30327337_2
30327337,2,748762.9906544359,2,HH,1,0,1530,10.004,30,4,4,52,19.78,28,28,0.0,19.78,0.0,0.0,0.0,1650,30327337_2
30340216,1,252550.26618815,1,HW,0,0,550,51.257,70,3,3,70,51.257,0,515,51.257,51.257,0.0,0.0,0.0,700,30340216_1
30340216,1,252550.26618815,2,WH,0,0,1535,51.303000000000004,90,3,3,90,51.303000000000004,0,85,51.303000000000004,51.303000000000004,0.0,0.0,0.0,1705,30340216_1
30340216,1,252550.26618815,3,HH,1,0,1830,0.7040000000000001,15,1,1,27,1.4080000000000001,3,18,0.0,0.0,1.4080000000000001,0.0,0.0,1900,30340216_1
30340216,1,252550.26618815,4,HH,1,0,1915,2.077,15,2,2,29,4.154,1,16,0.0,0.0,0.0,0.0,4.154,1945,30340216_1
30340216,1,252550.26618815,5,HH,1,0,2000,4.7139999999999995,17,3,3,33,9.396,18,18,9.396,9.396,0.0,0.0,0.0,2051,30340216_1
30340216,2,386843.36436399,1,HH,5,1,1130,5.622999999999999,25,3,3,75,17.618,210,210,17.475,17.475,0.14300000000000002,0.0,0.0,1350,30340216_2
30340216,2,386843.36436399,2,HO,2,1,1615,4.071000000000001,15,3,3,25,6.83,110,110,6.83,6.83,0.0,0.0,0.0,1715,30340216_2
30340216,2,386843.36436399,3,OH,0,0,1830,4.628,12,3,3,12,4.628,0,6,4.628,4.628,0.0,0.0,0.0,1842,30340216_2
30340216,2,386843.36436399,4,HH,1,0,1848,0.7040000000000001,15,1,1,27,1.4080000000000001,5,5,0.0,0.0,1.4080000000000001,0.0,0.0,1920,30340216_2
30340667,1,1059295.72651634,1,HO,0,0,1020,0.9,15,1,1,15,0.9,0,90,0.0,0.0,0.9,0.0,0.0,1035,30340667_1
30340667,1,1059295.72651634,2,OH,1,1,1205,0.574,12,1,1,16,0.9209999999999999,3,409,0.0,0.0,0.9209999999999999,0.0,0.0,1224,30340667_1
30340667,1,1059295.72651634,3,HO,0,0,1910,0.33799999999999997,10,1,1,10,0.33799999999999997,0,40,0.0,0.0,0.33799999999999997,0.0,0.0,1920,30340667_1
30340667,1,1059295.72651634,4,OH,0,0,2000,0.33799999999999997,20,1,1,20,0.33799999999999997,0,0,0.0,0.0,0.33799999999999997,0.0,0.0,2020,30340667_1
30340667,2,1219648.47440303,1,HO,0,0,1910,0.34,10,1,1,10,0.34,0,40,0.0,0.0,0.34,0.0,0.0,1920,30340667_2
30340667,2,1219648.47440303,2,OH,0,0,2000,0.33799999999999997,20,1,1,20,0.33799999999999997,0,0,0.0,0.0,0.33799999999999997,0.0,0.0,2020,30340667_2
30340742,1,195148.69854787,1,HW,0,0,700,31.138,45,3,3,45,31.138,0,0,31.138,31.138,0.0,0.0,0.0,745,30340742_1
30341052,1,6238271.75548953,1,HW,0,0,700,15.989,20,4,4,20,15.989,0,520,15.989,15.989,0.0,0.0,0.0,720,30341052_1
30341052,1,6238271.75548953,2,WO,0,0,1600,2.9789999999999996,20,4,4,20,2.9789999999999996,0,160,2.9789999999999996,2.9789999999999996,0.0,0.0,0.0,1620,30341052_1
30341052,1,6238271.75548953,3,OO,0,0,1900,18.246,60,4,4,60,18.246,0,195,18.246,18.246,0.0,0.0,0.0,2000,30341052_1
30341052,1,6238271.75548953,4,OH,0,0,2315,31.726,40,4,4,40,31.726,0,0,31.726,31.726,0.0,0.0,0.0,2355,30341052_1
30341487,1,388081.31914876204,1,HO,0,0,730,1.19,30,1,1,30,1.19,0,50,0.0,0.0,1.19,0.0,0.0,800,30341487_1
30341487,1,388081.31914876204,2,OH,2,1,850,1.248,10,2,1,25,1.794,120,120,0.0,0.0,0.546,0.0,1.248,928,30341487_1
30341487,1,388081.31914876204,3,HW,5,1,1115,5.431,16,3,3,48,12.579,267,267,12.579,12.579,0.0,0.0,0.0,1255,30341487_1
30341487,1,388081.31914876204,4,WW,2,1,1630,2.381,20,3,3,38,5.627000000000001,7,237,5.627000000000001,5.627000000000001,0.0,0.0,0.0,1735,30341487_1
30341487,1,388081.31914876204,5,WH,0,0,2105,1.435,9,3,3,9,1.435,0,0,1.435,1.435,0.0,0.0,0.0,2114,30341487_1
30341487,2,388081.31914876204,1,HW,0,0,740,15.331,55,11,11,55,15.331,0,505,0.0,0.0,0.0,15.331,0.0,835,30341487_2
30341487,2,388081.31914876204,2,WH,0,0,1700,13.562999999999999,55,11,11,55,13.562999999999999,0,0,0.0,0.0,0.0,13.562999999999999,0.0,1755,30341487_2
30342446,2,1219666.16047066,1,HW,1,1,725,7.23,25,4,4,45,14.404000000000002,460,460,14.404000000000002,14.404000000000002,0.0,0.0,0.0,815,30342446_2
30342446,2,1219666.16047066,2,WH,1,1,1550,7.917000000000001,35,4,4,60,14.321,25,25,14.321,14.321,0.0,0.0,0.0,1715,30342446_2
30343570,1,200235.365272064,1,HO,1,1,900,1.806,50,1,1,90,3.612,60,60,0.0,0.0,3.612,0.0,0.0,1035,30343570_1
30343570,1,200235.365272064,2,OH,3,1,1130,2.14,5,3,3,16,5.207000000000001,64,64,5.207000000000001,5.207000000000001,0.0,0.0,0.0,1226,30343570_1
30343570,1,200235.365272064,3,HO,0,0,1250,4.199,12,3,3,12,4.199,0,128,4.199,4.199,0.0,0.0,0.0,1302,30343570_1
30343570,1,200235.365272064,4,OO,1,1,1510,4.5,5,3,3,7,4.633,5,63,4.5,4.5,0.133,0.0,0.0,1522,30343570_1
30343570,1,200235.365272064,5,OH,2,1,1620,1.953,4,3,3,10,3.012,4,80,2.8789999999999996,2.8789999999999996,0.133,0.0,0.0,1644,30343570_1
30343570,1,200235.365272064,6,HO,0,0,1750,6.332999999999999,15,3,3,15,6.332999999999999,0,145,6.332999999999999,6.332999999999999,0.0,0.0,0.0,1805,30343570_1
30343570,1,200235.365272064,7,OW,0,0,2030,6.03,14,3,3,14,6.03,0,3,6.03,6.03,0.0,0.0,0.0,2044,30343570_1
30343570,1,200235.365272064,8,WH,0,0,2047,1.044,2,3,3,2,1.044,0,0,1.044,1.044,0.0,0.0,0.0,2049,30343570_1
30343906,1,1111689.72561971,1,HW,0,0,1400,25.612,40,5,5,40,25.612,0,500,25.612,25.612,0.0,0.0,0.0,1440,30343906_1
30343906,1,1111689.72561971,2,WH,0,0,2300,26.546999999999997,40,5,5,40,26.546999999999997,0,0,26.546999999999997,26.546999999999997,0.0,0.0,0.0,2340,30343906_1
30344015,1,378129.679205944,1,HO,1,1,600,15.609000000000002,20,4,4,22,15.78,83,83,15.609000000000002,15.609000000000002,0.171,0.0,0.0,625,30344015_1
30344015,1,378129.679205944,2,OW,0,0,745,0.171,2,1,1,2,0.171,0,468,0.0,0.0,0.171,0.0,0.0,747,30344015_1
30344015,1,378129.679205944,3,WH,0,0,1535,18.458,27,4,4,27,18.458,0,0,18.458,18.458,0.0,0.0,0.0,1602,30344015_1
30346887,2,1918906.18666106,1,HW,0,0,600,17.6,60,4,4,60,17.6,0,480,17.6,17.6,0.0,0.0,0.0,700,30346887_2
30346887,2,1918906.18666106,2,WH,0,0,1500,16.027,90,4,4,90,16.027,0,0,16.027,16.027,0.0,0.0,0.0,1630,30346887_2
30348769,1,161460.040595706,1,WO,0,0,700,10.472999999999999,20,3,3,20,10.472999999999999,0,160,10.472999999999999,10.472999999999999,0.0,0.0,0.0,720,30348769_1
30348769,1,161460.040595706,2,OO,0,0,1000,6.722,25,3,3,25,6.722,0,95,6.722,6.722,0.0,0.0,0.0,1025,30348769_1
30348769,1,161460.040595706,3,OW,0,0,1200,7.528,25,3,3,25,7.528,0,0,7.528,7.528,0.0,0.0,0.0,1225,30348769_1
30350222,1,786199.81269405,1,HW,0,0,640,28.46,40,4,4,40,28.46,0,520,28.46,28.46,0.0,0.0,0.0,720,30350222_1
30350222,1,786199.81269405,2,WH,0,0,1600,28.893,30,4,4,30,28.893,0,90,28.893,28.893,0.0,0.0,0.0,1630,30350222_1
30350222,1,786199.81269405,3,HH,3,1,1800,2.006,10,4,4,27,4.452,143,143,4.452,4.452,0.0,0.0,0.0,1845,30350222_1
30350222,1,786199.81269405,4,HH,1,0,2050,1.986,10,4,4,20,3.972,5,5,3.972,3.972,0.0,0.0,0.0,2115,30350222_1
30350222,2,856107.2902308891,1,HW,0,0,500,28.46,30,6,6,30,28.46,0,570,28.46,28.46,0.0,0.0,0.0,530,30350222_2
30350222,2,856107.2902308891,2,WH,0,0,1500,28.893,30,6,6,30,28.893,0,320,28.893,28.893,0.0,0.0,0.0,1530,30350222_2
30350222,2,856107.2902308891,3,HH,1,0,2050,1.986,10,4,4,15,3.972,5,5,0.0,3.972,0.0,0.0,0.0,2110,30350222_2
30351286,1,6250459.05977861,1,HH,0,0,730,2.36,24,1,1,24,2.36,0,36,0.0,0.0,2.36,0.0,0.0,754,30351286_1
30351286,1,6250459.05977861,2,HW,0,0,830,16.889,30,4,4,30,16.889,0,450,16.889,16.889,0.0,0.0,0.0,900,30351286_1
30351286,1,6250459.05977861,3,WO,1,1,1630,24.383000000000003,90,4,4,99,24.664,1,36,24.383000000000003,24.383000000000003,0.281,0.0,0.0,1810,30351286_1
30351286,1,6250459.05977861,4,OO,1,1,1845,0.09,4,1,1,5,0.10800000000000001,10,55,0.0,0.0,0.10800000000000001,0.0,0.0,1900,30351286_1
30351286,1,6250459.05977861,5,OO,0,0,1945,0.126,10,1,1,10,0.126,0,125,0.0,0.0,0.126,0.0,0.0,1955,30351286_1
30351286,1,6250459.05977861,6,OH,1,1,2200,20.143,34,4,4,44,20.457,1,1,20.143,20.143,0.314,0.0,0.0,2245,30351286_1
30351286,2,6251050.4422047995,1,HW,1,1,830,7.622999999999999,45,3,3,50,8.947000000000001,220,220,8.947000000000001,8.947000000000001,0.0,0.0,0.0,950,30351286_2
30351286,2,6251050.4422047995,2,WO,0,0,1300,0.366,10,3,3,10,0.366,0,40,0.366,0.366,0.0,0.0,0.0,1310,30351286_2
30351286,2,6251050.4422047995,3,OW,0,0,1350,0.366,10,3,3,10,0.366,0,205,0.366,0.366,0.0,0.0,0.0,1400,30351286_2
30351286,2,6251050.4422047995,4,WO,0,0,1725,4.372,20,3,3,20,4.372,0,75,4.372,4.372,0.0,0.0,0.0,1745,30351286_2
30351286,2,6251050.4422047995,5,OH,0,0,1900,5.5120000000000005,15,3,3,15,5.5120000000000005,0,0,5.5120000000000005,5.5120000000000005,0.0,0.0,0.0,1915,30351286_2
30351503,1,800553.389719288,1,HW,0,0,605,57.756,70,3,3,70,57.756,0,270,57.756,57.756,0.0,0.0,0.0,715,30351503_1
30351503,1,800553.389719288,2,WO,0,0,1145,1.433,10,3,3,10,1.433,0,50,1.433,1.433,0.0,0.0,0.0,1155,30351503_1
30351503,1,800553.389719288,3,OW,0,0,1245,1.4,10,3,3,10,1.4,0,260,1.4,1.4,0.0,0.0,0.0,1255,30351503_1
30351503,1,800553.389719288,4,WH,1,1,1715,53.988,65,3,3,80,58.823,20,20,58.823,58.823,0.0,0.0,0.0,1855,30351503_1
30351503,2,685469.217787632,1,HW,0,0,800,5.313,15,4,4,15,5.313,0,430,5.313,5.313,0.0,0.0,0.0,815,30351503_2
30351503,2,685469.217787632,2,WH,0,0,1525,5.318,20,4,4,20,5.318,0,105,5.318,5.318,0.0,0.0,0.0,1545,30351503_2
30351503,2,685469.217787632,3,HO,0,0,1730,7.829,20,4,4,20,7.829,0,160,7.829,7.829,0.0,0.0,0.0,1750,30351503_2
30351503,2,685469.217787632,4,OH,0,0,2030,7.403,20,4,4,20,7.403,0,0,7.403,7.403,0.0,0.0,0.0,2050,30351503_2
30352400,1,564316.577068895,1,HW,0,0,730,0.623,5,4,4,5,0.623,0,535,0.623,0.623,0.0,0.0,0.0,735,30352400_1
30352400,1,564316.577068895,2,WH,0,0,1630,0.605,5,4,4,5,0.605,0,85,0.605,0.605,0.0,0.0,0.0,1635,30352400_1
30352400,1,564316.577068895,3,HH,1,0,1800,1.514,35,1,1,70,3.0269999999999997,5,5,0.0,0.0,3.0269999999999997,0.0,0.0,1915,30352400_1
30352400,2,564643.114622231,1,HW,0,0,659,0.087,1,1,1,1,0.087,0,510,0.0,0.0,0.087,0.0,0.0,700,30352400_2
30352400,2,564643.114622231,2,WH,0,0,1530,0.087,1,1,1,1,0.087,0,59,0.0,0.0,0.087,0.0,0.0,1531,30352400_2
30352400,2,564643.114622231,3,HO,0,0,1630,0.57,5,3,3,5,0.57,0,60,0.57,0.57,0.0,0.0,0.0,1635,30352400_2
30352400,2,564643.114622231,4,OH,0,0,1735,0.5660000000000001,5,3,3,5,0.5660000000000001,0,20,0.5660000000000001,0.5660000000000001,0.0,0.0,0.0,1740,30352400_2
