HOUSEID,PERSONID,WTTRDFIN,TOUR,TOURTYPE,STOPS,TOUR_FLG,BEGNTIME,DIST_M,TIME_M,MODE_D,MODE_T,TOT_CMIN,TOT_MILS,TOT_DWEL,TOT_DWEL2,VMT,PMT_POV,PMT_WALK,PMT_TRAN,PMT_OTHR,ENDTTIME,uniquePersonId
30000934,1,511508.46930109995,1,HO,0,0,1130,80.197,60,4,4,60,80.197,0,330,80.197,80.197,0.0,0.0,0.0,1230,30000934_1
30000934,1,511508.46930109995,2,OH,0,0,1800,80.266,90,4,4,90,80.266,0,0,80.266,80.266,0.0,0.0,0.0,1930,30000934_1
30000934,2,511212.65993098397,1,HW,0,0,700,6.015,30,4,4,30,6.015,0,30,6.015,6.015,0.0,0.0,0.0,730,30000934_2
30000934,2,511212.65993098397,2,WH,0,0,800,6.051,30,4,4,30,6.051,0,0,6.051,6.051,0.0,0.0,0.0,830,30000934_2
30004211,1,892200.508919504,1,HW,0,0,700,6.431,110,16,16,110,6.431,0,190,0.0,0.0,0.0,6.431,0.0,850,30004211_1
30004211,1,892200.508919504,2,WW,1,0,1200,0.444,25,1,1,39,0.888,13,369,0.0,0.0,0.888,0.0,0.0,1252,30004211_1
30004211,1,892200.508919504,3,WH,0,0,1848,7.178999999999999,107,16,16,107,7.178999999999999,0,0,0.0,0.0,0.0,7.178999999999999,0.0,2035,30004211_1
30004211,2,1082451.30949538,1,HH,0,0,1000,4.121,20,3,3,20,4.121,0,130,4.121,4.121,0.0,0.0,0.0,1020,30004211_2
30004211,2,1082451.30949538,2,HH,0,0,1230,4.289,30,3,3,30,4.289,0,60,4.289,4.289,0.0,0.0,0.0,1300,30004211_2
30004211,2,1082451.30949538,3,HO,0,0,1400,6.835,45,16,16,45,6.835,0,45,0.0,0.0,0.0,6.835,0.0,1445,30004211_2
30004211,2,1082451.30949538,4,OO,1,1,1530,6.8229999999999995,45,16,16,49,7.018,1,41,0.0,0.0,0.195,6.8229999999999995,0.0,1620,30004211_2
30004211,2,1082451.30949538,5,OH,0,0,1700,1.435,30,1,1,30,1.435,0,0,0.0,0.0,1.435,0.0,0.0,1730,30004211_2
30007605,1,668201.707417732,1,HW,0,0,941,13.827,30,6,6,30,13.827,0,577,13.827,13.827,0.0,0.0,0.0,1011,30007605_1
30007605,1,668201.707417732,2,WH,0,0,1948,12.085,30,6,6,30,12.085,0,0,12.085,12.085,0.0,0.0,0.0,2018,30007605_1
30007605,2,667815.281115833,1,HW,0,0,735,12.427999999999999,45,3,3,45,12.427999999999999,0,485,12.427999999999999,12.427999999999999,0.0,0.0,0.0,820,30007605_2
30007605,2,667815.281115833,2,WO,0,0,1625,5.0,1,1,1,1,5.0,0,64,0.0,0.0,5.0,0.0,0.0,1626,30007605_2
30007605,2,667815.281115833,3,OH,0,0,1730,12.392999999999999,42,3,3,42,12.392999999999999,0,0,12.392999999999999,12.392999999999999,0.0,0.0,0.0,1812,30007605_2
30008169,1,513285.099595628,1,HH,2,1,1445,2.585,15,3,3,42,5.327999999999999,48,48,5.327999999999999,5.327999999999999,0.0,0.0,0.0,1615,30008169_1
30008308,1,1396434.33182195,1,HO,0,0,915,0.47700000000000004,5,3,3,5,0.47700000000000004,0,70,0.47700000000000004,0.47700000000000004,0.0,0.0,0.0,920,30008308_1
30008308,1,1396434.33182195,2,OO,0,0,1030,4.534,10,3,3,10,4.534,0,70,4.534,4.534,0.0,0.0,0.0,1040,30008308_1
30008308,1,1396434.33182195,3,OH,0,0,1150,3.69,10,3,3,10,3.69,0,120,3.69,3.69,0.0,0.0,0.0,1200,30008308_1
30008308,1,1396434.33182195,4,HH,0,0,1400,123.734,150,3,3,150,123.734,0,0,123.734,123.734,0.0,0.0,0.0,1630,30008308_1
30012199,1,2914527.77083606,1,HW,0,0,530,9.765,75,10,10,75,9.765,0,15,0.0,0.0,0.0,0.0,9.765,645,30012199_1
30012199,1,2914527.77083606,2,WW,0,0,700,36.357,90,10,10,90,36.357,0,10,0.0,0.0,0.0,0.0,36.357,830,30012199_1
30012199,1,2914527.77083606,3,WW,0,0,840,36.650999999999996,50,10,10,50,36.650999999999996,0,5,0.0,0.0,0.0,0.0,36.650999999999996,930,30012199_1
30012199,1,2914527.77083606,4,WH,0,0,935,9.786,25,10,10,25,9.786,0,200,0.0,0.0,0.0,0.0,9.786,1000,30012199_1
30012199,1,2914527.77083606,5,HW,0,0,1320,9.765,25,10,10,25,9.765,0,5,0.0,0.0,0.0,0.0,9.765,1345,30012199_1
30012199,1,2914527.77083606,6,WW,0,0,1350,36.357,60,10,10,60,36.357,0,20,0.0,0.0,0.0,0.0,36.357,1450,30012199_1
30012199,1,2914527.77083606,7,WW,0,0,1510,36.650999999999996,65,10,10,65,36.650999999999996,0,10,0.0,0.0,0.0,0.0,36.650999999999996,1615,30012199_1
30012199,1,2914527.77083606,8,WW,0,0,1625,8.747,20,10,10,20,8.747,0,10,0.0,0.0,0.0,0.0,8.747,1645,30012199_1
30012199,1,2914527.77083606,9,WH,0,0,1655,1.194,5,10,10,5,1.194,0,0,0.0,0.0,0.0,0.0,1.194,1700,30012199_1
30012199,2,3536015.02191789,1,HW,0,0,630,6.801,15,3,3,15,6.801,0,495,6.801,6.801,0.0,0.0,0.0,645,30012199_2
30012199,2,3536015.02191789,2,WH,0,0,1500,6.8629999999999995,60,3,3,60,6.8629999999999995,0,0,6.8629999999999995,6.8629999999999995,0.0,0.0,0.0,1600,30012199_2
30012199,3,3601172.85367533,1,WW,0,0,401,103.958,119,4,4,119,103.958,0,60,103.958,103.958,0.0,0.0,0.0,600,30012199_3
30012199,3,3601172.85367533,2,WW,0,0,700,103.90799999999999,180,4,4,180,103.90799999999999,0,90,103.90799999999999,103.90799999999999,0.0,0.0,0.0,1000,30012199_3
30012199,3,3601172.85367533,3,WW,0,0,1130,18.438,30,97,97,30,18.438,0,180,0.0,0.0,0.0,0.0,18.438,1200,30012199_3
30012199,3,3601172.85367533,4,WW,0,0,1500,17.444000000000003,30,97,97,30,17.444000000000003,0,15,0.0,0.0,0.0,0.0,17.444000000000003,1530,30012199_3
30012199,3,3601172.85367533,5,WO,0,0,1545,6.222,15,4,4,15,6.222,0,135,6.222,6.222,0.0,0.0,0.0,1600,30012199_3
30012199,3,3601172.85367533,6,OH,0,0,1815,5.702999999999999,15,4,4,15,5.702999999999999,0,0,5.702999999999999,5.702999999999999,0.0,0.0,0.0,1830,30012199_3
30012867,1,1901184.09706808,1,HO,0,0,650,2.451,10,4,4,10,2.451,0,75,2.451,2.451,0.0,0.0,0.0,700,30012867_1
30012867,1,1901184.09706808,2,OW,1,1,815,40.046,45,4,4,46,40.275999999999996,4,479,40.275999999999996,40.275999999999996,0.0,0.0,0.0,905,30012867_1
30012867,1,1901184.09706808,3,WO,0,0,1700,37.041,66,16,16,66,37.041,0,39,0.0,0.0,0.0,37.041,0.0,1806,30012867_1
30012867,1,1901184.09706808,4,OO,0,0,1845,0.23800000000000002,5,1,1,5,0.23800000000000002,0,170,0.0,0.0,0.23800000000000002,0.0,0.0,1850,30012867_1
30012867,1,1901184.09706808,5,OH,1,1,2140,32.85,60,16,16,65,33.088,15,15,0.0,0.0,0.23800000000000002,32.85,0.0,2300,30012867_1
30012867,2,1900084.62735452,1,HO,0,0,520,2.741,7,4,4,7,2.741,0,63,2.741,2.741,0.0,0.0,0.0,527,30012867_2
30012867,2,1900084.62735452,2,OH,0,0,630,2.741,7,4,4,7,2.741,0,23,2.741,2.741,0.0,0.0,0.0,637,30012867_2
30012867,2,1900084.62735452,3,HW,1,1,700,20.658,35,4,4,38,21.49,3,502,21.49,21.49,0.0,0.0,0.0,741,30012867_2
30012867,2,1900084.62735452,4,WH,2,1,1600,19.221,30,4,4,40,22.034000000000002,5,25,22.034000000000002,22.034000000000002,0.0,0.0,0.0,1705,30012867_2
30016855,1,725586.544799135,1,HW,1,1,725,12.546,29,3,3,49,14.682,481,481,14.682,14.682,0.0,0.0,0.0,815,30016855_1
30016855,1,725586.544799135,2,WH,1,1,1615,12.607000000000001,45,3,3,50,14.507,5,100,14.507,14.507,0.0,0.0,0.0,1710,30016855_1
30016855,1,725586.544799135,3,HH,4,1,1845,2.99,15,3,3,31,10.066,49,49,10.066,10.066,0.0,0.0,0.0,2005,30016855_1
30017564,1,171452.826089058,1,HO,0,0,1300,15.078,25,3,3,25,15.078,0,40,15.078,15.078,0.0,0.0,0.0,1325,30017564_1
30017564,1,171452.826089058,2,OH,0,0,1405,14.554,25,3,3,25,14.554,0,210,14.554,14.554,0.0,0.0,0.0,1430,30017564_1
30017564,1,171452.826089058,3,HO,1,1,1800,19.977,18,3,3,19,20.247,1,141,20.247,20.247,0.0,0.0,0.0,1820,30017564_1
30017564,1,171452.826089058,4,OO,0,0,2040,6.263,20,3,3,20,6.263,0,65,6.263,6.263,0.0,0.0,0.0,2100,30017564_1
30017564,1,171452.826089058,5,OH,1,1,2205,21.274,25,3,3,40,27.715999999999998,5,5,27.715999999999998,27.715999999999998,0.0,0.0,0.0,2250,30017564_1
30021012,1,1732202.03753567,1,HW,0,0,855,2.4659999999999997,6,3,3,6,2.4659999999999997,0,359,2.4659999999999997,2.4659999999999997,0.0,0.0,0.0,901,30021012_1
30021012,1,1732202.03753567,2,WH,1,1,1500,2.6319999999999997,11,3,3,14,3.045,1,81,3.045,3.045,0.0,0.0,0.0,1515,30021012_1
30021012,1,1732202.03753567,3,HH,1,0,1635,0.493,2,2,2,4,0.985,20,126,0.0,0.0,0.0,0.0,0.985,1659,30021012_1
30021012,1,1732202.03753567,4,HH,1,0,1845,4.646,14,3,3,26,9.257,28,28,0.0,9.257,0.0,0.0,0.0,1939,30021012_1
30021012,2,2023023.32014778,1,HW,0,0,615,8.714,18,3,3,18,8.714,0,317,8.714,8.714,0.0,0.0,0.0,633,30021012_2
30021012,2,2023023.32014778,2,WW,1,0,1150,8.799,12,3,3,23,17.512999999999998,9,167,17.512999999999998,17.512999999999998,0.0,0.0,0.0,1222,30021012_2
30021012,2,2023023.32014778,3,WH,0,0,1500,8.799,17,3,3,17,8.799,0,0,8.799,8.799,0.0,0.0,0.0,1517,30021012_2
30025641,1,892889.93397386,1,HW,0,0,730,5.778,60,16,16,60,5.778,0,510,0.0,0.0,0.0,5.778,0.0,830,30025641_1
30025641,1,892889.93397386,2,WH,0,0,1700,8.168,90,16,16,90,8.168,0,0,0.0,0.0,0.0,8.168,0.0,1830,30025641_1
30027339,1,1909997.46706159,1,OO,2,1,1205,29.131,45,3,3,70,42.232,95,95,0.0,42.232,0.0,0.0,0.0,1345,30027339_1
30027339,1,1909997.46706159,2,OO,0,0,1450,35.381,50,3,3,50,35.381,0,60,0.0,35.381,0.0,0.0,0.0,1540,30027339_1
30027339,1,1909997.46706159,3,OH,0,0,1640,198.15400000000002,190,3,3,190,198.15400000000002,0,0,0.0,198.15400000000002,0.0,0.0,0.0,1950,30027339_1
30027339,2,2230669.01756212,1,OO,2,1,1205,29.131,45,3,3,70,42.232,95,95,42.232,42.232,0.0,0.0,0.0,1345,30027339_2
30027339,2,2230669.01756212,2,OO,0,0,1450,35.381,50,3,3,50,35.381,0,60,35.381,35.381,0.0,0.0,0.0,1540,30027339_2
30027339,2,2230669.01756212,3,OH,0,0,1640,198.15400000000002,190,3,3,190,198.15400000000002,0,0,198.15400000000002,198.15400000000002,0.0,0.0,0.0,1950,30027339_2
30027904,1,503527.24218364205,1,HH,3,1,1330,3.761,15,3,3,45,11.222999999999999,65,65,11.222999999999999,11.222999999999999,0.0,0.0,0.0,1520,30027904_1
30032394,1,453954.528899094,1,HO,0,0,1005,2.54,15,3,3,15,2.54,0,35,2.54,2.54,0.0,0.0,0.0,1020,30032394_1
30032394,1,453954.528899094,2,OH,0,0,1055,2.7110000000000003,15,3,3,15,2.7110000000000003,0,0,2.7110000000000003,2.7110000000000003,0.0,0.0,0.0,1110,30032394_1
30032413,2,4722444.04869401,1,HH,0,0,900,3.2689999999999997,10,4,4,10,3.2689999999999997,0,5,3.2689999999999997,3.2689999999999997,0.0,0.0,0.0,910,30032413_2
30032413,2,4722444.04869401,2,HH,0,0,915,3.221,10,4,4,10,3.221,0,0,3.221,3.221,0.0,0.0,0.0,925,30032413_2
30034541,1,2236339.37280612,1,HW,0,0,645,9.89,35,4,4,35,9.89,0,475,9.89,9.89,0.0,0.0,0.0,720,30034541_1
30034541,1,2236339.37280612,2,WH,0,0,1515,9.002,25,4,4,25,9.002,0,60,9.002,9.002,0.0,0.0,0.0,1540,30034541_1
30034541,1,2236339.37280612,3,HO,0,0,1640,0.183,3,1,1,3,0.183,0,67,0.0,0.0,0.183,0.0,0.0,1643,30034541_1
30034541,1,2236339.37280612,4,OH,0,0,1750,0.183,3,1,1,3,0.183,0,0,0.0,0.0,0.183,0.0,0.0,1753,30034541_1
30034541,2,2237633.41380527,1,HW,0,0,700,4.098,25,15,15,25,4.098,0,605,0.0,0.0,0.0,4.098,0.0,725,30034541_2
30034541,2,2237633.41380527,2,WH,0,0,1730,4.106,20,15,15,20,4.106,0,0,0.0,0.0,0.0,4.106,0.0,1750,30034541_2
30035072,1,718639.846887385,1,OW,2,1,1100,1.7830000000000001,10,5,5,24,2.7910000000000004,56,56,2.7910000000000004,2.7910000000000004,0.0,0.0,0.0,1159,30035072_1
30035072,1,718639.846887385,2,WW,0,0,1220,2.8569999999999998,10,5,5,10,2.8569999999999998,0,180,2.8569999999999998,2.8569999999999998,0.0,0.0,0.0,1230,30035072_1
30035072,1,718639.846887385,3,WO,3,1,1530,6.641,20,5,5,55,13.019,70,70,13.019,13.019,0.0,0.0,0.0,1735,30035072_1
30036839,1,1855506.09446971,1,HO,0,0,530,1.541,10,3,3,10,1.541,0,65,1.541,1.541,0.0,0.0,0.0,540,30036839_1
30036839,1,1855506.09446971,2,OH,0,0,645,1.541,5,3,3,5,1.541,0,130,1.541,1.541,0.0,0.0,0.0,650,30036839_1
30036839,1,1855506.09446971,3,HW,0,0,900,13.165999999999999,60,3,3,60,13.165999999999999,0,360,13.165999999999999,13.165999999999999,0.0,0.0,0.0,1000,30036839_1
30036839,1,1855506.09446971,4,WH,0,0,1600,13.780999999999999,50,3,3,50,13.780999999999999,0,0,13.780999999999999,13.780999999999999,0.0,0.0,0.0,1650,30036839_1
30036839,2,1991226.66031276,1,HW,0,0,930,11.542,30,4,4,30,11.542,0,390,11.542,11.542,0.0,0.0,0.0,1000,30036839_2
30036839,2,1991226.66031276,2,WH,0,0,1630,11.360999999999999,30,4,4,30,11.360999999999999,0,45,11.360999999999999,11.360999999999999,0.0,0.0,0.0,1700,30036839_2
30036839,2,1991226.66031276,3,HO,0,0,1745,2.2840000000000003,15,4,4,15,2.2840000000000003,0,120,2.2840000000000003,2.2840000000000003,0.0,0.0,0.0,1800,30036839_2
30036839,2,1991226.66031276,4,OH,0,0,2000,2.0909999999999997,15,4,4,15,2.0909999999999997,0,0,2.0909999999999997,2.0909999999999997,0.0,0.0,0.0,2015,30036839_2
30038152,1,1614411.33024573,1,HW,1,1,752,4.81,23,20,20,32,5.186,546,546,0.0,0.0,0.376,0.0,4.81,826,30038152_1
30038152,1,1614411.33024573,2,WH,0,0,1730,2.186,30,20,20,30,2.186,0,30,0.0,0.0,0.0,0.0,2.186,1800,30038152_1
30038152,1,1614411.33024573,3,HH,0,0,1830,1.0,27,1,1,27,1.0,0,128,0.0,0.0,1.0,0.0,0.0,1857,30038152_1
30038152,1,1614411.33024573,4,HH,0,0,2105,1.0,22,1,1,22,1.0,0,0,0.0,0.0,1.0,0.0,0.0,2127,30038152_1
30038152,2,1732497.07509853,1,HH,0,0,645,1.0,32,1,1,32,1.0,0,33,0.0,0.0,1.0,0.0,0.0,717,30038152_2
30038152,2,1732497.07509853,2,HW,0,0,750,3.102,35,20,20,35,3.102,0,185,0.0,0.0,0.0,0.0,3.102,825,30038152_2
30038152,2,1732497.07509853,3,WW,1,0,1130,0.071,2,1,1,4,0.142,8,341,0.0,0.0,0.142,0.0,0.0,1142,30038152_2
30038152,2,1732497.07509853,4,WH,0,0,1715,2.185,30,20,20,30,2.185,0,45,0.0,0.0,0.0,0.0,2.185,1745,30038152_2
30038152,2,1732497.07509853,5,HO,0,0,1830,1.0,27,1,1,27,1.0,0,128,0.0,0.0,1.0,0.0,0.0,1857,30038152_2
30038152,2,1732497.07509853,6,OO,0,0,2105,1.0,22,1,1,22,1.0,0,0,0.0,0.0,1.0,0.0,0.0,2127,30038152_2
30040611,1,1007516.68403441,1,HW,0,0,629,11.494000000000002,21,4,4,21,11.494000000000002,0,640,11.494000000000002,11.494000000000002,0.0,0.0,0.0,650,30040611_1
30040611,1,1007516.68403441,2,WH,1,1,1730,10.059,23,4,4,26,10.969000000000001,3,17,10.969000000000001,10.969000000000001,0.0,0.0,0.0,1759,30040611_1
30040611,1,1007516.68403441,3,HO,0,0,1813,6.444,16,4,4,16,6.444,0,59,6.444,6.444,0.0,0.0,0.0,1829,30040611_1
30040611,1,1007516.68403441,4,OH,0,0,1928,6.399,16,4,4,16,6.399,0,0,6.399,6.399,0.0,0.0,0.0,1944,30040611_1
30040611,2,1160031.28858011,1,HW,0,0,627,6.897,17,4,4,17,6.897,0,616,6.897,6.897,0.0,0.0,0.0,644,30040611_2
30040611,2,1160031.28858011,2,WH,0,0,1700,6.89,27,4,4,27,6.89,0,46,6.89,6.89,0.0,0.0,0.0,1727,30040611_2
30040611,2,1160031.28858011,3,HO,0,0,1813,6.444,16,4,4,16,6.444,0,59,0.0,6.444,0.0,0.0,0.0,1829,30040611_2
30040611,2,1160031.28858011,4,OH,0,0,1928,6.399,16,4,4,16,6.399,0,0,0.0,6.399,0.0,0.0,0.0,1944,30040611_2
30040611,3,1244161.58519039,1,HW,0,0,728,13.173,31,4,4,31,13.173,0,647,13.173,13.173,0.0,0.0,0.0,759,30040611_3
30040611,3,1244161.58519039,2,WO,0,0,1846,8.616,21,4,4,21,8.616,0,192,8.616,8.616,0.0,0.0,0.0,1907,30040611_3
30040611,3,1244161.58519039,3,OH,0,0,2219,7.829,19,4,4,19,7.829,0,0,7.829,7.829,0.0,0.0,0.0,2238,30040611_3
30043319,2,1251000.22332323,1,HO,0,0,730,1.7890000000000001,15,3,3,15,1.7890000000000001,0,165,0.0,1.7890000000000001,0.0,0.0,0.0,745,30043319_2
30043319,2,1251000.22332323,2,OO,0,0,1030,4.831,15,17,17,15,4.831,0,45,0.0,0.0,0.0,0.0,4.831,1045,30043319_2
30043319,2,1251000.22332323,3,OO,0,0,1130,2296.152,480,19,19,480,2296.152,0,60,0.0,0.0,0.0,0.0,2296.152,1930,30043319_2
30043319,2,1251000.22332323,4,OH,1,1,2030,727.8589999999999,120,19,19,150,738.061,15,15,0.0,0.0,0.0,0.0,738.061,2315,30043319_2
30043408,1,6250518.65884531,1,HW,1,1,545,45.1,80,97,97,90,51.736999999999995,540,540,6.6370000000000005,6.6370000000000005,0.0,0.0,45.1,720,30043408_1
30043408,1,6250518.65884531,2,WH,1,1,1615,44.975,90,13,13,100,52.028999999999996,2,45,7.053999999999999,7.053999999999999,0.0,0.0,44.975,1757,30043408_1
30043408,1,6250518.65884531,3,HO,0,0,1840,11.579,30,4,4,30,11.579,0,90,11.579,11.579,0.0,0.0,0.0,1910,30043408_1
30043408,1,6250518.65884531,4,OH,0,0,2040,11.784,35,4,4,35,11.784,0,0,11.784,11.784,0.0,0.0,0.0,2115,30043408_1
30043408,2,6250088.44761494,1,HW,0,0,750,22.296999999999997,25,4,4,25,22.296999999999997,0,530,22.296999999999997,22.296999999999997,0.0,0.0,0.0,815,30043408_2
30043408,2,6250088.44761494,2,WH,0,0,1705,22.028000000000002,25,4,4,25,22.028000000000002,0,70,22.028000000000002,22.028000000000002,0.0,0.0,0.0,1730,30043408_2
30043408,2,6250088.44761494,3,HO,0,0,1840,11.579,30,4,4,30,11.579,0,90,0.0,11.579,0.0,0.0,0.0,1910,30043408_2
30043408,2,6250088.44761494,4,OH,0,0,2040,11.784,30,4,4,30,11.784,0,0,0.0,11.784,0.0,0.0,0.0,2110,30043408_2
30043408,3,5401530.90751864,1,HW,0,0,1650,15.507,18,4,4,18,15.507,0,207,15.507,15.507,0.0,0.0,0.0,1708,30043408_3
30043408,3,5401530.90751864,2,WH,0,0,2035,15.495999999999999,20,4,4,20,15.495999999999999,0,0,15.495999999999999,15.495999999999999,0.0,0.0,0.0,2055,30043408_3
30043408,4,6249539.30579566,1,HH,1,0,1535,1.172,5,4,4,10,2.34,45,45,2.34,2.34,0.0,0.0,0.0,1553,30043408_4
30043408,4,6249539.30579566,2,HW,0,0,1630,20.641,30,4,4,30,20.641,0,180,20.641,20.641,0.0,0.0,0.0,1700,30043408_4
30043408,4,6249539.30579566,3,WH,0,0,2000,20.541999999999998,25,4,4,25,20.541999999999998,0,0,20.541999999999998,20.541999999999998,0.0,0.0,0.0,2025,30043408_4
30043881,1,6237999.54474068,1,HW,0,0,630,8.809,68,16,16,68,8.809,0,532,0.0,0.0,0.0,8.809,0.0,738,30043881_1
30043881,1,6237999.54474068,2,WH,0,0,1630,10.152999999999999,80,16,16,80,10.152999999999999,0,30,0.0,0.0,0.0,10.152999999999999,0.0,1750,30043881_1
30043881,1,6237999.54474068,3,HO,0,0,1820,5.414,55,13,13,55,5.414,0,40,0.0,0.0,0.0,0.0,5.414,1915,30043881_1
30043881,1,6237999.54474068,4,OH,0,0,1955,5.2829999999999995,15,3,3,15,5.2829999999999995,0,0,5.2829999999999995,5.2829999999999995,0.0,0.0,0.0,2010,30043881_1
30045230,1,2692439.35997688,1,HO,1,1,915,3.0989999999999998,10,3,3,15,5.526,40,40,5.526,5.526,0.0,0.0,0.0,935,30045230_1
30045230,1,2692439.35997688,2,OH,1,1,1010,3.217,10,3,3,15,5.526,15,410,5.526,5.526,0.0,0.0,0.0,1040,30045230_1
30045230,1,2692439.35997688,3,HO,0,0,1715,4.928,25,3,3,25,4.928,0,185,4.928,4.928,0.0,0.0,0.0,1740,30045230_1
30045230,1,2692439.35997688,4,OH,0,0,2045,5.252999999999999,10,3,3,10,5.252999999999999,0,0,5.252999999999999,5.252999999999999,0.0,0.0,0.0,2055,30045230_1
30047169,2,611277.959667607,1,HW,0,0,800,16.247,30,3,3,30,16.247,0,480,16.247,16.247,0.0,0.0,0.0,830,30047169_2
30047169,2,611277.959667607,2,WH,0,0,1630,17.142,40,3,3,40,17.142,0,50,17.142,17.142,0.0,0.0,0.0,1710,30047169_2
30047169,2,611277.959667607,3,HH,1,0,1800,1.074,15,1,1,30,2.148,15,15,0.0,0.0,2.148,0.0,0.0,1845,30047169_2
30048718,1,2586524.30943628,1,HW,0,0,730,5.06,45,16,16,45,5.06,0,525,0.0,0.0,0.0,5.06,0.0,815,30048718_1
30048718,1,2586524.30943628,2,WH,1,1,1700,4.2330000000000005,40,16,16,52,5.006,4,83,0.0,0.0,0.773,4.2330000000000005,0.0,1756,30048718_1
30048718,1,2586524.30943628,3,HH,0,0,1915,0.111,8,1,1,8,0.111,0,0,0.0,0.0,0.111,0.0,0.0,1923,30048718_1
30048718,2,2588020.98232162,1,HH,1,0,745,6.1129999999999995,32,3,3,57,11.992,33,33,11.992,11.992,0.0,0.0,0.0,850,30048718_2
30048718,2,2588020.98232162,2,HH,0,0,915,0.111,6,1,1,6,0.111,0,14,0.0,0.0,0.111,0.0,0.0,921,30048718_2
30048718,2,2588020.98232162,3,HW,0,0,935,0.365,10,1,1,10,0.365,0,375,0.0,0.0,0.365,0.0,0.0,945,30048718_2
30048718,2,2588020.98232162,4,WH,0,0,1600,0.365,10,1,1,10,0.365,0,60,0.0,0.0,0.365,0.0,0.0,1610,30048718_2
30048718,2,2588020.98232162,5,HH,1,0,1710,6.1129999999999995,30,3,3,58,11.992,7,7,11.992,11.992,0.0,0.0,0.0,1815,30048718_2
30049419,2,854884.548440019,1,HW,0,0,700,3.898,15,3,3,15,3.898,0,630,3.898,3.898,0.0,0.0,0.0,715,30049419_2
30049419,2,854884.548440019,2,WH,0,0,1745,3.786,15,3,3,15,3.786,0,0,3.786,3.786,0.0,0.0,0.0,1800,30049419_2
30054703,2,296675.256874137,1,HW,0,0,648,4.124,10,3,3,10,4.124,0,587,4.124,4.124,0.0,0.0,0.0,658,30054703_2
30054703,2,296675.256874137,2,WH,0,0,1645,4.023,14,3,3,14,4.023,0,0,4.023,4.023,0.0,0.0,0.0,1659,30054703_2
30055298,1,3371251.23742421,1,HW,0,0,740,4.711,15,3,3,15,4.711,0,590,4.711,4.711,0.0,0.0,0.0,755,30055298_1
30055298,1,3371251.23742421,2,WH,0,0,1745,3.977,15,3,3,15,3.977,0,100,3.977,3.977,0.0,0.0,0.0,1800,30055298_1
30055298,1,3371251.23742421,3,HO,0,0,1940,0.556,30,1,1,30,0.556,0,0,0.0,0.0,0.556,0.0,0.0,2010,30055298_1
30056093,1,6023574.60447532,1,HW,0,0,645,7.369,40,3,3,40,7.369,0,490,0.0,7.369,0.0,0.0,0.0,725,30056093_1
30056093,1,6023574.60447532,2,WO,0,0,1535,318.12,385,3,3,385,318.12,0,0,0.0,318.12,0.0,0.0,0.0,2200,30056093_1
30056093,3,2824133.23217186,1,HW,0,0,915,3.6689999999999996,32,16,16,32,3.6689999999999996,0,823,0.0,0.0,0.0,3.6689999999999996,0.0,947,30056093_3
30056093,3,2824133.23217186,2,WH,0,0,2330,3.057,20,17,17,20,3.057,0,0,0.0,0.0,0.0,0.0,3.057,2350,30056093_3
30068462,1,283978.54506489896,1,HH,3,1,830,314.027,300,3,3,615,477.81699999999995,45,45,477.81699999999995,477.81699999999995,0.0,0.0,0.0,1930,30068462_1
30068462,2,265411.121693596,1,HH,3,1,830,314.027,300,3,3,610,477.816,50,50,0.0,477.816,0.0,0.0,0.0,1930,30068462_2
30070662,1,1020255.10007361,1,HW,0,0,645,2.9410000000000003,5,6,6,5,2.9410000000000003,0,70,2.9410000000000003,2.9410000000000003,0.0,0.0,0.0,650,30070662_1
30070662,1,1020255.10007361,2,WW,0,0,800,0.812,5,6,6,5,0.812,0,475,0.812,0.812,0.0,0.0,0.0,805,30070662_1
30070662,1,1020255.10007361,3,WH,0,0,1600,2.975,10,6,6,10,2.975,0,0,2.975,2.975,0.0,0.0,0.0,1610,30070662_1
30070662,2,1019665.07852632,1,HW,1,1,700,30.335,70,3,3,85,34.438,565,565,34.438,34.438,0.0,0.0,0.0,830,30070662_2
30070662,2,1019665.07852632,2,WH,0,0,1750,35.522,90,3,3,90,35.522,0,0,35.522,35.522,0.0,0.0,0.0,1920,30070662_2
30074263,1,976963.378951403,1,HO,0,0,845,3.4730000000000003,20,3,3,20,3.4730000000000003,0,55,3.4730000000000003,3.4730000000000003,0.0,0.0,0.0,905,30074263_1
30074263,1,976963.378951403,2,OO,0,0,1000,3.082,15,3,3,15,3.082,0,45,3.082,3.082,0.0,0.0,0.0,1015,30074263_1
30074263,1,976963.378951403,3,OO,0,0,1100,2.799,20,3,3,20,2.799,0,50,2.799,2.799,0.0,0.0,0.0,1120,30074263_1
30074263,1,976963.378951403,4,OH,0,0,1210,1.107,10,3,3,10,1.107,0,165,1.107,1.107,0.0,0.0,0.0,1220,30074263_1
30074263,1,976963.378951403,5,HH,1,0,1505,0.525,10,1,1,15,1.046,30,30,0.0,0.0,1.046,0.0,0.0,1550,30074263_1
30074263,2,1047816.82890374,1,HW,0,0,945,1.0190000000000001,10,2,2,10,1.0190000000000001,0,545,0.0,0.0,0.0,0.0,1.0190000000000001,955,30074263_2
30074263,2,1047816.82890374,2,WO,0,0,1900,1.78,20,2,2,20,1.78,0,50,0.0,0.0,0.0,0.0,1.78,1920,30074263_2
30074263,2,1047816.82890374,3,OH,0,0,2010,0.86,10,2,2,10,0.86,0,0,0.0,0.0,0.0,0.0,0.86,2020,30074263_2
