age,hh_income,male,bachelor_degree,job_type_1,job_type_2,job_type_3,job_type_4,motif,res_type
34,9,True,False,1,0,0,0,H,6
45,8,True,True,0,0,0,1,HWH,7
30,8,False,True,0,0,0,1,HWH,1
28,6,False,True,0,0,0,1,HWH,4
28,9,False,True,0,1,0,0,HOH,2
32,9,True,True,0,0,0,1,HWH,4
62,8,False,True,0,0,0,1,HOH,1
53,10,False,True,0,0,0,1,H,0
32,7,True,True,1,0,0,0,HOH,4
33,9,True,True,0,0,0,1,HOWOH,2
34,9,False,True,0,0,0,1,HWH,0
64,6,False,False,0,0,0,1,HWH,0
68,11,True,True,0,0,0,1,HWH,4
33,4,True,False,1,0,0,0,H,1
33,4,True,True,1,0,0,0,H,1
50,8,False,True,0,0,0,1,HWH,3
18,8,True,False,0,0,0,1,HOH,7
63,6,False,True,0,0,0,1,HWOH,6
29,7,True,True,1,0,0,0,HOH,5
29,7,False,True,1,0,0,0,HOH,0
53,9,False,True,0,0,0,1,H,1
53,9,True,True,0,0,0,1,H,5
18,9,True,False,1,0,0,0,H,4
42,9,True,True,1,0,0,0,HWOWH,4
42,9,False,True,0,0,0,1,HWOWH,0
54,10,False,False,0,1,0,0,HWH,5
54,10,True,False,0,0,1,0,HWH,3
49,6,True,True,0,0,0,1,H,2
49,6,False,True,0,0,0,1,HWH,4
41,9,True,True,0,0,0,1,HOH,3
43,9,False,True,0,0,0,1,HOH,6
43,7,False,True,0,0,0,1,HOH,2
57,7,True,True,0,0,0,1,HWH,6
34,9,False,True,0,0,0,1,HOH,4
35,9,True,True,0,0,0,1,HWH,4
59,10,True,True,0,0,0,1,HOH,6
45,10,True,True,0,0,0,1,HOH,1
45,10,False,True,0,0,0,1,HOH,2
23,6,False,True,0,0,0,1,HOH,1
23,6,False,True,0,0,0,1,HOH,1
60,2,True,True,0,0,0,1,HOWH,7
30,7,False,True,0,0,0,1,HWH,5
34,7,True,False,0,0,0,1,HWH,4
69,8,False,True,0,0,0,1,HWH,4
48,2,False,False,1,0,0,0,HWH,4
65,6,True,False,0,0,0,1,HWH,6
63,6,False,False,0,1,0,0,H,2
63,5,True,False,0,0,1,0,HWOWH,0
23,2,False,True,0,0,0,1,H,2
37,2,True,True,0,0,1,0,HWH,5
42,6,False,True,0,0,0,1,HOH,2
54,3,False,True,0,0,0,1,HWOWH,5
59,6,True,True,0,0,1,0,HOH,3
59,6,False,False,1,0,0,0,HOH,7
57,9,False,True,0,0,0,1,HOH,4
61,9,True,True,0,0,0,1,HWH,4
36,9,False,False,0,1,0,0,H,2
36,9,True,False,1,0,0,0,H,0
