,aNodes,bNodes,aNodeLat,aNodeLon,bNodeLat,bNodeLon,weight,distance,net_type,activity,minutes
25518,5623,5529,42.330966100000005,-83.06816529999999,42.3312666,-83.06835190000001,0.4570444157232157,36.776993,walk,walking,0.4570444157232157
25519,5623,6471,42.330966100000005,-83.06816529999999,42.3306724,-83.0680041,0.4381156001839264,35.253848,walk,walking,0.4381156001839264
25520,6471,5623,42.3306724,-83.0680041,42.330966100000005,-83.06816529999999,0.4381156001839264,35.253848,walk,walking,0.4381156001839264
25521,6471,4995,42.3306724,-83.0680041,42.3306049,-83.0679628,0.1024033703257236,8.240092,walk,walking,0.1024033703257236
25522,4995,6471,42.3306049,-83.0679628,42.3306724,-83.0680041,0.1024033703257236,8.240092,walk,walking,0.1024033703257236
25555,4888,4984,42.327012100000005,-83.0789123,42.327457,-83.0794197,0.8043939751699455,64.72717,walk,walking,0.8043939751699455
25556,4984,4888,42.327457,-83.0794197,42.327012100000005,-83.0789123,0.8043939751699455,64.72717,walk,walking,0.8043939751699455
25557,5258,4919,42.331352,-83.07904,42.331346,-83.080208,1.1935528601787069,96.041618,walk,walking,1.1935528601787069
25558,4919,5258,42.331346,-83.080208,42.331352,-83.07904,1.1935528601787069,96.041618,walk,walking,1.1935528601787069
25559,4919,4928,42.331346,-83.080208,42.331345,-83.08039699999999,0.19313513614276664,15.541004999999998,walk,walking,0.19313513614276664
25560,4928,4919,42.331345,-83.08039699999999,42.331346,-83.080208,0.19313513614276664,15.541004999999998,walk,walking,0.19313513614276664
25561,4928,5581,42.331345,-83.08039699999999,42.331345,-83.08132540000001,0.9486881827332944,76.338092,walk,walking,0.9486881827332944
25562,5581,4928,42.331345,-83.08132540000001,42.331345,-83.08039699999999,0.9486881827332944,76.338092,walk,walking,0.9486881827332944
25563,5581,4889,42.331345,-83.08132540000001,42.331345,-83.081932,0.6198559285172803,49.877947,walk,walking,0.6198559285172803
25564,4889,5581,42.331345,-83.081932,42.331345,-83.08132540000001,0.6198559285172803,49.877947,walk,walking,0.6198559285172803
25565,4889,5073,42.331345,-83.081932,42.331384899999996,-83.0824983,0.5812973517093964,46.775254,walk,walking,0.5812973517093964
25566,5073,4889,42.331384899999996,-83.0824983,42.331345,-83.081932,0.5812973517093964,46.775254,walk,walking,0.5812973517093964
25641,5046,6456,42.3249753,-83.0795069,42.3249544,-83.07957440000001,0.07478710527296904,6.017894,walk,walking,0.07478710527296904
25642,6456,5046,42.3249544,-83.07957440000001,42.3249753,-83.0795069,0.07478710527296904,6.017894,walk,walking,0.07478710527296904
25643,6456,5420,42.3249544,-83.07957440000001,42.324883,-83.0798046,0.2551177625610499,20.528561,walk,walking,0.2551177625610499
25644,5420,6456,42.324883,-83.0798046,42.3249544,-83.07957440000001,0.2551177625610499,20.528561,walk,walking,0.2551177625610499
25645,5420,5563,42.324883,-83.0798046,42.3248151,-83.0800235,0.24259743745883405,19.521088,walk,walking,0.24259743745883405
25646,5563,5420,42.3248151,-83.0800235,42.324883,-83.0798046,0.24259743745883405,19.521088,walk,walking,0.24259743745883405
25647,5563,6738,42.3248151,-83.0800235,42.3246914,-83.0804224,0.4420662383337269,35.571744,walk,walking,0.4420662383337269
25648,6738,5563,42.3246914,-83.0804224,42.3248151,-83.0800235,0.4420662383337269,35.571744,walk,walking,0.4420662383337269
