,aNodes,bNodes,aNodeLat,aNodeLon,bNodeLat,bNodeLon,weight,distance,net_type,activity,minutes
24242,6539,5699,42.3346325,-83.07625259999999,42.334757399999994,-83.07585340000001,0.4429334012700859,35.641521999999995,walk,walking,0.4429334012700859
24243,6539,5065,42.3346325,-83.07625259999999,42.3346113,-83.0763205,0.07531487442056993,6.0603620000000005,walk,walking,0.07531487442056993
24244,5065,6539,42.3346113,-83.0763205,42.3346325,-83.07625259999999,0.07531487442056993,6.0603620000000005,walk,walking,0.07531487442056993
24245,5065,4972,42.3346113,-83.0763205,42.3344796,-83.0767415,0.4671114369865907,37.587056,walk,walking,0.4671114369865907
24246,4972,5065,42.3344796,-83.0767415,42.3346113,-83.0763205,0.4671114369865907,37.587056,walk,walking,0.4671114369865907
24247,5266,6503,42.3329755,-83.0637046,42.332944399999995,-83.0638036,0.10991590341382182,8.844603,walk,walking,0.10991590341382182
24248,6503,5266,42.332944399999995,-83.0638036,42.3329755,-83.0637046,0.10991590341382182,8.844603,walk,walking,0.10991590341382182
24249,6503,6502,42.332944399999995,-83.0638036,42.3327607,-83.06438680000001,0.6477721798998348,52.124284,walk,walking,0.6477721798998348
24250,6502,6503,42.3327607,-83.06438680000001,42.332944399999995,-83.0638036,0.6477721798998348,52.124284,walk,walking,0.6477721798998348
24251,6502,5288,42.3327607,-83.06438680000001,42.332738,-83.0644589,0.08007736090571291,6.443585,walk,walking,0.08007736090571291
24252,5288,6502,42.332738,-83.0644589,42.3327607,-83.06438680000001,0.08007736090571291,6.443585,walk,walking,0.08007736090571291
24253,5288,6370,42.332738,-83.0644589,42.3327164,-83.0645292,0.07779234965886637,6.259717,walk,walking,0.07779234965886637
24254,6370,5288,42.3327164,-83.0645292,42.332738,-83.0644589,0.07779234965886637,6.259717,walk,walking,0.07779234965886637
24255,6370,6303,42.3327164,-83.0645292,42.3324607,-83.0653759,0.9345954863484408,75.204095,walk,walking,0.9345954863484408
24256,6303,6370,42.3324607,-83.0653759,42.3327164,-83.0645292,0.9345954863484408,75.204095,walk,walking,0.9345954863484408
24257,6303,6470,42.3324607,-83.0653759,42.3323085,-83.06586490000001,0.5421600904718704,43.625996,walk,walking,0.5421600904718704
24258,6470,6303,42.3323085,-83.06586490000001,42.3324607,-83.0653759,0.5421600904718704,43.625996,walk,walking,0.5421600904718704
24259,6470,5289,42.3323085,-83.06586490000001,42.332282,-83.06595,0.09435838293959016,7.592736,walk,walking,0.09435838293959016
24260,5289,6470,42.332282,-83.06595,42.3323085,-83.06586490000001,0.09435838293959016,7.592736,walk,walking,0.09435838293959016
24261,5289,6363,42.332282,-83.06595,42.3322638,-83.066008,0.06438485341817142,5.1808559999999995,walk,walking,0.06438485341817142
24262,6363,5289,42.3322638,-83.066008,42.332282,-83.06595,0.06438485341817142,5.1808559999999995,walk,walking,0.06438485341817142
24263,6363,6681,42.3322638,-83.066008,42.332077000000005,-83.0666022,0.6597986379509613,53.092017000000006,walk,walking,0.6597986379509613
24264,6681,6363,42.332077000000005,-83.0666022,42.3322638,-83.066008,0.6597986379509613,53.092017000000006,walk,walking,0.6597986379509613
24265,6681,5882,42.332077000000005,-83.0666022,42.3319374,-83.0670463,0.4931220624603875,39.680053,walk,walking,0.4931220624603875
24266,5882,6681,42.3319374,-83.0670463,42.332077000000005,-83.0666022,0.4931220624603875,39.680053,walk,walking,0.4931220624603875
24267,5882,5172,42.3319374,-83.0670463,42.331891,-83.067194,0.1639886537338288,13.195675,walk,walking,0.1639886537338288
24268,5172,5882,42.331891,-83.067194,42.3319374,-83.0670463,0.1639886537338288,13.195675,walk,walking,0.1639886537338288
24269,5308,5076,42.3218743,-83.0765647,42.3215614,-83.0775709,1.1155979718393876,89.768822,walk,walking,1.1155979718393876
24270,5076,5308,42.3215614,-83.0775709,42.3218743,-83.0765647,1.1155979718393876,89.768822,walk,walking,1.1155979718393876
24311,5290,5286,42.3362916,-83.0658774,42.3358066,-83.0662268,0.7595298818149055,61.117091,walk,walking,0.7595298818149055
24312,5286,5290,42.3358066,-83.0662268,42.3362916,-83.0658774,0.7595298818149055,61.117091,walk,walking,0.7595298818149055
24313,5286,4803,42.3358066,-83.0662268,42.3352826,-83.0675608,1.5435512446095916,124.20493799999998,walk,walking,1.5435512446095916
24314,4803,5286,42.3352826,-83.0675608,42.3358066,-83.0662268,1.5435512446095916,124.20493799999998,walk,walking,1.5435512446095916
24341,5316,4801,42.3329778,-83.0729407,42.3336934,-83.07335,1.0739294990492998,86.415885,walk,walking,1.0739294990492998
24342,4801,5316,42.3336934,-83.07335,42.3329778,-83.0729407,1.0739294990492998,86.415885,walk,walking,1.0739294990492998
24351,5321,4984,42.3275882,-83.07936720000001,42.327457,-83.0794197,0.18912186362111172,15.218069,walk,walking,0.18912186362111172
24352,4984,5321,42.327457,-83.0794197,42.3275882,-83.07936720000001,0.18912186362111172,15.218069,walk,walking,0.18912186362111172
24353,4984,6737,42.327457,-83.0794197,42.3273476,-83.07950500000001,0.17454443436439784,14.045067000000001,walk,walking,0.17454443436439784
24354,6737,4984,42.3273476,-83.07950500000001,42.327457,-83.0794197,0.17454443436439784,14.045067000000001,walk,walking,0.17454443436439784
24355,6737,4852,42.3273476,-83.07950500000001,42.326686200000005,-83.0800694,1.0809612636235977,86.98170999999999,walk,walking,1.0809612636235977
24356,4852,6737,42.326686200000005,-83.0800694,42.3273476,-83.07950500000001,1.0809612636235977,86.98170999999999,walk,walking,1.0809612636235977
24357,5301,5321,42.3284945,-83.0789891,42.3275882,-83.07936720000001,1.3109741136117914,105.490154,walk,walking,1.3109741136117914
24358,5321,5301,42.3275882,-83.07936720000001,42.3284945,-83.0789891,1.3109741136117914,105.490154,walk,walking,1.3109741136117914
24379,5174,5967,42.334936400000004,-83.068912,42.33502360000001,-83.0689619,0.13087372463245805,10.531016000000001,walk,walking,0.13087372463245805
24380,5967,5174,42.33502360000001,-83.0689619,42.334936400000004,-83.068912,0.13087372463245805,10.531016000000001,walk,walking,0.13087372463245805
24381,5967,5970,42.33502360000001,-83.0689619,42.3356133,-83.0692996,0.8851456249145613,71.225013,walk,walking,0.8851456249145613
24382,5970,5967,42.3356133,-83.0692996,42.33502360000001,-83.0689619,0.8851456249145613,71.225013,walk,walking,0.8851456249145613
24383,5970,5175,42.3356133,-83.0692996,42.3356619,-83.069328,0.07317743919867771,5.888369,walk,walking,0.07317743919867771
24384,5175,5970,42.3356619,-83.069328,42.3356133,-83.0692996,0.07317743919867771,5.888369,walk,walking,0.07317743919867771
24385,5175,5972,42.3356619,-83.069328,42.3357156,-83.06935809999999,0.08034677569686953,6.465264,walk,walking,0.08034677569686953
24386,5972,5175,42.3357156,-83.06935809999999,42.3356619,-83.069328,0.08034677569686953,6.465264,walk,walking,0.08034677569686953
24387,5972,5976,42.3357156,-83.06935809999999,42.3363649,-83.06972990000001,0.9745918575316588,78.422483,walk,walking,0.9745918575316588
24388,5976,5972,42.3363649,-83.06972990000001,42.3357156,-83.06935809999999,0.9745918575316588,78.422483,walk,walking,0.9745918575316588
24389,5976,5176,42.3363649,-83.06972990000001,42.3364125,-83.0697579,0.07174650477835634,5.773226,walk,walking,0.07174650477835634
24390,5176,5976,42.3364125,-83.0697579,42.3363649,-83.06972990000001,0.07174650477835634,5.773226,walk,walking,0.07174650477835634
24391,5176,5974,42.3364125,-83.0697579,42.3364679,-83.0697889,0.082869536580213,6.6682630000000005,walk,walking,0.082869536580213
24392,5974,5176,42.3364679,-83.0697889,42.3364125,-83.0697579,0.082869536580213,6.6682630000000005,walk,walking,0.082869536580213
24393,5974,5388,42.3364679,-83.0697889,42.3365457,-83.06983340000001,0.11675704325996995,9.395089,walk,walking,0.11675704325996995
24394,5388,5974,42.3365457,-83.06983340000001,42.3364679,-83.0697889,0.11675704325996995,9.395089,walk,walking,0.11675704325996995
24395,5388,5387,42.3365457,-83.06983340000001,42.337019899999994,-83.07010490000002,0.7117536257099183,57.272679000000004,walk,walking,0.7117536257099183
24396,5387,5388,42.337019899999994,-83.07010490000002,42.3365457,-83.06983340000001,0.7117536257099183,57.272679000000004,walk,walking,0.7117536257099183
24397,5387,6581,42.337019899999994,-83.07010490000002,42.3371165,-83.0701602,0.14498925025165596,11.66685,walk,walking,0.14498925025165596
24398,6581,5387,42.3371165,-83.0701602,42.337019899999994,-83.07010490000002,0.14498925025165596,11.66685,walk,walking,0.14498925025165596
24399,6581,4863,42.3371165,-83.0701602,42.3371719,-83.07019190000001,0.08314540122037607,6.690461,walk,walking,0.08314540122037607
24400,4863,6581,42.3371719,-83.07019190000001,42.3371165,-83.0701602,0.08314540122037607,6.690461,walk,walking,0.08314540122037607
24401,4863,6583,42.3371719,-83.07019190000001,42.3372208,-83.07021999999999,0.07343764524587719,5.909307,walk,walking,0.07343764524587719
24402,6583,4863,42.3372208,-83.07021999999999,42.3371719,-83.07019190000001,0.07343764524587719,5.909307,walk,walking,0.07343764524587719
24403,6583,6003,42.3372208,-83.07021999999999,42.3378706,-83.070592,0.9753044353585942,78.479822,walk,walking,0.9753044353585942
24404,6003,6583,42.3378706,-83.070592,42.3372208,-83.07021999999999,0.9753044353585942,78.479822,walk,walking,0.9753044353585942
24405,6003,5177,42.3378706,-83.070592,42.337922,-83.07062140000001,0.07713753464153007,6.207026,walk,walking,0.07713753464153007
24406,5177,6003,42.337922,-83.07062140000001,42.3378706,-83.070592,0.07713753464153007,6.207026,walk,walking,0.07713753464153007
24407,5177,6005,42.337922,-83.07062140000001,42.3379803,-83.0706548,0.08751377583357152,7.041971,walk,walking,0.08751377583357152
24408,6005,5177,42.3379803,-83.0706548,42.337922,-83.07062140000001,0.08751377583357152,7.041971,walk,walking,0.08751377583357152
24409,6005,5178,42.3379803,-83.0706548,42.3386766,-83.0710535,1.0451273689835583,84.098264,walk,walking,1.0451273689835583
24410,5178,6005,42.3386766,-83.0710535,42.3379803,-83.0706548,1.0451273689835583,84.098264,walk,walking,1.0451273689835583
24411,5178,5068,42.3386766,-83.0710535,42.339432,-83.071486,1.1338167323250523,91.234831,walk,walking,1.1338167323250523
24412,5068,5178,42.339432,-83.071486,42.3386766,-83.0710535,1.1338167323250523,91.234831,walk,walking,1.1338167323250523
24413,5068,6006,42.339432,-83.071486,42.340131899999996,-83.0718868,1.0505425826736423,84.53401,walk,walking,1.0505425826736423
24414,6006,5068,42.340131899999996,-83.0718868,42.339432,-83.071486,1.0505425826736423,84.53401,walk,walking,1.0505425826736423
24415,6006,5179,42.340131899999996,-83.0718868,42.3401875,-83.07191879999999,0.08351899536455938,6.720523,walk,walking,0.08351899536455938
24416,5179,6006,42.3401875,-83.07191879999999,42.340131899999996,-83.0718868,0.08351899536455938,6.720523,walk,walking,0.08351899536455938
24417,5179,6008,42.3401875,-83.07191879999999,42.3402318,-83.07194399999999,0.0664268333602595,5.345168,walk,walking,0.0664268333602595
24418,6008,5179,42.3402318,-83.07194399999999,42.3401875,-83.07191879999999,0.0664268333602595,5.345168,walk,walking,0.0664268333602595
24419,6008,6013,42.3402318,-83.07194399999999,42.3408842,-83.07231759999999,0.9792441497756844,78.796839,walk,walking,0.9792441497756844
24420,6013,6008,42.3408842,-83.07231759999999,42.3402318,-83.07194399999999,0.9792441497756844,78.796839,walk,walking,0.9792441497756844
24421,6013,5129,42.3408842,-83.07231759999999,42.3409416,-83.0723504,0.08612859930157704,6.930510000000001,walk,walking,0.08612859930157704
24422,5129,6013,42.3409416,-83.0723504,42.3408842,-83.07231759999999,0.08612859930157704,6.930510000000001,walk,walking,0.08612859930157704
24423,5129,6011,42.3409416,-83.0723504,42.34099439999999,-83.0723807,0.07927749263673309,6.379222,walk,walking,0.07927749263673309
24424,6011,5129,42.34099439999999,-83.0723807,42.3409416,-83.0723504,0.07927749263673309,6.379222,walk,walking,0.07927749263673309
24425,6011,5756,42.34099439999999,-83.0723807,42.3416323,-83.0727459,0.9574396584935441,77.04229699999999,walk,walking,0.9574396584935441
24426,5756,6011,42.3416323,-83.0727459,42.34099439999999,-83.0723807,0.9574396584935441,77.04229699999999,walk,walking,0.9574396584935441
24427,5756,5180,42.3416323,-83.0727459,42.3417045,-83.0727873,0.108392645432289,8.722031,walk,walking,0.108392645432289
24428,5180,5756,42.3417045,-83.0727873,42.3416323,-83.0727459,0.108392645432289,8.722031,walk,walking,0.108392645432289
24429,5325,5326,42.3340235,-83.0684095,42.33476160000001,-83.0688119,1.0999839810108492,88.512411,walk,walking,1.0999839810108492
24430,5326,5325,42.33476160000001,-83.0688119,42.3340235,-83.0684095,1.0999839810108492,88.512411,walk,walking,1.0999839810108492
24431,5327,4943,42.3328057,-83.0773103,42.332033100000004,-83.07686629999999,1.1603107485055986,93.366725,walk,walking,1.1603107485055986
24432,4943,5327,42.332033100000004,-83.07686629999999,42.3328057,-83.0773103,1.1603107485055986,93.366725,walk,walking,1.1603107485055986
24433,4906,6405,42.3239148,-83.0748348,42.323888000000004,-83.0749215,0.0960373196465632,7.727835000000001,walk,walking,0.0960373196465632
24434,6405,4906,42.323888000000004,-83.0749215,42.3239148,-83.0748348,0.0960373196465632,7.727835000000001,walk,walking,0.0960373196465632
24435,6405,5425,42.323888000000004,-83.0749215,42.3237602,-83.0753335,0.4566096909292008,36.742012,walk,walking,0.4566096909292008
24436,5425,6405,42.3237602,-83.0753335,42.323888000000004,-83.0749215,0.4566096909292008,36.742012,walk,walking,0.4566096909292008
24437,5425,6407,42.3237602,-83.0753335,42.3236361,-83.075734,0.4437943131967142,35.710797,walk,walking,0.4437943131967142
24438,6407,5425,42.3236361,-83.075734,42.3237602,-83.0753335,0.4437943131967142,35.710797,walk,walking,0.4437943131967142
24439,6407,5361,42.3236361,-83.075734,42.3236049,-83.0758344,0.11130145276945833,8.956094,walk,walking,0.11130145276945833
24440,5361,6407,42.3236049,-83.0758344,42.3236361,-83.075734,0.11130145276945833,8.956094,walk,walking,0.11130145276945833
24441,5253,5813,42.3314755,-83.08423420000001,42.3314717,-83.0849437,0.7250221332968796,58.34035600000001,walk,walking,0.7250221332968796
24442,5813,5253,42.3314717,-83.0849437,42.3314755,-83.08423420000001,0.7250221332968796,58.34035600000001,walk,walking,0.7250221332968796
24461,5338,5466,42.338857399999995,-83.0762266,42.3395946,-83.0766493,1.1067461692370786,89.05654399999999,walk,walking,1.1067461692370786
24462,5466,5338,42.3395946,-83.0766493,42.338857399999995,-83.0762266,1.1067461692370786,89.05654399999999,walk,walking,1.1067461692370786
24463,5466,5748,42.3395946,-83.0766493,42.3402867,-83.0770457,1.038861023773721,83.59403,walk,walking,1.038861023773721
24464,5748,5466,42.3402867,-83.0770457,42.3395946,-83.0766493,1.038861023773721,83.59403,walk,walking,1.038861023773721
24465,5748,5451,42.3402867,-83.0770457,42.3403575,-83.07708620000001,0.1062524637429008,8.549817,walk,walking,0.1062524637429008
24466,5451,5748,42.3403575,-83.07708620000001,42.3402867,-83.0770457,0.1062524637429008,8.549817,walk,walking,0.1062524637429008
24467,5222,6047,42.3339469,-83.07486290000001,42.3340075,-83.07489559999999,0.09018315582785492,7.256767999999999,walk,walking,0.09018315582785492
24468,6047,5222,42.3340075,-83.07489559999999,42.3339469,-83.07486290000001,0.09018315582785492,7.256767999999999,walk,walking,0.09018315582785492
24469,6047,5294,42.3340075,-83.07489559999999,42.3348997,-83.0753951,1.3346939739272,107.39882,walk,walking,1.3346939739272
24470,5294,6047,42.3348997,-83.0753951,42.3340075,-83.07489559999999,1.3346939739272,107.39882,walk,walking,1.3346939739272
24471,5294,6541,42.3348997,-83.0753951,42.33495,-83.0754233,0.07526204531049996,6.0561110000000005,walk,walking,0.07526204531049996
24472,6541,5294,42.33495,-83.0754233,42.3348997,-83.0753951,0.07526204531049996,6.0561110000000005,walk,walking,0.07526204531049996
24473,6541,6542,42.33495,-83.0754233,42.3361435,-83.0760984,1.7881360806293258,143.885946,walk,walking,1.7881360806293258
24474,6542,6541,42.3361435,-83.0760984,42.33495,-83.0754233,1.7881360806293258,143.885946,walk,walking,1.7881360806293258
24475,6542,5240,42.3361435,-83.0760984,42.3361955,-83.0761264,0.07736204903873638,6.225092,walk,walking,0.07736204903873638
24476,5240,6542,42.3361955,-83.0761264,42.3361435,-83.0760984,0.07736204903873638,6.225092,walk,walking,0.07736204903873638
24477,5240,5654,42.3361955,-83.0761264,42.3365705,-83.07634759999999,0.5654794014937801,45.502431,walk,walking,0.5654794014937801
24478,5654,5240,42.3365705,-83.07634759999999,42.3361955,-83.0761264,0.5654794014937801,45.502431,walk,walking,0.5654794014937801
24479,5654,5655,42.3365705,-83.07634759999999,42.3373235,-83.076775,1.128741869337741,90.826472,walk,walking,1.128741869337741
24480,5655,5654,42.3373235,-83.076775,42.3365705,-83.07634759999999,1.128741869337741,90.826472,walk,walking,1.128741869337741
24481,5655,5071,42.3373235,-83.076775,42.3377019,-83.07700679999999,0.5741709769222166,46.201816,walk,walking,0.5741709769222166
24482,5071,5655,42.3377019,-83.07700679999999,42.3373235,-83.076775,0.5741709769222166,46.201816,walk,walking,0.5741709769222166
24483,4882,5270,42.3296429,-83.0780462,42.3295336,-83.07796429999999,0.17271309978003407,13.897704999999998,walk,walking,0.17271309978003407
24484,5270,4882,42.3295336,-83.07796429999999,42.3296429,-83.0780462,0.17271309978003407,13.897704999999998,walk,walking,0.17271309978003407
24485,5270,6140,42.3295336,-83.07796429999999,42.3295014,-83.0778181,0.15588828960940512,12.543863,walk,walking,0.15588828960940512
24486,6140,5270,42.3295014,-83.0778181,42.3295336,-83.07796429999999,0.15588828960940512,12.543863,walk,walking,0.15588828960940512
24487,6140,4815,42.3295014,-83.0778181,42.3292647,-83.0766839,1.2043165769818682,96.907742,walk,walking,1.2043165769818682
24488,4815,6140,42.3292647,-83.0766839,42.3295014,-83.0778181,1.2043165769818682,96.907742,walk,walking,1.2043165769818682
24509,5238,6666,42.339113,-83.06672859999999,42.3390403,-83.0666834,0.110594181465694,8.899182000000001,walk,walking,0.110594181465694
24510,6666,5238,42.3390403,-83.0666834,42.339113,-83.06672859999999,0.110594181465694,8.899182000000001,walk,walking,0.110594181465694
24511,6666,5309,42.3390403,-83.0666834,42.338749799999995,-83.06649540000001,0.4451249207749761,35.817867,walk,walking,0.4451249207749761
24512,5309,6666,42.338749799999995,-83.06649540000001,42.3390403,-83.0666834,0.4451249207749761,35.817867,walk,walking,0.4451249207749761
24513,5238,5239,42.339113,-83.06672859999999,42.3387695,-83.0679056,1.2929148097978052,104.036976,walk,walking,1.2929148097978052
24514,5239,5238,42.3387695,-83.0679056,42.339113,-83.06672859999999,1.2929148097978052,104.036976,walk,walking,1.2929148097978052
24515,5239,5663,42.3387695,-83.0679056,42.3381251,-83.0699705,2.290107348353984,184.278068,walk,walking,2.290107348353984
24516,5663,5239,42.3381251,-83.0699705,42.3387695,-83.0679056,2.290107348353984,184.278068,walk,walking,2.290107348353984
24517,5663,6004,42.3381251,-83.0699705,42.3379637,-83.07048780000001,0.5737031329613381,46.16417,walk,walking,0.5737031329613381
24518,6004,5663,42.3379637,-83.07048780000001,42.3381251,-83.0699705,0.5737031329613381,46.16417,walk,walking,0.5737031329613381
24519,6004,5177,42.3379637,-83.07048780000001,42.337922,-83.07062140000001,0.14817579877465295,11.923262,walk,walking,0.14817579877465295
24520,5177,6004,42.337922,-83.07062140000001,42.3379637,-83.07048780000001,0.14817579877465295,11.923262,walk,walking,0.14817579877465295
24523,5178,5689,42.3386766,-83.0710535,42.338480700000005,-83.07167790000001,0.6930598630494489,55.768448,walk,walking,0.6930598630494489
24524,5689,5178,42.338480700000005,-83.07167790000001,42.3386766,-83.0710535,0.6930598630494489,55.768448,walk,walking,0.6930598630494489
24525,5689,5688,42.338480700000005,-83.07167790000001,42.338454299999995,-83.07176190000001,0.09326161034958433,7.504482,walk,walking,0.09326161034958433
24526,5688,5689,42.338454299999995,-83.07176190000001,42.338480700000005,-83.07167790000001,0.09326161034958433,7.504482,walk,walking,0.09326161034958433
24527,5688,5693,42.338454299999995,-83.07176190000001,42.33817,-83.07266800000001,1.0057498974734984,80.929677,walk,walking,1.0057498974734984
24528,5693,5688,42.33817,-83.07266800000001,42.338454299999995,-83.07176190000001,1.0057498974734984,80.929677,walk,walking,1.0057498974734984
24529,5693,4840,42.33817,-83.07266800000001,42.3380153,-83.0731609,0.5471342910758448,44.026255,walk,walking,0.5471342910758448
24530,4840,5693,42.3380153,-83.0731609,42.33817,-83.07266800000001,0.5471342910758448,44.026255,walk,walking,0.5471342910758448
24531,4840,5679,42.3380153,-83.0731609,42.33787279999999,-83.0736165,0.5054651347757466,40.673263,walk,walking,0.5054651347757466
24532,5679,4840,42.33787279999999,-83.0736165,42.3380153,-83.0731609,0.5054651347757466,40.673263,walk,walking,0.5054651347757466
24533,5679,5197,42.33787279999999,-83.0736165,42.337713799999996,-83.0741245,0.5636610287447029,45.356111999999996,walk,walking,0.5636610287447029
24534,5197,5679,42.337713799999996,-83.0741245,42.33787279999999,-83.0736165,0.5636610287447029,45.356111999999996,walk,walking,0.5636610287447029
24535,5197,6623,42.337713799999996,-83.0741245,42.337689000000005,-83.074205,0.08910847925236431,7.170292,walk,walking,0.08910847925236431
24536,6623,5197,42.337689000000005,-83.074205,42.337713799999996,-83.0741245,0.08910847925236431,7.170292,walk,walking,0.08910847925236431
24537,6623,5674,42.337689000000005,-83.074205,42.3375662,-83.07460329999999,0.4409436539202407,35.481413,walk,walking,0.4409436539202407
24538,5674,6623,42.3375662,-83.07460329999999,42.337689000000005,-83.074205,0.4409436539202407,35.481413,walk,walking,0.4409436539202407
24539,5337,5431,42.327742,-83.0570134,42.3277287,-83.0570443,0.036538804727403784,2.940168,walk,walking,0.036538804727403784
24540,5431,5337,42.3277287,-83.0570443,42.327742,-83.0570134,0.036538804727403784,2.940168,walk,walking,0.036538804727403784
24541,5431,6245,42.3277287,-83.0570443,42.3276637,-83.05719470000001,0.17803029813463905,14.325564000000002,walk,walking,0.17803029813463905
24542,6245,5431,42.3276637,-83.05719470000001,42.3277287,-83.0570443,0.17803029813463905,14.325564000000002,walk,walking,0.17803029813463905
24543,6245,5001,42.3276637,-83.05719470000001,42.327626,-83.057282,0.10331763331552066,8.31366,walk,walking,0.10331763331552066
24544,5001,6245,42.327626,-83.057282,42.3276637,-83.05719470000001,0.10331763331552066,8.31366,walk,walking,0.10331763331552066
24545,5001,6247,42.327626,-83.057282,42.327589200000006,-83.05736759999999,0.10119032646923584,8.142482000000001,walk,walking,0.10119032646923584
24546,6247,5001,42.327589200000006,-83.05736759999999,42.327626,-83.057282,0.10119032646923584,8.142482000000001,walk,walking,0.10119032646923584
24547,6247,6259,42.327589200000006,-83.05736759999999,42.327180299999995,-83.0583255,1.1303503796587422,90.955904,walk,walking,1.1303503796587422
24548,6259,6247,42.327180299999995,-83.0583255,42.327589200000006,-83.05736759999999,1.1303503796587422,90.955904,walk,walking,1.1303503796587422
24549,6259,5002,42.327180299999995,-83.0583255,42.327064,-83.058605,0.3277583605701717,26.373732,walk,walking,0.3277583605701717
24550,5002,6259,42.327064,-83.058605,42.327180299999995,-83.0583255,0.3277583605701717,26.373732,walk,walking,0.3277583605701717
24551,5336,5909,42.328415,-83.0580307,42.3285476,-83.05771990000001,0.3666989449090932,29.507164000000003,walk,walking,0.3666989449090932
24552,5909,5336,42.3285476,-83.05771990000001,42.328415,-83.0580307,0.3666989449090932,29.507164000000003,walk,walking,0.3666989449090932
24555,5448,4804,42.328171000000005,-83.0585983,42.328362,-83.05816,0.5199197186424249,41.83638,walk,walking,0.5199197186424249
24556,4804,5448,42.328362,-83.05816,42.328171000000005,-83.0585983,0.5199197186424249,41.83638,walk,walking,0.5199197186424249
24557,5055,6708,42.331408,-83.068432,42.3314059,-83.06885849999999,0.4358294704661539,35.06989,walk,walking,0.4358294704661539
24558,6708,5055,42.3314059,-83.06885849999999,42.331408,-83.068432,0.4358294704661539,35.06989,walk,walking,0.4358294704661539
24559,6708,4847,42.3314059,-83.06885849999999,42.331403,-83.069418,0.5717401792038973,46.006217,walk,walking,0.5717401792038973
24560,4847,6708,42.331403,-83.069418,42.3314059,-83.06885849999999,0.5717401792038973,46.006217,walk,walking,0.5717401792038973
24561,4847,6707,42.331403,-83.069418,42.3314015,-83.06975179999999,0.3411004635440616,27.447331,walk,walking,0.3411004635440616
24562,6707,4847,42.3314015,-83.06975179999999,42.331403,-83.069418,0.3411004635440616,27.447331,walk,walking,0.3411004635440616
24563,6707,5226,42.3314015,-83.06975179999999,42.331399,-83.07029,0.5499715784110256,44.254563,walk,walking,0.5499715784110256
24564,5226,6707,42.331399,-83.07029,42.3314015,-83.06975179999999,0.5499715784110256,44.254563,walk,walking,0.5499715784110256
24565,5226,5201,42.331399,-83.07029,42.331398,-83.070553,0.268750618265873,21.625556,walk,walking,0.268750618265873
24566,5201,5226,42.331398,-83.070553,42.331399,-83.07029,0.268750618265873,21.625556,walk,walking,0.268750618265873
24567,5201,6120,42.331398,-83.070553,42.331395799999996,-83.0709593,0.4151896056768613,33.409062,walk,walking,0.4151896056768613
24568,6120,5201,42.331395799999996,-83.0709593,42.331398,-83.070553,0.4151896056768613,33.409062,walk,walking,0.4151896056768613
24587,5210,5316,42.3327944,-83.07279799999999,42.3329778,-83.0729407,0.2924507313557111,23.532632999999997,walk,walking,0.2924507313557111
24588,5316,5210,42.3329778,-83.0729407,42.3327944,-83.07279799999999,0.2924507313557111,23.532632999999997,walk,walking,0.2924507313557111
24589,4944,5327,42.3329602,-83.0773987,42.3328057,-83.0773103,0.2318769184883244,18.65844,walk,walking,0.2318769184883244
24590,5327,4944,42.3328057,-83.0773103,42.3329602,-83.0773987,0.2318769184883244,18.65844,walk,walking,0.2318769184883244
24591,5340,5142,42.3238868,-83.06750550000001,42.324241,-83.06770999999999,0.5323369082978117,42.835553999999995,walk,walking,0.5323369082978117
24592,5142,5340,42.324241,-83.06770999999999,42.3238868,-83.06750550000001,0.5323369082978117,42.835553999999995,walk,walking,0.5323369082978117
24593,5142,6306,42.324241,-83.06770999999999,42.324313000000004,-83.067751,0.1079834590577504,8.689105,walk,walking,0.1079834590577504
24594,6306,5142,42.324313000000004,-83.067751,42.324241,-83.06770999999999,0.1079834590577504,8.689105,walk,walking,0.1079834590577504
24595,6306,5605,42.324313000000004,-83.067751,42.3246523,-83.067944,0.5087875775162489,40.94061,walk,walking,0.5087875775162489
24596,5605,6306,42.3246523,-83.067944,42.324313000000004,-83.067751,0.5087875775162489,40.94061,walk,walking,0.5087875775162489
24597,5605,5017,42.3246523,-83.067944,42.325111,-83.068205,0.6878626890526551,55.350246999999996,walk,walking,0.6878626890526551
24598,5017,5605,42.325111,-83.068205,42.3246523,-83.067944,0.6878626890526551,55.350246999999996,walk,walking,0.6878626890526551
24599,5017,5792,42.325111,-83.068205,42.3257848,-83.06858790000001,1.0102287273043609,81.290075,walk,walking,1.0102287273043609
24600,5792,5017,42.3257848,-83.06858790000001,42.325111,-83.068205,1.0102287273043609,81.290075,walk,walking,1.0102287273043609
24601,5792,4902,42.3257848,-83.06858790000001,42.3259641,-83.06869870000001,0.2724802838430661,21.925670999999998,walk,walking,0.2724802838430661
24602,4902,5792,42.3259641,-83.06869870000001,42.3257848,-83.06858790000001,0.2724802838430661,21.925670999999998,walk,walking,0.2724802838430661
24603,4902,5793,42.3259641,-83.06869870000001,42.3262135,-83.06883979999999,0.373677495122224,30.068707,walk,walking,0.373677495122224
24604,5793,4902,42.3262135,-83.06883979999999,42.3259641,-83.06869870000001,0.373677495122224,30.068707,walk,walking,0.373677495122224
24605,5793,5788,42.3262135,-83.06883979999999,42.3266848,-83.0691006,0.7038689027800218,56.63821899999999,walk,walking,0.7038689027800218
