aNode_bNode,aNodeLat,aNodeLon,aNodes,active_net,bNodeLat,bNodeLon,bNodes,cycle_speed_m_s,distance,drive_net,drive_speed,drive_speed_m_s,name,oneway,osmid,ref,speed,type,walk_speed_m_s,cycle_time_minutes,walk_time_minutes,drive_time_minutes
3733507947_62803781,42.3239028,-83.0788987,3733507947,True,42.3242629,-83.0791029,62803781,4.167,43.41808465098891,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.1736584459282814,0.6519231929577914,0.06432308837183542
62803781_1217711184,42.3242629,-83.0791029,62803781,True,42.3246159,-83.0793031,1217711184,4.167,42.562816843988244,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.17023764836408387,0.6390813339938174,0.06305602495405666
1217711184_5908309276,42.3246159,-83.0793031,1217711184,True,42.3249134,-83.0794718,5908309276,4.167,35.87014504625005,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.14346910265678767,0.5385907664602109,0.05314095562407415
5908309276_62759518,42.3249134,-83.0794718,5908309276,True,42.3249753,-83.0795069,62759518,4.167,7.4633685047937615,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.029851085932300462,0.11206259016206847,0.011056842229324092
62759518_5909009829,42.3249753,-83.0795069,62759518,True,42.3250392,-83.0795431,5909009829,4.167,7.703427073801827,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.03081124339573565,0.11566707318020761,0.011412484553780486
5909009829_1217710940,42.3250392,-83.0795431,5909009829,True,42.3251835,-83.0796250,1217710940,4.167,17.400847520422882,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.06959782225591106,0.26127398679313635,0.025779033363589453
1217710940_1217711594,42.3251835,-83.0796250,1217710940,True,42.3253830,-83.0797382,1217711594,4.167,24.056349342197212,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.09621769995279263,0.3612064465795377,0.03563903606251439
1217711594_62803783,42.3253830,-83.0797382,1217711594,True,42.3257854,-83.0799513,62803783,4.167,48.05218755245977,True,25.0,11.25,Sainte Anne Street,[],8749575,[],[],residential,1.11,0.19219337473985992,0.721504317604501,0.07118842600364411
62557998_4512685592,42.3341072,-83.0726836,62557998,True,42.3339635,-83.0731125,4512685592,4.167,38.70707318175551,True,30.0,13.5,West Fisher Freeway,yes,8750001,[],30 mph,tertiary,1.11,0.1548159074544257,0.581187285011344,0.04778651010093273
62597279_62811182,42.3346252,-83.0712243,62597279,True,42.3345760,-83.0714110,62811182,4.167,16.292348389237365,True,30.0,13.5,West Fisher Freeway,yes,8750008,[],30 mph,tertiary,1.11,0.06516418042251566,0.24462985569425472,0.020114010357083167
62811182_3759778704,42.3345760,-83.0714110,62811182,True,42.3344919,-83.0717116,3759778704,4.167,26.419174235572566,True,30.0,13.5,West Fisher Freeway,yes,8750008,[],30 mph,tertiary,1.11,0.10566824348281163,0.39668429783141984,0.03261626448836119
3759778704_62811183,42.3344919,-83.0717116,3759778704,True,42.3344870,-83.0717290,62811183,4.167,1.530515129167578,True,30.0,13.5,West Fisher Freeway,yes,8750008,[],30 mph,tertiary,1.11,0.006121570791007031,0.022980707645158825,0.0018895248508241705
62811183_62811184,42.3344870,-83.0717290,62811183,True,42.3344280,-83.0719090,62811184,4.167,16.184938117564975,True,30.0,13.5,West Fisher Freeway,yes,8750008,[],30 mph,tertiary,1.11,0.06473457370436356,0.24301708885232692,0.01998140508341355
62811184_62811186,42.3344280,-83.0719090,62811184,True,42.3343275,-83.0721901,62811186,4.167,25.666462862012697,True,30.0,13.5,West Fisher Freeway,yes,8750008,[],30 mph,tertiary,1.11,0.10265763883694383,0.38538232525544586,0.031686991187669995
6153216478_6153216460,42.3241109,-83.0701872,6153216478,True,42.3234120,-83.0697894,6153216460,4.167,84.31511542206785,True,25.0,11.25,Lafferty Place,[],8750953,[],[],residential,1.11,0.33723348300963063,1.2659927240550728,0.12491128210676719
6153216460_62823897,42.3234120,-83.0697894,6153216460,True,42.3233339,-83.0697817,62823897,4.167,8.707365624125782,True,25.0,11.25,Lafferty Place,[],8750953,[],[],residential,1.11,0.034826676362394136,0.13074122558747417,0.012899800924630786
62811112_62615804,42.3330263,-83.0788233,62811112,True,42.3342540,-83.0795218,62615804,4.167,148.09690892800003,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.5923402484921209,2.223677311231232,0.21940282804148153
62615804_62832459,42.3342540,-83.0795218,62615804,True,42.3350014,-83.0799497,62832459,4.167,90.24352622807704,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.36094522929396466,1.3550079013224778,0.13369411293048453
62832459_62832461,42.3350014,-83.0799497,62832459,True,42.3357595,-83.0803625,62832461,4.167,90.8695237171784,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.36344901894719783,1.3644072630206965,0.1346215166180421
62832461_6925700053,42.3357595,-83.0803625,62832461,True,42.3358077,-83.0803901,6925700053,4.167,5.819958082173178,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.02327797009108543,0.08738675799058826,0.008622160121738042
6925700053_62832464,42.3358077,-83.0803901,6925700053,True,42.3372684,-83.0812242,62832464,4.167,176.2992254734795,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.7051404906546657,2.647135517619812,0.26118403773848814
62832464_6925700054,42.3372684,-83.0812242,62832464,True,42.3373145,-83.0812505,6925700054,4.167,5.5632519449230635,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.022251227681477737,0.08353231148533127,0.008241854733219353
6925700054_4034010228,42.3373145,-83.0812505,6925700054,True,42.3387201,-83.0820534,4034010228,4.167,169.65675322984686,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.6785727271012193,2.5473986971448475,0.2513433381182916
4034010228_62832468,42.3387201,-83.0820534,4034010228,True,42.3387910,-83.0820948,62832468,4.167,8.58672874178584,True,25.0,11.25,15th Street,[],8751741,[],[],residential,1.11,0.034344167433748664,0.12892986098777537,0.012721079617460504
62832474_62724202,42.3212760,-83.0721881,62832474,True,42.3213361,-83.0722238,62724202,4.167,7.29895661966316,True,25.0,11.25,15th Street,no,8751742,[],[],unclassified,1.11,0.02919349099937269,0.10959394323818558,0.010813269066167645
62759504_6138044294,42.3266190,-83.0741037,62759504,True,42.3267002,-83.0741994,6138044294,4.167,11.975743840872095,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.047899143432013826,0.1798159735866681,0.01774184272721792
6138044294_5917187998,42.3267002,-83.0741994,6138044294,True,42.3267559,-83.0742828,5917187998,4.167,9.239440351415594,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.036954805021260674,0.13873033560684073,0.013688059779874953
5917187998_62832486,42.3267559,-83.0742828,5917187998,True,42.3275320,-83.0754970,62832486,4.167,131.94990538725455,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.5277574009569417,1.9812298106194375,0.1954813413144512
62832486_62832488,42.3275320,-83.0754970,62832486,True,42.3276997,-83.0757433,62832488,4.167,27.526191923928113,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.11009596001891093,0.4133061850439656,0.040779543591004615
62832488_62832490,42.3276997,-83.0757433,62832488,True,42.3277790,-83.0758298,62832490,4.167,11.327745081998934,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.04530735573953658,0.1700862624924765,0.016781844565924346
62832490_62832492,42.3277790,-83.0758298,62832490,True,42.3278380,-83.0758748,62832492,4.167,7.531604431832982,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.03012400780670739,0.11308715363112583,0.011157932491604416
62832492_5589588589,42.3278380,-83.0758748,62832492,True,42.3281036,-83.0760245,5589588589,4.167,31.99478245189416,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.12796889229619296,0.4804021389173297,0.047399677706509866
5589588589_333453451,42.3281036,-83.0760245,5589588589,True,42.3291101,-83.0765934,333453451,4.167,121.29597641461595,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.48514509405093975,1.8212609071263655,0.17969774283646806
333453451_62583114,42.3291101,-83.0765934,333453451,True,42.3292647,-83.0766839,62583114,4.167,18.73148307263203,True,25.0,11.25,15th Street,[],8751744,[],[],unclassified,1.11,0.0749199386954325,0.2812534995890695,0.027750345292788192
62832584_3324296805,42.3313590,-83.0778810,62832584,True,42.3315060,-83.0779457,3324296805,4.167,17.18914300848186,True,25.0,11.25,15th Street,[],8751750,[],[],residential,1.11,0.0687510719481716,0.25809524036759546,0.025465397049602757
3324296805_62676280,42.3315060,-83.0779457,3324296805,True,42.3318200,-83.0781292,62676280,4.167,38.034194648490114,True,25.0,11.25,15th Street,[],8751750,[],[],residential,1.11,0.15212460862527044,0.5710840037310827,0.05634695503480017
62676280_6993694719,42.3318200,-83.0781292,62676280,True,42.3319029,-83.0781782,6993694719,4.167,10.059643277551533,True,25.0,11.25,15th Street,[],8751750,[],[],residential,1.11,0.04023535428186358,0.1510456948581311,0.01490317522600227
62832490_5917188004,42.3277790,-83.0758298,62832490,True,42.3278066,-83.0757412,5917188004,4.167,7.903700772573294,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.03161227410836451,0.11867418577437377,0.011709186329738214
5917188004_4691679993,42.3278066,-83.0757412,5917188004,True,42.3281061,-83.0747803,4691679993,4.167,85.7256327553686,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.3428751010133933,1.2871716629935224,0.12700093741536087
4691679993_62672994,42.3281061,-83.0747803,4691679993,True,42.3281400,-83.0746716,62672994,4.167,9.69837674588669,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.03879040375124666,0.14562127246076112,0.014367965549461764
62672994_5893832435,42.3281400,-83.0746716,62672994,True,42.3281672,-83.0745834,5893832435,4.167,7.856139829840671,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.031422045555718224,0.11796005750511517,0.011638725673838031
5893832435_3751807500,42.3281672,-83.0745834,5893832435,True,42.3283456,-83.0740040,3751807500,4.167,51.59614672024263,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.20636807743477575,0.7747169177213606,0.07643873588184094
3751807500_5893832431,42.3283456,-83.0740040,3751807500,True,42.3285126,-83.0734677,5893832431,4.167,47.83829692760955,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.1913378806799838,0.718292746660804,0.070871551003866
5893832431_62688682,42.3285126,-83.0734677,5893832431,True,42.3285401,-83.0733793,62688682,4.167,7.884154646786096,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.03153409585947563,0.11838070040219363,0.011680229106349773
62688682_5893832434,42.3285401,-83.0733793,62688682,True,42.3285720,-83.0732819,5893832434,4.167,8.757385213876727,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.0350267387164096,0.13149227047862952,0.012973904020558114
5893832434_3751807504,42.3285720,-83.0732819,5893832434,True,42.3287313,-83.0727955,3751807504,4.167,43.73276635730911,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.17491707206347137,0.6566481435031398,0.0647892834923098
3751807504_5917133260,42.3287313,-83.0727955,3751807504,True,42.3288858,-83.0722984,5917133260,4.167,44.3287512945737,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.17730082111260578,0.6655968662848903,0.06567222414010918
5917133260_62838404,42.3288858,-83.0722984,5917133260,True,42.3289140,-83.0722070,62838404,4.167,8.141650703841167,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.032563997695549025,0.12224700756518268,0.012061704746431359
62838404_5917133257,42.3289140,-83.0722070,62838404,True,42.3289472,-83.0721003,5917133257,4.167,9.516537110133573,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.03806310339226291,0.1428909475996032,0.014098573496494182
5917133257_5917133262,42.3289472,-83.0721003,5917133257,True,42.3293131,-83.0709209,5917133262,4.167,105.14375484573402,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.4205413760728503,1.578735057743754,0.15576852569738373
5917133262_62838401,42.3293131,-83.0709209,5917133262,True,42.3293491,-83.0708051,62838401,4.167,10.326749356779253,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.04130369313166648,0.15505629664833712,0.015298887935969263
62838401_62838399,42.3293491,-83.0708051,62838401,True,42.3293990,-83.0706430,62838399,4.167,14.434462318537358,True,25.0,11.25,Marantette Street,yes,8752058,[],[],residential,1.11,0.057733230615700175,0.21673366844650685,0.021384388620055348
62805772_62712192,42.3262231,-83.0840342,62805772,True,42.3266430,-83.0829340,62712192,4.167,101.78656831657032,True,25.0,11.25,Standish Street,yes,8752482,[],[],residential,1.11,0.40711370416994774,1.528326851600155,0.15079491602454861
62712192_62846785,42.3266430,-83.0829340,62712192,True,42.3268860,-83.0822780,62846785,4.167,60.31911834875999,True,25.0,11.25,Standish Street,yes,8752482,[],[],residential,1.11,0.24125717282121428,0.905692467699099,0.08936165681297777
62846785_5947769222,42.3268860,-83.0822780,62846785,True,42.3270265,-83.0819209,5947769222,4.167,33.25473652376623,True,25.0,11.25,Standish Street,yes,8752482,[],[],residential,1.11,0.1330083054306305,0.4993203682247182,0.04926627633150553
5947769222_62846784,42.3270265,-83.0819209,5947769222,True,42.3270531,-83.0818541,62846784,4.167,6.2373815718070835,True,25.0,11.25,Standish Street,yes,8752482,[],[],residential,1.11,0.02494753048478955,0.0936543779550613,0.00924056529156605
62838035_4639761037,42.3413419,-83.0710634,62838035,True,42.3412838,-83.0712508,4639761037,4.167,16.70230048212359,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.06680385761988478,0.2507852925243782,0.02474414886240532
4639761037_4664571397,42.3412838,-83.0712508,4639761037,True,42.3409934,-83.0721807,4664571397,4.167,82.96955319912189,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.33185166466331456,1.2457890870739021,0.12291785659129169
4664571397_62855801,42.3409934,-83.0721807,4664571397,True,42.3409416,-83.0723504,62855801,4.167,15.090119942764495,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.06035565131895247,0.22657837751898638,0.022355733248539993
62855801_4664571395,42.3409416,-83.0723504,62855801,True,42.3409064,-83.0724627,4664571395,4.167,10.025522458041612,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.04009888192161272,0.15053337024086502,0.01485262586376535
4664571395_3242608255,42.3409064,-83.0724627,4664571395,True,42.3407475,-83.0729689,3242608255,4.167,45.2009394701459,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.1807892947370046,0.6786927848370254,0.06696435477058651
3242608255_4309970778,42.3407475,-83.0729689,3242608255,True,42.3404400,-83.0739487,4309970778,4.167,87.48825390179748,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.34992502160546146,1.3136374459729352,0.12961222800266292
4309970778_62597293,42.3404400,-83.0739487,4309970778,True,42.3402802,-83.0744578,62597293,4.167,45.45973077062944,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.1818243771323472,0.6825785400995411,0.06734774928982139
62597293_3759778697,42.3402802,-83.0744578,62597293,True,42.3401383,-83.0749116,3759778697,4.167,40.498317625634506,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.16198031207757183,0.6080828472317493,0.059997507593532604
3759778697_62855803,42.3401383,-83.0749116,3759778697,True,42.3399788,-83.0754214,62855803,4.167,45.49986428440083,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.18198489834573564,0.6831811454114238,0.06740720634726048
62855803_3759778688,42.3399788,-83.0754214,62855803,True,42.3398362,-83.0758772,3759778688,4.167,40.680201712957036,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.16270779022860987,0.6108138395338893,0.06026696550067709
3759778688_3759778684,42.3398362,-83.0758772,3759778688,True,42.3397297,-83.0762176,3759778684,4.167,30.38094750656686,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.12151406890075539,0.4561703829814843,0.04500881112083979
3759778684_2397822426,42.3397297,-83.0762176,3759778684,True,42.3395946,-83.0766493,2397822426,4.167,38.53112850862564,True,25.0,11.25,Sycamore Street,[],8753165,[],[],residential,1.11,0.1541121850596978,0.578545473102487,0.05708315334611206
62823897_6153218504,42.3233339,-83.0697817,62823897,True,42.3231137,-83.0703009,6153218504,4.167,49.20898796616812,True,25.0,11.25,Howard Street,[],8754055,[],[],residential,1.11,0.19682020624817262,0.7388736931857074,0.07290220439432313
6153218504_7370477993,42.3231137,-83.0703009,6153218504,True,42.3229343,-83.0707119,7370477993,4.167,39.23868936021178,True,25.0,11.25,Howard Street,[],8754055,[],[],residential,1.11,0.15694220206468193,0.5891695099130897,0.058131391644758196
7370477993_3738401668,42.3229343,-83.0707119,7370477993,True,42.3228648,-83.0709075,3738401668,4.167,17.841491229351156,True,25.0,11.25,Howard Street,[],8754055,[],[],residential,1.11,0.07136025609691687,0.2678902586989663,0.02643183885829801
3738401668_62672972,42.3228648,-83.0709075,3738401668,True,42.3226448,-83.0715944,62672972,4.167,61.54324099269298,True,25.0,11.25,Howard Street,[],8754055,[],[],residential,1.11,0.24615327170903523,0.9240726875779726,0.09117517184102662
62676208_4691680405,42.3362950,-83.0900785,62676208,True,42.3363319,-83.0899573,4691680405,4.167,10.774013767468082,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.04309260766125943,0.16177197849051173,0.015961501877730492
4691680405_2048761909,42.3363319,-83.0899573,4691680405,True,42.3363740,-83.0898191,2048761909,4.167,12.286241195130486,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.04914103349784212,0.18447809602298026,0.01820183880760072
2048761909_855418418,42.3363740,-83.0898191,2048761909,True,42.3365343,-83.0893069,855418418,4.167,45.71841660911993,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.18285903771346265,0.6864627118486475,0.06773098756906656
855418418_6724830455,42.3365343,-83.0893069,855418418,True,42.3366050,-83.0890878,6724830455,4.167,19.650133683634937,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.07859424719476418,0.29504705230683087,0.029111309160940648
6724830455_2048761915,42.3366050,-83.0890878,6724830455,True,42.3366957,-83.0887911,2048761915,4.167,26.39049194288876,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.10555352348967588,0.39625363277610753,0.03909702510057594
2048761915_4034010217,42.3366957,-83.0887911,2048761915,True,42.3367694,-83.0885546,4034010217,4.167,21.095983553485983,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.0843771840392208,0.3167565098121018,0.03125330896812738
4034010217_62972461,42.3367694,-83.0885546,4034010217,True,42.3367973,-83.0884648,62972461,4.167,8.006592393595549,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.03202380766976862,0.12021910500894216,0.011861618360882294
62972461_4034010218,42.3367973,-83.0884648,62972461,True,42.3368292,-83.0883704,4034010218,4.167,8.531561404460398,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.03412351573658266,0.12810152258949545,0.01263935022883022
4034010218_2048761924,42.3368292,-83.0883704,4034010218,True,42.3369171,-83.0880834,2048761924,4.167,25.534659402735247,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.10213046717356712,0.3834032943353641,0.037829125041089255
2048761924_1995297947,42.3369171,-83.0880834,2048761924,True,42.3370396,-83.0876919,1995297947,4.167,34.943522483458025,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.13976290890112,0.524677514766637,0.05176818145697485
1995297947_855418384,42.3370396,-83.0876919,1995297947,True,42.3371049,-83.0874829,855418384,4.167,18.650218021260404,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.0745949044926822,0.28003330362252854,0.027629952624089484
855418384_4692211034,42.3371049,-83.0874829,855418384,True,42.3372268,-83.0870935,4692211034,4.167,34.758473066725635,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.13902277044526692,0.5218989949958803,0.05149403417292687
4692211034_6724830453,42.3372268,-83.0870935,4692211034,True,42.3372652,-83.0869776,6724830453,4.167,10.439504501627543,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.041754677632299585,0.1567493168412544,0.015465932595003767
6724830453_62596496,42.3372652,-83.0869776,6724830453,True,42.3372933,-83.0868810,62596496,4.167,8.532668401078496,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.03412794336884448,0.12811814416033776,0.012640990223819993
62596496_855418368,42.3372933,-83.0868810,62596496,True,42.3374738,-83.0863041,855418368,4.167,51.49070987513843,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.2059463637914504,0.7731337819089853,0.07628253314835323
855418368_63045006,42.3374738,-83.0863041,855418368,True,42.3375083,-83.0861936,63045006,4.167,9.859399827108945,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.03943444455287155,0.14803903644307723,0.014606518262383622
63045006_62629073,42.3375083,-83.0861936,63045006,True,42.3376923,-83.0855394,62629073,4.167,57.53231481293075,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.2301108503836923,0.8638485707647259,0.08523305898211962
62629073_3755258280,42.3376923,-83.0855394,62629073,True,42.3378712,-83.0848616,3755258280,4.167,59.15604536165243,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.23660525302636765,0.8882289093341206,0.08763858572096656
3755258280_62596478,42.3378712,-83.0848616,3755258280,True,42.3379124,-83.0847012,62596478,4.167,13.957154394697783,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.0558241516466594,0.20956688280327002,0.02067726576992264
62596478_62658728,42.3379124,-83.0847012,62596478,True,42.3380516,-83.0842117,62658728,4.167,43.10840706317765,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.17241983466593733,0.6472733793269917,0.06386430676026318
62658728_6724830449,42.3380516,-83.0842117,62658728,True,42.3381154,-83.0840119,6724830449,4.167,17.88906446416988,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.0715505338139744,0.26860457153408224,0.02650231772469612
6724830449_63045008,42.3381154,-83.0840119,6724830449,True,42.3381631,-83.0839039,63045008,4.167,10.340769151249667,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.041359767823572785,0.15526680407281782,0.01531965800185136
63045008_3755258285,42.3381631,-83.0839039,63045008,True,42.3382858,-83.0835885,3755258285,4.167,29.294874547967797,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.11717012458190464,0.43986298120071765,0.04339981414513748
3755258285_62992663,42.3382858,-83.0835885,3755258285,True,42.3384775,-83.0830959,62992663,4.167,45.75672518099351,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.1830122597431946,0.6870379156305332,0.06778774100887927
62992663_3755258290,42.3384775,-83.0830959,62992663,True,42.3386454,-83.0826069,3755258290,4.167,44.31676791480795,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.17725289142791756,0.6654169356577769,0.06565447098490067
3755258290_6925700018,42.3386454,-83.0826069,3755258290,True,42.3387642,-83.0821803,6925700018,4.167,37.46924070422081,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.14986497361899373,0.5626012117750872,0.05550998622847527
6925700018_62832468,42.3387642,-83.0821803,6925700018,True,42.3387910,-83.0820948,62832468,4.167,7.633203095509424,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.030530369952441506,0.11461265909173309,0.011308449030384332
62832468_6925700010,42.3387910,-83.0820948,62832468,True,42.3388198,-83.0820029,6925700010,4.167,8.204310289413156,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.032814615988373555,0.12318784218338072,0.012154533762093566
6925700010_6054395175,42.3388198,-83.0820029,6925700010,True,42.3389552,-83.0815758,6054395175,4.167,38.19678537726827,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.15277491951551184,0.573525305964989,0.05658783018854559
6054395175_62594248,42.3389552,-83.0815758,6054395175,True,42.3390602,-83.0812333,62594248,4.167,30.47600345069672,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.12189426226180594,0.45759764940986064,0.045149634741772915
62594248_3853328999,42.3390602,-83.0812333,62594248,True,42.3391133,-83.0810692,3853328999,4.167,14.723500395926585,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.05888929044047111,0.2210735795184172,0.021812593179150498
3853328999_62673017,42.3391133,-83.0810692,3853328999,True,42.3391509,-83.0809433,62673017,4.167,11.160688019985797,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.04463918094546755,0.1675778981979849,0.016534352622201178
62673017_3853329000,42.3391509,-83.0809433,62673017,True,42.3391973,-83.0807930,3853329000,4.167,13.387603628599846,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.053546130823933474,0.20101506949849618,0.019833486857184956
3853329000_6724830446,42.3391973,-83.0807930,3853329000,True,42.3392558,-83.0806056,6724830446,4.167,16.72002559662506,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.06687475240630775,0.25105143538476066,0.024770408291296387
6724830446_6439483379,42.3392558,-83.0806056,6724830446,True,42.3393618,-83.0802676,6439483379,4.167,30.177823469713516,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.12070163774783424,0.45312047251822096,0.0447078866217978
6439483379_4608468657,42.3393618,-83.0802676,6439483379,True,42.3395294,-83.0797333,4608468657,4.167,47.70575738312446,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.19080776491130494,0.716302663410277,0.07067519612314734
4608468657_62688715,42.3395294,-83.0797333,4608468657,True,42.3395561,-83.0796482,62688715,4.167,7.598516072250084,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.030391632958363668,0.11409183291666793,0.011257060847777901
62688715_4034010230,42.3395561,-83.0796482,62688715,True,42.3395891,-83.0795425,4034010230,4.167,9.430794549349251,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.03772016058455024,0.14160352176200075,0.013971547480517408
4034010230_62594233,42.3395891,-83.0795425,4034010230,True,42.3396900,-83.0792948,62594233,4.167,23.24564820434902,True,25.0,11.25,Martin Luther King Junior Boulevard,yes,8755094,[],25 mph,secondary,1.11,0.09297515480501169,0.3490337568220573,0.03443799733977633
