aNode_bNode,aNodeLat,aNodeLon,aNodes,active_net,bNodeLat,bNodeLon,bNodes,cycle_speed_m_s,distance,drive_net,drive_speed,drive_speed_m_s,name,oneway,osmid,ref,speed,type,walk_speed_m_s,cycle_time_minutes,walk_time_minutes,drive_time_minutes
62554803_62554804,42.3339580,-83.0680888,62554803,True,42.3340500,-83.0676781,62554804,4.167,35.27498724502077,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.1410886618871321,0.5296544631384499,0.052259240362993724
62554804_62554805,42.3340500,-83.0676781,62554804,True,42.3343790,-83.0664310,62554805,4.167,108.84199488948545,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.43533315290570934,1.6342641875298114,0.16124739983627473
62554805_62554806,42.3343790,-83.0664310,62554805,True,42.3343950,-83.0663360,62554806,4.167,8.008946101861358,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.03203322174970546,0.12025444597389426,0.0118651053360909
62554806_62554807,42.3343950,-83.0663360,62554806,True,42.3344050,-83.0662330,62554807,4.167,8.539130310717654,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.03415378893975544,0.12821516983059542,0.012650563423285414
62554807_62554810,42.3344050,-83.0662330,62554807,True,42.3344100,-83.0661300,62554810,4.167,8.484657092259235,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.033935913495957266,0.12739725363752605,0.01256986235890257
62554810_62554812,42.3344100,-83.0661300,62554810,True,42.3344090,-83.0659960,62554812,4.167,11.015129079337408,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.04405699175800899,0.16539232851857968,0.01631870974716653
62554812_62554813,42.3344090,-83.0659960,62554812,True,42.3343990,-83.0658740,62554813,4.167,10.089648937492349,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.04035536732058375,0.15149623029267792,0.014947628055544221
62554813_62554814,42.3343990,-83.0658740,62554813,True,42.3343840,-83.0657840,62554814,4.167,7.583541270492069,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.030331738542884845,0.11386698604342445,0.011234875956284548
62554814_62554815,42.3343840,-83.0657840,62554814,True,42.3343640,-83.0656960,62554815,4.167,7.567598486192137,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.030267972506967993,0.11362760489777982,0.011211257016580942
62554815_62554817,42.3343640,-83.0656960,62554815,True,42.3343370,-83.0656110,62554817,4.167,7.604589785500828,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.030415925867933877,0.11418302981232473,0.011266058941482708
62554817_62554820,42.3343370,-83.0656110,62554817,True,42.3342820,-83.0654640,62554820,4.167,13.542706802692907,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.05416649389126033,0.20334394598637998,0.020063269337322824
62554820_62554824,42.3342820,-83.0654640,62554820,True,42.3342360,-83.0653740,62554824,4.167,8.993955873629073,True,25.0,11.25,Vernor Highway West,yes,8728177,[],[],unclassified,1.11,0.03597294565886358,0.13504438248692302,0.01332437907204307
62781610_4691679933,42.3298699,-83.0771140,62781610,True,42.3298972,-83.0770490,4691679933,4.167,6.145368339302678,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.024579506996650978,0.0922727978874276,0.008402854129509552
4691679933_5589589269,42.3298972,-83.0770490,4691679933,True,42.3299499,-83.0769944,5589589269,4.167,7.381363334299706,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.029523091489879635,0.11083128129579137,0.010092888814874305
5589589269_62781609,42.3299499,-83.0769944,5589589269,True,42.3300353,-83.0769361,62781609,4.167,10.6368659381703,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.04254406022786297,0.1597127017743288,0.0145442922114146
62781609_4691680010,42.3300353,-83.0769361,62781609,True,42.3310680,-83.0765112,4691680010,4.167,120.02556776994174,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.4800638659704894,1.8021857022513774,0.1641166618658412
4691680010_4691680020,42.3310680,-83.0765112,4691680010,True,42.3312104,-83.0764518,4691680020,4.167,16.569930104623175,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.0662744184650155,0.24879774931866627,0.022656852757684597
4691680020_62589101,42.3312104,-83.0764518,4691680020,True,42.3313601,-83.0764333,62589101,4.167,16.715202630337156,True,27.08677685950413,12.189049586776859,Vernor Highway West,yes,8731490,[],[],tertiary,1.11,0.06685546208438188,0.2509790184735309,0.022855490784764766
62594248_62594250,42.3390602,-83.0812333,62594248,True,42.3391234,-83.0812032,62594250,4.167,7.450276734999785,True,25.0,11.25,[],yes,8732037,[],[],secondary_link,1.11,0.029798723042155768,0.11186601704203882,0.011037447014814496
62596490_62596488,42.3380293,-83.0847998,62596490,True,42.3379826,-83.0848258,62596488,4.167,5.615346176312115,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.022459587938213402,0.08431450715183356,0.008319031372314245
62596488_62596485,42.3379826,-83.0848258,62596488,True,42.3379515,-83.0848192,62596485,4.167,3.5004525665230695,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.014000690210875409,0.05255934784569173,0.005185855654108252
62596485_62596482,42.3379515,-83.0848192,62596485,True,42.3379298,-83.0847839,62596482,4.167,3.7736667995516355,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.015093459721428828,0.05666166365693146,0.005590617480817238
62596482_62596478,42.3379298,-83.0847839,62596482,True,42.3379124,-83.0847012,62596478,4.167,7.067411034409209,True,25.0,11.25,[],yes,8732270,[],[],secondary_link,1.11,0.028267382747017074,0.10611728279893705,0.010470238569495123
1995297947_1995297964,42.3370396,-83.0876919,1995297947,True,42.3371481,-83.0875786,1995297964,4.167,15.24078475152499,True,25.0,11.25,[],yes,8732271,[],[],secondary_link,1.11,0.060958262345112355,0.2288406118847596,0.022578940372629617
62597279_333464827,42.3346252,-83.0712243,62597279,True,42.3347292,-83.0712838,333464827,4.167,12.555958195984607,True,25.0,11.25,Cochrane Street,[],8732350,[],[],residential,1.11,0.05021981519872253,0.1885279008406097,0.018601419549606823
62614034_4519288167,42.3266862,-83.0800694,62614034,True,42.3267427,-83.0798966,4519288167,4.167,15.532836164617553,True,25.0,11.25,Johnson Street,[],8733713,[],[],residential,1.11,0.062126374548506336,0.23322576823750077,0.023011609132766744
4519288167_62614040,42.3267427,-83.0798966,4519288167,True,42.3269060,-83.0793969,62614040,4.167,44.91366296654118,True,25.0,11.25,Johnson Street,[],8733713,[],[],residential,1.11,0.17964028064371323,0.6743793238219397,0.06653875995043138
62615796_4691680315,42.3333783,-83.0823276,62615796,True,42.3334395,-83.0821116,4691680315,4.167,19.014564301334833,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.07605217303149682,0.28550396848851095,0.02816972489086642
4691680315_62615799,42.3334395,-83.0821116,4691680315,True,42.3334863,-83.0819758,62615799,4.167,12.316108100677605,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.04926049156338535,0.18492654805822228,0.01824608607507793
62615799_4691680313,42.3334863,-83.0819758,62615799,True,42.3335572,-83.0817489,4691680313,4.167,20.248820125491285,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.0809888013978533,0.30403633822058984,0.029998252037764867
4691680313_62615800,42.3335572,-83.0817489,4691680313,True,42.3335828,-83.0816671,62615800,4.167,7.301644634447282,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.029204242198413256,0.10963430382052976,0.01081725131029227
62615800_5698733958,42.3335828,-83.0816671,62615800,True,42.3339190,-83.0805926,5698733958,4.167,95.9087556692014,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.3836043343300592,1.4400714064444655,0.1420870454358539
5698733958_62615802,42.3339190,-83.0805926,5698733958,True,42.3339473,-83.0805021,62615802,4.167,8.077200488195377,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.032306217455385075,0.12127928660954018,0.011966222945474633
62615802_4691680295,42.3339473,-83.0805021,62615802,True,42.3339722,-83.0804226,4691680295,4.167,7.097163191416311,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.028386381855116837,0.10656401188312778,0.010514315839135277
4691680295_62615804,42.3339722,-83.0804226,4691680295,True,42.3342540,-83.0795218,62615804,4.167,80.40186838549072,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.32158174700220266,1.207235261043404,0.11911387908961588
62615804_3755258293,42.3342540,-83.0795218,62615804,True,42.3344129,-83.0790141,3755258293,4.167,45.3184087746104,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.1812591343676922,0.6804565882073632,0.06713838336979318
3755258293_4608468625,42.3344129,-83.0790141,3755258293,True,42.3345875,-83.0784558,4608468625,4.167,49.8290345864919,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.19930019433042118,0.7481837024998783,0.073820791979988
4608468625_62615807,42.3345875,-83.0784558,4608468625,True,42.3346208,-83.0783495,62615807,4.167,9.48984550651224,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.03795634551840748,0.14249017277045403,0.014059030380018132
62615807_4608468628,42.3346208,-83.0783495,62615807,True,42.3346533,-83.0782458,4608468628,4.167,9.258357200367588,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.03703046636416122,0.1390143723778917,0.013716084741285316
4608468628_3755258303,42.3346533,-83.0782458,4608468628,True,42.3348255,-83.0776829,3755258303,4.167,50.07466731507588,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.20028264664857165,0.7518718816077459,0.07418469231863092
3755258303_62615808,42.3348255,-83.0776829,3755258303,True,42.3350260,-83.0770544,62615808,4.167,56.26656786147973,True,25.0,11.25,Perry Street,[],8733880,[],[],residential,1.11,0.22504826758451216,0.8448433612834793,0.0833578783133033
3864350194_5917153168,42.3302100,-83.0783757,3864350194,True,42.3302703,-83.0784104,5917153168,4.167,7.286585574965767,True,25.0,11.25,16th Street,[],8734946,[],[],residential,1.11,0.02914401077900075,0.1094081918163028,0.010794941592541877
5917153168_2760041224,42.3302703,-83.0784104,5917153168,True,42.3310630,-83.0788604,2760041224,4.167,95.59167588053985,True,25.0,11.25,16th Street,[],8734946,[],[],residential,1.11,0.38233611663282885,1.4353104486567543,0.14161729760079977
2760041224_62992692,42.3310630,-83.0788604,2760041224,True,42.3311460,-83.0789070,62992692,4.167,9.992574761346754,True,25.0,11.25,16th Street,[],8734946,[],[],residential,1.11,0.039967101677252835,0.15003866008028158,0.01480381446125445
62992692_5917153169,42.3311460,-83.0789070,62992692,True,42.3312073,-83.0789466,5917153169,4.167,7.55365469713807,True,25.0,11.25,16th Street,[],8734946,[],[],residential,1.11,0.03021220181240729,0.1134182386957668,0.011190599551315659
5917153169_62992694,42.3312073,-83.0789466,5917153169,True,42.3313520,-83.0790400,62992694,4.167,17.827847660510347,True,25.0,11.25,16th Street,[],8734946,[],[],residential,1.11,0.07130568618714642,0.2676854003079631,0.026411626163719035
62628367_5589589233,42.3289126,-83.0788171,62628367,True,42.3300437,-83.0784557,5589589233,4.167,129.2337187099203,True,25.0,11.25,16th Avenue,[],8734947,[],[],residential,1.11,0.5168935233578126,1.9404462268756801,0.19145736105173378
5589589233_3864350194,42.3300437,-83.0784557,5589589233,True,42.3302100,-83.0783757,3864350194,4.167,19.626293943323155,True,25.0,11.25,16th Avenue,[],8734947,[],[],residential,1.11,0.0784988958616237,0.29468909824809536,0.029075991027145417
62629015_62629016,42.3204200,-83.0751784,62629015,True,42.3213840,-83.0757251,62629016,4.167,116.23415182737808,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.4648994153562838,1.7452575349456168,0.17219874344796754
62629016_5908347492,42.3213840,-83.0757251,62629016,True,42.3214377,-83.0757555,5908347492,4.167,6.473141518644785,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.025890494834992343,0.09719431709676854,0.009589839286881164
5908347492_1217710845,42.3214377,-83.0757555,5908347492,True,42.3220911,-83.0761261,1217710845,4.167,78.78491470581811,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.31511444966729907,1.1829566772645361,0.11671839215676758
1217710845_62629017,42.3220911,-83.0761261,1217710845,True,42.3221723,-83.0761722,62629017,4.167,9.792244498500542,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.03916584472642406,0.14703069817568382,0.01450702888666747
62629017_3733790818,42.3221723,-83.0761722,62629017,True,42.3226044,-83.0764172,3733790818,4.167,52.09858893169598,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.20837768551194297,0.7822610950705101,0.07718309471362367
3733790818_5908347485,42.3226044,-83.0764172,3733790818,True,42.3230995,-83.0766980,5908347485,4.167,59.696990327169495,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.23876885979989398,0.8963512061136559,0.08843998566988073
5908347485_62629018,42.3230995,-83.0766980,5908347485,True,42.3231492,-83.0767262,62629018,4.167,5.9929937335647105,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.02397005732967247,0.08998489089436501,0.008878509234910683
62629018_853052790,42.3231492,-83.0767262,62629018,True,42.3232871,-83.0768044,853052790,4.167,16.627010608321886,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.0665027222155103,0.24965481393876704,0.024632608308625015
853052790_5908309262,42.3232871,-83.0768044,853052790,True,42.3233443,-83.0768369,5908309262,4.167,6.898780958763317,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.02759291640174113,0.10358529968113088,0.010220416235204914
5908309262_929766902,42.3233443,-83.0768369,5908309262,True,42.3233466,-83.0768382,929766902,4.167,0.27718189759801876,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.0011086388992801327,0.004161890354324606,0.0004106398482933611
929766902_3379224384,42.3233466,-83.0768382,929766902,True,42.3235641,-83.0769615,3379224384,4.167,26.2233515675171,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.1048850154688309,0.3937440175302867,0.03884940972965496
3379224384_5908309278,42.3235641,-83.0769615,3379224384,True,42.3253809,-83.0779724,5908309278,4.167,218.44561312286982,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.8737125554870404,3.279964161004051,0.3236231305523997
5908309278_62629023,42.3253809,-83.0779724,5908309278,True,42.3254397,-83.0780104,62629023,4.167,7.246248933564525,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.028982677120088493,0.10880253654000786,0.010735183605280777
62629023_5908309282,42.3254397,-83.0780104,62629023,True,42.3254958,-83.0780467,5908309282,4.167,6.9151039199476765,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.027658203023548822,0.10383038918840354,0.010244598399922483
5908309282_62629028,42.3254958,-83.0780467,5908309282,True,42.3270121,-83.0789123,62629028,4.167,183.00643001683747,True,25.0,11.25,18th Street,no,8735014,[],[],residential,1.11,0.7319671626943344,2.7478442945471087,0.2711206370619815
62629049_3324296808,42.3313450,-83.0819320,62629049,True,42.3314944,-83.0820155,3324296808,4.167,17.97466993243354,True,25.0,11.25,18th Street,[],8735016,[],[],residential,1.11,0.07189292829547052,0.26988993892542845,0.026629140640642278
3324296808_5859855436,42.3314944,-83.0820155,3324296808,True,42.3315388,-83.0820403,5859855436,4.167,5.341389661227865,True,25.0,11.25,18th Street,[],8735016,[],[],residential,1.11,0.021363849536948507,0.08020104596438234,0.007913169868485725
5859855436_62629050,42.3315388,-83.0820403,5859855436,True,42.3317440,-83.0821550,62629050,4.167,24.688504213227954,True,25.0,11.25,18th Street,[],8735016,[],[],residential,1.11,0.09874611716353873,0.37069826145987916,0.03657556179737475
62649116_5917196120,42.3295038,-83.0605144,62649116,True,42.3294747,-83.0605831,5917196120,4.167,6.508767789978834,True,25.0,11.25,Porter Street,[],8737179,[],[],residential,1.11,0.02603298852083367,0.0977292460957783,0.009642618948116792
5917196120_5917196123,42.3294747,-83.0605831,5917196120,True,42.3289882,-83.0617142,5917196123,4.167,107.57363417359645,True,25.0,11.25,Porter Street,[],8737179,[],[],residential,1.11,0.43026011588511504,1.6152197323362827,0.1593683469238466
5917196123_62649118,42.3289882,-83.0617142,5917196123,True,42.3289600,-83.0617796,62649118,4.167,6.223861969442881,True,25.0,11.25,Porter Street,[],8737179,[],[],residential,1.11,0.024893456401259426,0.09345138092256576,0.00922053625102649
3379224384_3733507803,42.3235641,-83.0769615,3379224384,True,42.3237202,-83.0764617,3733507803,4.167,44.60548660136552,True,25.0,11.25,Porter Street,[],8737187,[],[],residential,1.11,0.17840767379155878,0.6697520510715543,0.06608220237239336
3733507803_62649161,42.3237202,-83.0764617,3733507803,True,42.3238674,-83.0759832,62649161,4.167,42.60781896940434,True,25.0,11.25,Porter Street,[],8737187,[],[],residential,1.11,0.1704176424662201,0.6397570415826477,0.06312269476948791
62628367_4477710272,42.3289126,-83.0788171,62628367,True,42.3290261,-83.0788820,4477710272,4.167,13.70196174839963,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.054803462716581194,0.20573516138738182,0.020299202590221672
4477710272_5589589224,42.3290261,-83.0788820,4477710272,True,42.3290471,-83.0788940,5589589224,4.167,2.534910579068645,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.010138831209777798,0.03806172040643611,0.0037554230801016965
5589589224_5805142576,42.3290471,-83.0788940,5589589224,True,42.3295731,-83.0791901,5805142576,4.167,63.35129645247509,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.253384915016699,0.9512206674545809,0.09385377252218531
5805142576_5917197330,42.3295731,-83.0791901,5805142576,True,42.3298458,-83.0793436,5917197330,4.167,32.84355435196953,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.13136370831121322,0.49314646174128424,0.04865711755847338
5917197330_5589589223,42.3298458,-83.0793436,5917197330,True,42.3298969,-83.0793724,5589589223,4.167,6.155548737559511,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.02462022533221147,0.09242565672011277,0.009119331463051128
5589589223_3864347579,42.3298969,-83.0793724,5589589223,True,42.3300759,-83.0794820,3864347579,4.167,21.84804679947269,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.08738519638218019,0.3280487507428332,0.03236747673995954
3864347579_5805142547,42.3300759,-83.0794820,3864347579,True,42.3306571,-83.0798142,5805142547,4.167,70.15918563123518,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.2806142933814702,1.0534412256942216,0.10393953426849656
5805142547_3733847446,42.3306571,-83.0798142,5805142547,True,42.3310241,-83.0800181,3733847446,4.167,44.11659393397584,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.17645225955513896,0.6624113203299675,0.06535791693922346
3733847446_5805142545,42.3310241,-83.0800181,3733847446,True,42.3311935,-83.0801068,5805142545,4.167,20.198386103301686,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.08078708144669101,0.3032790706201454,0.02992353496785435
5805142545_62658694,42.3311935,-83.0801068,5805142545,True,42.3313460,-83.0802080,62658694,4.167,18.88786085129693,True,25.0,11.25,17th Street,[],8738940,[],[],residential,1.11,0.07554539977320587,0.28360151428373764,0.02798201607599545
5908323411_62658700,42.3206338,-83.0741517,5908323411,True,42.3207224,-83.0742032,62658700,4.167,10.723210841895698,True,25.0,11.25,17th Street,no,8738942,[],[],unclassified,1.11,0.04288941221460563,0.1610091718002357,0.015886238284289925
62658722_4691680311,42.3333517,-83.0815393,62658722,True,42.3334184,-83.0815762,4691680311,4.167,8.012961718418993,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.03204928293104149,0.12031474051680167,0.011871054397657767
4691680311_4691680312,42.3334184,-83.0815762,4691680311,True,42.3335248,-83.0816355,4691680312,4.167,12.795934728707579,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.05117964454326685,0.19213115208269638,0.018956940338826042
4691680312_62615800,42.3335248,-83.0816355,4691680312,True,42.3335828,-83.0816671,62615800,4.167,6.952737153000853,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.027808723914090287,0.10439545274776055,0.010300351337779042
62615800_4691680314,42.3335828,-83.0816671,62615800,True,42.3336229,-83.0816899,4691680314,4.167,4.836771092350587,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.019345536726464233,0.07262419057583464,0.007165586803482352
4691680314_5698735940,42.3336229,-83.0816899,4691680314,True,42.3350303,-83.0824841,5698735940,4.167,169.56606250630892,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.6782099932257777,2.546036974569203,0.25120898149082804
5698735940_62658724,42.3350303,-83.0824841,5698735940,True,42.3350833,-83.0825172,62658724,4.167,6.491051425779583,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.02596212873281971,0.09746323462131505,0.009616372482636418
62658724_6925700079,42.3350833,-83.0825172,62658724,True,42.3351317,-83.0825478,6925700079,4.167,5.940586637084585,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.023760445712681325,0.08919799755382259,0.008800869091977163
6925700079_62658726,42.3351317,-83.0825478,6925700079,True,42.3365913,-83.0833896,62658726,4.167,176.43408189818416,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.7056798732028805,2.649160388861624,0.2613838250343469
62658726_6925700061,42.3365913,-83.0833896,62658726,True,42.3366441,-83.0834192,6925700061,4.167,6.355244324359988,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.025418943781937396,0.09542408895435416,0.00941517677682961
6925700061_4034010224,42.3366441,-83.0834192,6925700061,True,42.3379479,-83.0841502,4034010224,4.167,156.93353014861242,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.6276839058819791,2.356359311540727,0.23249411873868506
4034010224_62658728,42.3379479,-83.0841502,4034010224,True,42.3380516,-83.0842117,62658728,4.167,12.590235828726922,True,25.0,11.25,17th Street,[],8738946,[],[],residential,1.11,0.050356914761726754,0.1890425800109147,0.018652201227743588
62658770_3324296807,42.3313450,-83.0803970,62658770,True,42.3314946,-83.0804740,3324296807,4.167,17.7982779655774,True,25.0,11.25,17th Street,[],8738955,[],[],residential,1.11,0.0711874168689601,0.2672414108945556,0.026367819208262817
3324296807_62658772,42.3314946,-83.0804740,3324296807,True,42.3318079,-83.0806591,62658772,4.167,38.01520551222093,True,25.0,11.25,17th Street,[],8738955,[],[],residential,1.11,0.15204865815623123,0.5707988815648787,0.056318822981068044
5908352781_62672970,42.3215921,-83.0709833,5908352781,True,42.3217016,-83.0710448,62672970,4.167,13.183950123179669,True,25.0,11.25,14th Street,[],8740504,[],[],residential,1.11,0.05273158196616138,0.19795720905675177,0.019531777960266176
62589101_6206730281,42.3313601,-83.0764333,62589101,True,42.3313353,-83.0764208,6206730281,4.167,2.9428490978058104,True,25.0,11.25,14th Street,yes,8740526,[],[],residential,1.11,0.011770454754842856,0.044186923390477625,0.004359776441193793
6206730281_4691680021,42.3313353,-83.0764208,6206730281,True,42.3312105,-83.0763770,4691680021,4.167,14.336596111656462,True,25.0,11.25,14th Street,yes,8740526,[],[],residential,1.11,0.05734179710285762,0.21526420588072762,0.021239401646898463
4691680021_3751807494,42.3312105,-83.0763770,4691680021,True,42.3310416,-83.0762833,3751807494,4.167,20.29891549814252,True,25.0,11.25,14th Street,yes,8740526,[],[],residential,1.11,0.08118916685922134,0.3047885209931309,0.030072467404655585
3751807494_6993694755,42.3310416,-83.0762833,3751807494,True,42.3307557,-83.0761207,6993694755,4.167,34.48621478244732,True,25.0,11.25,14th Street,yes,8740526,[],[],residential,1.11,0.13793382442383537,0.5178110327694793,0.05109068856658862
6993694755_6207038531,42.3307557,-83.0761207,6993694755,True,42.3306037,-83.0760343,6207038531,4.167,18.3332608704682,True,25.0,11.25,14th Street,yes,8740526,[],[],residential,1.11,0.0733271773076882,0.2752741872442673,0.027160386474767706
62676185_62676190,42.3338001,-83.0867984,62676185,True,42.3339916,-83.0871858,62676190,4.167,38.307428951113465,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.15321745840778125,0.5751866208875894,0.056751746594242175
62676190_2613852764,42.3339916,-83.0871858,62676190,True,42.3341645,-83.0874677,2613852764,4.167,30.10908090498939,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.12042668948479877,0.4520883018767175,0.04460604578516947
2613852764_62676196,42.3341645,-83.0874677,2613852764,True,42.3342916,-83.0876748,62676196,4.167,22.12535318714585,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.08849433320192725,0.3322125103175052,0.03277830101799385
62676196_62676198,42.3342916,-83.0876748,62676196,True,42.3345686,-83.0880538,62676198,4.167,43.80889152021673,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.17522154835699838,0.6577911639672182,0.0649020615114322
62676198_62676201,42.3345686,-83.0880538,62676198,True,42.3349642,-83.0885614,62676201,4.167,60.62892030459534,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.24249628151586008,0.9103441487176477,0.08982062267347457
62676201_62676202,42.3349642,-83.0885614,62676201,True,42.3355903,-83.0893378,62676202,4.167,94.44333574647308,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.3777431235360095,1.4180681043013974,0.13991605295773787
62676202_4034010214,42.3355903,-83.0893378,62676202,True,42.3362235,-83.0900126,4034010214,4.167,89.63180111031578,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.35849852455929837,1.3458228394942309,0.1327878534967641
4034010214_62676208,42.3362235,-83.0900126,4034010214,True,42.3362950,-83.0900785,62676208,4.167,9.620299465073748,True,25.0,11.25,Fisher Freeway Service Drive,yes,8740895,[],25 mph,tertiary,1.11,0.038478119610726134,0.1444489409170232,0.01425229550381296
62589090_4608468604,42.3318240,-83.0767238,62589090,True,42.3317775,-83.0765617,4608468604,4.167,14.292916951700938,True,27.08677685950413,12.189049586776859,Fisher Freeway Service,yes,8740912,[],[],tertiary,1.11,0.05716709443924862,0.2146083626381522,0.019543384480671395
4608468604_62676300,42.3317775,-83.0765617,4608468604,True,42.3317365,-83.0763886,62676300,4.167,14.94162871171791,True,27.08677685950413,12.189049586776859,Fisher Freeway Service,yes,8740912,[],[],tertiary,1.11,0.05976173390815898,0.22434877945522386,0.02043039889389346
62676300_6206732624,42.3317365,-83.0763886,62676300,True,42.3317241,-83.0763172,6206732624,4.167,6.02898989650117,True,27.08677685950413,12.189049586776859,Fisher Freeway Service,yes,8740912,[],[],tertiary,1.11,0.024114030463567596,0.09052537382133889,0.008243724354907384
6206732624_6206732625,42.3317241,-83.0763172,6206732624,True,42.3317228,-83.0762510,6206732625,4.167,5.443677297710522,True,27.08677685950413,12.189049586776859,Fisher Freeway Service,yes,8740912,[],[],tertiary,1.11,0.021772967353453812,0.08173689636201983,0.007443398627261895
6206732625_62589097,42.3317228,-83.0762510,6206732625,True,42.3317370,-83.0761747,62589097,4.167,6.4676936546884365,True,27.08677685950413,12.189049586776859,Fisher Freeway Service,yes,8740912,[],[],tertiary,1.11,0.02586870512234396,0.0971125173376642,0.00884358484862899
