,aNode_bNode,aNodes,bNodes,aNodeLat,aNodeLon,bNodeLat,bNodeLon,type,name,speed,ref,osmid,oneway,distance,activity,minutes
0,62574668_62574679,62574668,62574679,42.333217600000005,-83.0727618,42.3333486,-83.0721618,motorway_link,[],[],[],8727643,yes,51.42597531032097,driving,0.10289310786378746
1,62574679_62574682,62574679,62574682,42.3333486,-83.0721618,42.3333736,-83.0720108,motorway_link,[],[],[],8727643,yes,12.719632270698913,driving,0.025449444319125474
2,62574682_62574684,62574682,62574684,42.3333736,-83.0720108,42.3333956,-83.0717868,motorway_link,[],[],[],8727643,yes,18.574506392556245,driving,0.03716387833644707
3,62574684_62574687,62574684,62574687,42.3333956,-83.0717868,42.3334096,-83.0716488,motorway_link,[],[],[],8727643,yes,11.44986294740816,driving,0.02290888945059656
4,62574687_62597342,62574687,62597342,42.3334096,-83.0716488,42.333468599999996,-83.0707488,motorway_link,[],[],[],8727643,yes,74.26990461540751,driving,0.14859924893038717
5,62597342_62549168,62597342,62549168,42.333468599999996,-83.0707488,42.3334756,-83.0706948,motorway_link,[],[],[],8727643,yes,4.506501239328736,driving,0.009016609122306394
6,62549168_62549171,62549168,62549171,42.3334756,-83.0706948,42.3335206,-83.0704528,motorway_link,[],[],[],8727643,yes,20.511950069160843,driving,0.04104031626482762
7,62549171_62549173,62549171,62549173,42.3335206,-83.0704528,42.3335886,-83.0701628,motorway_link,[],[],[],8727643,yes,25.008284903324107,driving,0.05003658444042438
8,62549173_62549175,62549173,62549175,42.3335886,-83.0701628,42.33365560000001,-83.06993680000001,motorway_link,[],[],[],8727643,yes,20.01524038245533,driving,0.040046499364656526
9,62549175_62549177,62549175,62549177,42.33365560000001,-83.06993680000001,42.3337126,-83.0697718,motorway_link,[],[],[],8727643,yes,14.970741669258132,driving,0.029953464724406024
10,62549177_62549179,62549177,62549179,42.3337126,-83.0697718,42.333797600000004,-83.0695578,motorway_link,[],[],[],8727643,yes,19.96902078654265,driving,0.039954023182358245
11,62549179_62549181,62549179,62549181,42.333797600000004,-83.0695578,42.3338856,-83.0693618,motorway_link,[],[],[],8727643,yes,18.849767644577867,driving,0.037714621137610774
12,62549181_62549184,62549181,62549184,42.3338856,-83.0693618,42.3339966,-83.0690578,motorway_link,[],[],[],8727643,yes,27.87048235345151,driving,0.05576327001490898
13,62549184_62549186,62549184,62549186,42.3339966,-83.0690578,42.3340976,-83.0687458,motorway_link,[],[],[],8727643,yes,27.99725037234709,driving,0.05601690750769726
14,62549186_62549188,62549186,62549188,42.3340976,-83.0687458,42.3341356,-83.06861579999999,motorway_link,[],[],[],8727643,yes,11.490905612441,driving,0.022991007627933175
15,62549188_62549193,62549188,62549193,42.3341356,-83.06861579999999,42.3341806,-83.0684318,motorway_link,[],[],[],8727643,yes,15.930771835809894,driving,0.03187429338897538
16,62549193_62549196,62549193,62549196,42.3341806,-83.0684318,42.3345166,-83.0670188,motorway_link,[],[],[],8727643,yes,122.00752446403362,driving,0.2441126940056695
17,62549196_62549198,62549196,62549198,42.3345166,-83.0670188,42.3345506,-83.0668368,motorway_link,[],[],[],8727643,yes,15.430372451086061,driving,0.030873094139828052
18,62549198_62549200,62549198,62549200,42.3345506,-83.0668368,42.33456760000001,-83.0666968,motorway_link,[],[],[],8727643,yes,11.661952540521147,driving,0.02333323837639285
19,62549200_62549202,62549200,62549202,42.33456760000001,-83.0666968,42.334579600000005,-83.0665568,motorway_link,[],[],[],8727643,yes,11.584828476023956,driving,0.023178928523457296
20,62549202_62549203,62549202,62549203,42.334579600000005,-83.0665568,42.3345886,-83.0664001,motorway_link,[],[],[],8727643,yes,12.91925139620171,driving,0.025848842329335153
21,62549203_6023694017,62549203,6023694017,42.3345886,-83.0664001,42.3345665,-83.0660503,motorway_link,[],[],[],8727643,yes,28.85769904411537,driving,0.05773849348562499
22,6023694017_62549212,6023694017,62549212,42.3345665,-83.0660503,42.334516,-83.0657584,motorway_link,[],[],[],8727643,yes,24.64195765728941,driving,0.049303636769286535
23,62549220_62549224,62549220,62549224,42.3337875,-83.07369270000001,42.333535499999996,-83.0741859,motorway_link,[],[],[],8727644,yes,49.282136534565055,driving,0.0986037145549521
24,62549224_62549226,62549224,62549226,42.333535499999996,-83.0741859,42.3333256,-83.0746417,motorway_link,[],[],[],8727644,yes,44.14169905108241,driving,0.08831872559240178
25,62549226_62549229,62549226,62549229,42.3333256,-83.0746417,42.3331977,-83.07494399999999,motorway_link,[],[],[],8727644,yes,28.630975725028886,driving,0.05728486539621626
26,62549229_62549231,62549229,62549231,42.3331977,-83.07494399999999,42.3330934,-83.07522519999999,motorway_link,[],[],[],8727644,yes,25.86098556464759,driving,0.051742668196573804
27,62549231_62549233,62549231,62549233,42.3330934,-83.07522519999999,42.332974,-83.0756118,motorway_link,[],[],[],8727644,yes,34.44047068424275,driving,0.06890850477039365
28,62549233_62549235,62549233,62549235,42.332974,-83.0756118,42.3328814,-83.0759859,motorway_link,[],[],[],8727644,yes,32.42916789390807,driving,0.06488428950361759
29,62549235_6023694029,62549235,6023694029,42.3328814,-83.0759859,42.332814899999995,-83.076321,motorway_link,[],[],[],8727644,yes,28.52056990491877,driving,0.05706396539599594
30,6023694029_6023694027,6023694029,6023694027,42.332814899999995,-83.076321,42.332761700000006,-83.07669449999999,motorway_link,[],[],[],8727644,yes,31.2665509708792,driving,0.06255812519183514
31,6023694027_2416511397,6023694027,2416511397,42.332761700000006,-83.07669449999999,42.332688700000006,-83.07705779999999,motorway_link,[],[],[],8727644,yes,30.94695274730206,driving,0.06191867296378963
32,4695957060_62552998,4695957060,62552998,42.3369235,-83.06552950000001,42.336796899999996,-83.06552020000001,motorway_link,[],[],[],8728006,yes,14.098016765187344,driving,0.02820731645695747
33,62552998_62553003,62552998,62553003,42.336796899999996,-83.06552020000001,42.3366949,-83.0655243,motorway_link,[],[],[],8728006,yes,11.346888045017064,driving,0.0227028572329273
34,62553003_62553005,62553003,62553005,42.3366949,-83.0655243,42.33658079999999,-83.0655334,motorway_link,[],[],[],8728006,yes,12.709370386777685,driving,0.025428912338490765
35,62554511_4687472639,62554511,4687472639,42.3312818,-83.084855,42.3313509,-83.08467440000001,motorway_link,[],55 mph,[],8728149,yes,16.716254109377722,driving,0.0334458865733848
36,4687472639_4687472640,4687472639,4687472640,42.3313509,-83.08467440000001,42.3314729,-83.08448929999999,motorway_link,[],55 mph,[],8728149,yes,20.38493666957465,driving,0.04078618781427501
37,4687472640_4687472642,4687472640,4687472642,42.3314729,-83.08448929999999,42.331686,-83.084154,motorway_link,[],55 mph,[],8728149,yes,36.347829956731786,driving,0.07272474981338893
38,4687472642_4687472643,4687472642,4687472643,42.331686,-83.084154,42.3317534,-83.0840132,motorway_link,[],55 mph,[],8728149,yes,13.788612390149323,driving,0.027588260084332378
39,4687472643_4687472645,4687472643,4687472645,42.3317534,-83.0840132,42.331829799999994,-83.0838442,motorway_link,[],55 mph,[],8728149,yes,16.28373513533584,driving,0.03258050247166034
40,4687472645_4687472647,4687472645,4687472647,42.331829799999994,-83.0838442,42.3319289,-83.0835438,motorway_link,[],55 mph,[],8728149,yes,27.040510942863136,driving,0.054102662950906634
41,4687472647_4687472646,4687472647,4687472646,42.3319289,-83.0835438,42.331998299999995,-83.0832743,motorway_link,[],55 mph,[],8728149,yes,23.45888820963636,driving,0.04693655103968859
42,4687472646_62554509,4687472646,62554509,42.331998299999995,-83.0832743,42.3320541,-83.0829927,motorway_link,[],55 mph,[],8728149,yes,23.96505199788282,driving,0.04794928370924934
43,62554509_62554508,62554509,62554508,42.3320541,-83.0829927,42.332118,-83.082433,motorway_link,[],55 mph,[],8728149,yes,46.55350225413556,driving,0.09314426221315637
44,62554508_62554506,62554508,62554506,42.332118,-83.082433,42.33213,-83.08224,motorway_link,[],55 mph,[],8728149,yes,15.920856625414713,driving,0.03185445503284256
45,62554506_62554504,62554506,62554504,42.33213,-83.08224,42.332135,-83.082042,motorway_link,[],55 mph,[],8728149,yes,16.285339307112515,driving,0.03258371209906465
46,62554504_62554501,62554504,62554501,42.332135,-83.082042,42.332128999999995,-83.081713,motorway_link,[],55 mph,[],8728149,yes,27.052437405535496,driving,0.05412652542123949
47,62554501_62554499,62554501,62554499,42.332128999999995,-83.081713,42.332066999999995,-83.080499,motorway_link,[],55 mph,[],8728149,yes,100.03021715504032,driving,0.20014049050628316
48,62554499_62554497,62554499,62554497,42.332066999999995,-83.080499,42.33206,-83.080282,motorway_link,[],55 mph,[],8728149,yes,17.85466362210998,driving,0.03572361669089632
49,62554497_62554495,62554497,62554495,42.33206,-83.080282,42.332049700000006,-83.079852,motorway_link,[],55 mph,[],8728149,yes,35.3651286405934,driving,0.07075856070546899
50,62554803_62554804,62554803,62554804,42.33396389999999,-83.0680928,42.334059,-83.067695,unclassified,Vernor Highway West,[],[],8728177,yes,34.36606585148565,driving,0.06875963555719418
51,62554804_62554805,62554804,62554805,42.334059,-83.067695,42.334379,-83.06643100000001,unclassified,Vernor Highway West,[],[],8728177,yes,109.82300331674328,driving,0.21973390019356398
52,62554805_62554806,62554805,62554806,42.334379,-83.06643100000001,42.334395,-83.06633599999999,unclassified,Vernor Highway West,[],[],8728177,yes,8.008946101861358,driving,0.016024301924492515
53,62554806_62554807,62554806,62554807,42.334395,-83.06633599999999,42.334405,-83.066233,unclassified,Vernor Highway West,[],[],8728177,yes,8.539130310717653,driving,0.017085094659299024
54,62554807_62554810,62554807,62554810,42.334405,-83.066233,42.33441,-83.06613,unclassified,Vernor Highway West,[],[],8728177,yes,8.484657092259235,driving,0.016976104626369018
55,62554810_62554812,62554810,62554812,42.33441,-83.06613,42.334409,-83.065996,unclassified,Vernor Highway West,[],[],8728177,yes,11.015129079337408,driving,0.022039073788190092
56,62554812_62554813,62554812,62554813,42.334409,-83.065996,42.334399,-83.065874,unclassified,Vernor Highway West,[],[],8728177,yes,10.089648937492347,driving,0.02018737282411434
57,62554813_62554814,62554813,62554814,42.334399,-83.065874,42.334384,-83.065784,unclassified,Vernor Highway West,[],[],8728177,yes,7.583541270492068,driving,0.015173151801704818
58,62554814_62554815,62554814,62554815,42.334384,-83.065784,42.334364,-83.065696,unclassified,Vernor Highway West,[],[],8728177,yes,7.567598486192138,driving,0.015141253473773786
59,62554815_62554817,62554815,62554817,42.334364,-83.065696,42.334337,-83.065611,unclassified,Vernor Highway West,[],[],8728177,yes,7.604589785500827,driving,0.015215265677272563
60,62554817_62554820,62554817,62554820,42.334337,-83.065611,42.334282,-83.065464,unclassified,Vernor Highway West,[],[],8728177,yes,13.542706802692908,driving,0.02709625210622831
61,62554820_62554824,62554820,62554824,42.334282,-83.065464,42.334236,-83.065374,unclassified,Vernor Highway West,[],[],8728177,yes,8.993955873629071,driving,0.01799510979117461
62,62557022_4834131730,62557022,4834131730,42.334643,-83.0679907,42.3346302,-83.0683813,motorway_link,[],[],[],8728367,yes,32.13805941761517,driving,0.06430183957105876
63,4834131730_62557267,4834131730,62557267,42.3346302,-83.0683813,42.3344963,-83.06920670000001,motorway_link,[],[],[],8728367,yes,69.4607845706631,driving,0.1389771600053283
64,62557267_62557265,62557267,62557265,42.3344963,-83.06920670000001,42.3343756,-83.069963,motorway_link,[],[],[],8728367,yes,63.59878920528474,driving,0.12724847780169016
65,62557265_62557262,62557265,62557262,42.3343756,-83.069963,42.334352100000004,-83.0701829,motorway_link,[],[],[],8728367,yes,18.263316074093087,driving,0.036541248647645234
66,62557262_62557261,62557262,62557261,42.334352100000004,-83.0701829,42.3343505,-83.070421,motorway_link,[],[],[],8728367,yes,19.572234190620037,driving,0.039160132434213756
67,62557331_4695957052,62557331,4695957052,42.334314299999996,-83.06519300000001,42.334255799999994,-83.06513120000001,motorway_link,[],[],[],8728375,yes,8.253409815533441,driving,0.016513425001067308
68,4695957052_4695957051,4695957052,4695957051,42.334255799999994,-83.06513120000001,42.3340634,-83.06484420000001,motorway_link,[],[],[],8728375,yes,31.84704441065189,driving,0.06371957665196457
69,4695957051_62557333,4695957051,62557333,42.3340634,-83.06484420000001,42.3338628,-83.06455720000001,motorway_link,[],[],[],8728375,yes,32.46664359479452,driving,0.06495927089794822
70,62557333_62557335,62557333,62557335,42.3338628,-83.06455720000001,42.3332185,-83.0636635,motorway_link,[],[],[],8728375,yes,102.61243333904444,driving,0.20530698947387843
71,62557335_62557337,62557335,62557337,42.3332185,-83.0636635,42.3330559,-83.0634842,motorway_link,[],[],[],8728375,yes,23.326356427521976,driving,0.046671381407606995
72,62553005_62558018,62553005,62558018,42.33658079999999,-83.0655334,42.3364266,-83.0655828,motorway_link,[],[],[],8728448,yes,17.620484714221227,driving,0.035255071457025264
73,62558018_62558017,62558018,62558017,42.3364266,-83.0655828,42.3362666,-83.06562740000001,motorway_link,[],[],[],8728448,yes,18.16495034820363,driving,0.03634443847179598
74,62558017_62558015,62558017,62558015,42.3362666,-83.06562740000001,42.3360876,-83.0657228,motorway_link,[],[],[],8728448,yes,21.392847974753717,driving,0.04280281707633797
75,62558015_62558014,62558015,62558014,42.3360876,-83.0657228,42.3360606,-83.0657348,motorway_link,[],[],[],8728448,yes,3.1601385527227634,driving,0.006322806227936701
76,62558014_62558012,62558014,62558012,42.3360606,-83.0657348,42.3359526,-83.0657968,motorway_link,[],[],[],8728448,yes,13.045620365184313,driving,0.026101681402929795
77,62558012_62558010,62558012,62558010,42.3359526,-83.0657968,42.3357865,-83.0659302,motorway_link,[],[],[],8728448,yes,21.47912224031464,driving,0.04297543465449108
78,62558010_62562468,62558010,62562468,42.3357865,-83.0659302,42.335597,-83.066197,motorway_link,[],[],[],8728856,yes,30.41270530017836,driving,0.06084975050055694
79,62562468_62562469,62562468,62562469,42.335597,-83.066197,42.335518,-83.066361,motorway_link,[],[],[],8728856,yes,16.089852158861454,driving,0.03219258135026301
80,62562469_62562470,62562469,62562470,42.335518,-83.066361,42.335436,-83.066548,motorway_link,[],[],[],8728856,yes,17.871753924181878,driving,0.03575781097275286
81,62562470_62562471,62562470,62562471,42.335436,-83.066548,42.335372,-83.06675899999999,motorway_link,[],[],[],8728856,yes,18.74682104734515,driving,0.03750864555291147
82,62562471_62562472,62562471,62562472,42.335372,-83.06675899999999,42.335321,-83.067089,motorway_link,[],[],[],8728856,yes,27.711486900996857,driving,0.05544515186273881
83,62562472_62562474,62562472,62562474,42.335321,-83.067089,42.3352826,-83.0675608,motorway_link,[],[],[],8728856,yes,39.01494916777312,driving,0.0780611227846601
84,62564118_4687461647,62564118,4687461647,42.332745,-83.07996999999999,42.3328321,-83.0804123,motorway_link,[],[],[],8729007,yes,37.625110763189376,driving,0.07528033365984269
85,4687461647_62564115,4687461647,62564115,42.3328321,-83.0804123,42.332918,-83.08115670000001,motorway_link,[],[],[],8729007,yes,61.93089454184906,driving,0.12391135362514817
86,62564115_62564113,62564115,62564113,42.332918,-83.08115670000001,42.332964000000004,-83.08155699999999,motorway_link,[],[],[],8729007,yes,33.299916661482584,driving,0.06662648391653178
87,62564113_4687461648,62564113,4687461648,42.332964000000004,-83.08155699999999,42.3329818,-83.0817722,motorway_link,[],[],[],8729007,yes,17.799856725892674,driving,0.03561395903539951
88,4687461648_6993694733,4687461648,6993694733,42.3329818,-83.0817722,42.3329969,-83.0820436,motorway_link,[],[],[],8729007,yes,22.37220891798864,driving,0.044762322765083316
89,6993694733_62564111,6993694733,62564111,42.3329969,-83.0820436,42.333003999999995,-83.0823512,motorway_link,[],[],[],8729007,yes,25.297075814176914,driving,0.05061439738730875
90,62564111_6993694734,62564111,6993694734,42.333003999999995,-83.0823512,42.332999900000004,-83.08271859999999,motorway_link,[],[],[],8729007,yes,30.20376019394217,driving,0.060431693065110384
91,6993694734_6993694735,6993694734,6993694735,42.332999900000004,-83.08271859999999,42.3329874,-83.0830222,motorway_link,[],[],[],8729007,yes,24.99463246370527,driving,0.05000926863486448
92,6993694735_4687461655,6993694735,4687461655,42.3329874,-83.0830222,42.3329818,-83.0833125,motorway_link,[],[],[],8729007,yes,23.870820748245897,driving,0.04776074579480972
93,4687461655_4687461654,4687461655,4687461654,42.3329818,-83.0833125,42.3329719,-83.0837631,motorway_link,[],[],[],8729007,yes,37.055737986364505,driving,0.0741411324256993
94,4687461654_62564107,4687461654,62564107,42.3329719,-83.0837631,42.3329809,-83.08422900000001,motorway_link,[],[],[],8729007,yes,38.310118701951744,driving,0.0766508977630087
95,62564107_62564105,62564107,62564105,42.3329809,-83.08422900000001,42.3329989,-83.08453399999999,motorway_link,[],[],[],8729007,yes,25.15080425720061,driving,0.05032173720928493
96,62564105_62564104,62564105,62564104,42.3329989,-83.08453399999999,42.3330279,-83.0848584,motorway_link,[],[],[],8729007,yes,26.859978920626467,driving,0.05374145442302214
97,62564104_62564102,62564104,62564102,42.3330279,-83.0848584,42.333062899999994,-83.0851168,motorway_link,[],[],[],8729007,yes,21.59409232315775,driving,0.04320546683304872
98,62564102_62564100,62564102,62564100,42.333062899999994,-83.0851168,42.333107899999995,-83.08538730000001,motorway_link,[],[],[],8729007,yes,22.791168858965587,driving,0.04560057794911082
99,62564100_62564098,62564100,62564098,42.333107899999995,-83.08538730000001,42.333152899999995,-83.0856007,motorway_link,[],[],[],8729007,yes,18.2411840564576,driving,0.03649696689967507
100,62564098_62564097,62564098,62564097,42.333152899999995,-83.0856007,42.3332209,-83.0858807,motorway_link,[],[],[],8729007,yes,24.226165534029178,driving,0.04847171975596074
101,62564097_62564096,62564097,62564096,42.3332209,-83.0858807,42.3332979,-83.0861557,motorway_link,[],[],[],8729007,yes,24.172115664344364,driving,0.048363576759392485
102,62564096_62564094,62564096,62564094,42.3332979,-83.0861557,42.333379,-83.086425,motorway_link,[],[],[],8729007,yes,23.90275230586812,driving,0.047824634465522445
103,62564094_62564093,62564094,62564093,42.333379,-83.086425,42.333476,-83.086681,motorway_link,[],[],[],8729007,yes,23.646294323941923,driving,0.04731151325318512
104,62564093_62564091,62564093,62564091,42.333476,-83.086681,42.333589,-83.086943,motorway_link,[],[],[],8729007,yes,24.933708172130512,driving,0.049887371292778135
105,62564091_62564089,62564091,62564089,42.333589,-83.086943,42.333711,-83.087198,motorway_link,[],[],[],8729007,yes,24.967699647409603,driving,0.04995538144739817
106,62564089_62564087,62564089,62564087,42.333711,-83.087198,42.333843,-83.08744300000001,motorway_link,[],[],[],8729007,yes,24.919994940908545,driving,0.04985993385535923
107,62564087_62564084,62564087,62564084,42.333843,-83.08744300000001,42.333951,-83.08762800000001,motorway_link,[],[],[],8729007,yes,19.37689863412093,driving,0.03876930499023796
108,62564084_62557206,62564084,62557206,42.333951,-83.08762800000001,42.3341331,-83.08784150000001,motorway_link,[],[],[],8729007,yes,26.79530239972988,driving,0.05361204961930748
109,62574703_62574701,62574703,62574701,42.332955,-83.07226309999999,42.333152,-83.071845,motorway_link,[],[],[],8729185,yes,40.75530348969705,driving,0.08154322426910174
110,62574701_62574699,62574701,62574699,42.333152,-83.071845,42.333199,-83.07174,motorway_link,[],[],[],8729185,yes,10.08993103656865,driving,0.020187937248036514
111,62574699_62574696,62574699,62574696,42.333199,-83.07174,42.333238,-83.071664,motorway_link,[],[],[],8729185,yes,7.604831279121077,driving,0.015215748857785268
112,62574696_62574694,62574696,62574694,42.333238,-83.071664,42.333331,-83.071483,motorway_link,[],[],[],8729185,yes,18.1190053377355,driving,0.03625251168014306
113,62567633_62567637,62567633,62567637,42.32913370000001,-83.05911280000001,42.3287925,-83.0587298,motorway_link,[],[],[],8729353,yes,49.30218550107663,driving,0.09864382853356668
114,62567637_62567639,62567637,62567639,42.3287925,-83.0587298,42.328548600000005,-83.0584507,motorway_link,[],[],[],8729353,yes,35.523633733983715,driving,0.07107569774706625
115,62557217_4687461659,62557217,4687461659,42.3332424,-83.0819647,42.333231700000006,-83.0822396,motorway_link,[],[],[],8729365,yes,22.6280261605565,driving,0.04527416198590736
116,4687461659_4687461661,4687461659,4687461661,42.333231700000006,-83.0822396,42.3332307,-83.082544,motorway_link,[],[],[],8729365,yes,25.021868427920317,driving,0.05006376236078495
117,4687461661_4687461658,4687461661,4687461658,42.3332307,-83.082544,42.333216799999995,-83.0828377,motorway_link,[],[],[],8729365,yes,24.19151170265428,driving,0.048402384359052184
118,4687461658_62567779,4687461658,62567779,42.333216799999995,-83.0828377,42.3331857,-83.08315640000001,motorway_link,[],[],[],8729365,yes,26.424353667476574,driving,0.05286985527706397
119,62567779_62567781,62567779,62567781,42.3331857,-83.08315640000001,42.3331437,-83.0833819,motorway_link,[],[],[],8729365,yes,19.115354172195577,driving,0.038246006747089986
120,62567781_62567783,62567781,62567783,42.3331437,-83.0833819,42.3330735,-83.0836432,motorway_link,[],[],[],8729365,yes,22.85329047640294,driving,0.045724870901166344
121,62554803_62573529,62554803,62573529,42.33396389999999,-83.0680928,42.334308,-83.067128,motorway_link,[],[],[],8729898,yes,88.05290456602239,driving,0.17617627964390234
122,62573529_62573527,62573529,62573527,42.334308,-83.067128,42.334376,-83.066947,motorway_link,[],[],[],8729898,yes,16.6890549727351,driving,0.03339146653208303
123,62573527_62573524,62573527,62573524,42.334376,-83.066947,42.334438,-83.066742,motorway_link,[],[],[],8729898,yes,18.206390831019352,driving,0.036427352603079936
124,62573524_62573522,62573524,62573522,42.334438,-83.066742,42.3344909,-83.066567,motorway_link,[],[],[],8729898,yes,15.540899378864465,driving,0.031094236452309854
125,62573522_62573520,62573522,62573520,42.3344909,-83.066567,42.334506,-83.0664741,motorway_link,[],[],[],8729898,yes,7.818622829125363,driving,0.015643503059474515
126,62573520_62573518,62573520,62573518,42.334506,-83.0664741,42.3345179,-83.0663807,motorway_link,[],[],[],8729898,yes,7.790502707036564,driving,0.015587240310197205
127,62573518_6023694036,62573518,6023694036,42.3345179,-83.0663807,42.3345285,-83.0661503,motorway_link,[],[],[],8729898,yes,18.975089247897767,driving,0.03796536464165219
128,6023694036_62549212,6023694036,62549212,42.3345285,-83.0661503,42.334516,-83.0657584,motorway_link,[],[],[],8729898,yes,32.24341557040268,driving,0.06451263619528348
129,62554491_62574650,62554491,62574650,42.332196200000006,-83.0770245,42.332243,-83.076652,motorway_link,[],[],[],8730009,yes,31.058981873708955,driving,0.062142820875768216
130,62574650_62574652,62574650,62574652,42.332243,-83.076652,42.332275,-83.07634499999999,motorway_link,[],[],[],8730009,yes,25.485352085156695,driving,0.05099110061055761
131,62574652_62574653,62574652,62574653,42.332275,-83.07634499999999,42.332344,-83.075869,motorway_link,[],[],[],8730009,yes,39.87282235745461,driving,0.0797775557372041
132,62574653_62574654,62574653,62574654,42.332344,-83.075869,42.332353000000005,-83.075819,motorway_link,[],[],[],8730009,yes,4.2301305205828434,driving,0.008463646499765594
133,62574654_62574655,62574654,62574655,42.332353000000005,-83.075819,42.332397,-83.07558900000001,motorway_link,[],[],[],8730009,yes,19.529009185881296,driving,0.03907364783089495
134,62574655_62574657,62574655,62574657,42.332397,-83.07558900000001,42.332415999999995,-83.075488,motorway_link,[],[],[],8730009,yes,8.566885423745344,driving,0.01714062709833002
135,62574657_62574659,62574657,62574659,42.332415999999995,-83.075488,42.332469,-83.075242,motorway_link,[],[],[],8730009,yes,21.062683104757085,driving,0.04214222309875367
136,62574659_62574661,62574659,62574661,42.332469,-83.075242,42.332549,-83.074919,motorway_link,[],[],[],8730009,yes,28.001407824541275,driving,0.0560252257393783
137,62574661_62574662,62574661,62574662,42.332549,-83.074919,42.332615999999994,-83.07468,motorway_link,[],[],[],8730009,yes,21.0111162328186,driving,0.04203904808487115
138,62574662_62574664,62574662,62574664,42.332615999999994,-83.07468,42.332796,-83.074104,motorway_link,[],[],[],8730009,yes,51.404163049295036,driving,0.10284946588494405
139,62574664_62574666,62574664,62574666,42.332796,-83.074104,42.3331432,-83.0729868,motorway_link,[],[],[],8730009,yes,99.61915409722351,driving,0.19931803540861046
140,62574666_62574668,62574666,62574668,42.3331432,-83.0729868,42.333217600000005,-83.0727618,motorway_link,[],[],[],8730009,yes,20.260920280788103,driving,0.04053805578388976
141,62781610_4691679933,62781610,4691679933,42.3298699,-83.077114,42.3298972,-83.077049,tertiary,Vernor Highway West,[],[],8731490,yes,6.145368339302678,driving,0.012295654940581588
142,4691679933_5589589269,4691679933,5589589269,42.3298972,-83.077049,42.3299499,-83.0769944,tertiary,Vernor Highway West,[],[],8731490,yes,7.3813633342997065,driving,0.014768634122248311
143,5589589269_62781609,5589589269,62781609,42.3299499,-83.0769944,42.33003529999999,-83.0769361,tertiary,Vernor Highway West,[],[],8731490,yes,10.6368659381703,driving,0.0212822447742503
144,62781609_4691680010,62781609,4691680010,42.33003529999999,-83.0769361,42.331068,-83.07651120000001,tertiary,Vernor Highway West,[],[],8731490,yes,120.02556776994173,driving,0.2401471944176505
145,4691680010_4691680020,4691680010,4691680020,42.331068,-83.07651120000001,42.331210399999996,-83.07645179999999,tertiary,Vernor Highway West,[],[],8731490,yes,16.569930104623175,driving,0.03315312145782948
146,4691680020_62589101,4691680020,62589101,42.331210399999996,-83.07645179999999,42.331360100000005,-83.0764333,tertiary,Vernor Highway West,[],[],8731490,yes,16.715202630337156,driving,0.03344378277378383
147,62594221_62594219,62594221,62594219,42.339801,-83.079031,42.3397707,-83.078962,secondary_link,[],[],[],8732035,yes,6.596514999278164,driving,0.013198309322285242
148,62594233_62594234,62594233,62594234,42.339673,-83.0792744,42.33973579999999,-83.07925420000001,secondary_link,[],[],[],8732036,yes,7.1776979353350985,driving,0.014361140326800918
149,62594248_62594250,62594248,62594250,42.3390602,-83.0812333,42.3391234,-83.0812032,secondary_link,[],[],[],8732037,yes,7.450276734999785,driving,0.014906516076430142
150,62596490_62596488,62596490,62596488,42.33803820000001,-83.0848239,42.3379826,-83.08482579999999,secondary_link,[],[],[],8732270,yes,6.184409998114012,driving,0.012373769504029635
151,62596488_62596485,62596488,62596485,42.3379826,-83.08482579999999,42.3379515,-83.0848192,secondary_link,[],[],[],8732270,yes,3.500452566523069,driving,0.007003706615692415
152,62596485_62596482,62596485,62596482,42.3379515,-83.0848192,42.3379298,-83.0847839,secondary_link,[],[],[],8732270,yes,3.773666799551636,driving,0.0075503537405995115
153,62596482_62596478,62596482,62596478,42.3379298,-83.0847839,42.3379124,-83.0847012,secondary_link,[],[],[],8732270,yes,7.06741103440921,driving,0.014140478260122468
154,1995297947_1995297964,1995297947,1995297964,42.337039600000004,-83.08769190000001,42.3371481,-83.0875786,secondary_link,[],[],[],8732271,yes,15.24078475152499,driving,0.03049376700985392
155,62597279_333464827,62597279,333464827,42.334625200000005,-83.0712243,42.3347292,-83.0712838,residential,Cochrane Street,[],[],8732350,[],12.555958195984607,driving,0.02512196517804043
156,62614034_4519288167,62614034,4519288167,42.326686200000005,-83.0800694,42.326742700000004,-83.07989659999998,residential,Johnson Street,[],[],8733713,[],15.532836164617553,driving,0.03107810357066337
157,4519288167_62614040,4519288167,62614040,42.326742700000004,-83.07989659999998,42.326906,-83.0793969,residential,Johnson Street,[],[],8733713,[],44.913662966541175,driving,0.08986327124157897
158,62615796_4691680315,62615796,4691680315,42.3333783,-83.0823276,42.333439500000004,-83.08211159999999,residential,Perry Street,[],[],8733880,[],19.014564301334836,driving,0.03804434634120615
159,4691680315_62615799,4691680315,62615799,42.333439500000004,-83.08211159999999,42.3334863,-83.0819758,residential,Perry Street,[],[],8733880,[],12.316108100677605,driving,0.024642073030567434
160,62615799_4691680313,62615799,4691680313,42.3334863,-83.0819758,42.3335572,-83.08174890000001,residential,Perry Street,[],[],8733880,[],20.248820125491285,driving,0.040513845789298286
161,4691680313_62615800,4691680313,62615800,42.3335572,-83.08174890000001,42.333582799999995,-83.0816671,residential,Perry Street,[],[],8733880,[],7.301644634447283,driving,0.014609132922063391
