"","P000","P001","P002","P003","P004","P005","P006","P007","P008","P009","P010","P011","P012","P013","P014","P015","P016","P017","P018","P019","P020","P021","P022","P023","id","cluster","cluster_name"
"3308","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3308,0,"Homemakers"
"3309","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3309,0,"Homemakers"
"3310","H","H","H","H","H","H","H","H","H","H","H","H","H","P","H","H","H","H","H","H","H","H","H","H",3310,0,"Homemakers"
"3311","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3311,1,"9-to-5ers"
"3312","H","H","H","H","H","H","H","H","W","S","G","H","H","H","H","H","H","H","H","H","H","H","H","H",3312,0,"Homemakers"
"3313","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","S","V","H","H","H","H","H","H","H",3313,0,"Homemakers"
"3314","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","S","V","H","H","H","H","H","H","H",3314,0,"Homemakers"
"3315","H","H","H","H","H","H","H","H","W","S","H","H","H","P","P","H","H","H","H","H","H","H","H","H",3315,0,"Homemakers"
"3316","H","H","H","H","H","H","H","H","H","P","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3316,0,"Homemakers"
"3317","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3317,1,"9-to-5ers"
"3318","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H","H",3318,1,"9-to-5ers"
"3319","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3319,0,"Homemakers"
"3320","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3320,0,"Homemakers"
"3321","H","H","H","H","H","H","H","H","H","X","W","W","W","W","W","W","W","W","H","H","H","H","H","H",3321,5,"Work-Life Balancers"
"3322","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3322,0,"Homemakers"
"3323","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3323,0,"Homemakers"
"3324","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3324,0,"Homemakers"
"3325","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3325,0,"Homemakers"
"3326","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3326,0,"Homemakers"
"3327","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3327,0,"Homemakers"
"3328","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3328,0,"Homemakers"
"3329","H","H","H","H","H","H","E","E","G","G","H","S","R","R","R","R","H","H","H","H","H","H","H","H",3329,2,"Afternoon Adventurers"
"3330","H","H","H","H","H","H","H","H","H","H","X","P","H","H","H","H","H","H","H","H","H","H","H","H",3330,0,"Homemakers"
"3331","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3331,1,"9-to-5ers"
"3332","H","H","H","H","H","H","H","H","H","V","E","E","E","D","D","D","H","H","H","H","H","H","H","H",3332,0,"Homemakers"
"3333","H","H","H","H","H","H","H","H","H","V","E","E","E","D","D","D","H","H","H","H","H","H","H","H",3333,0,"Homemakers"
"3334","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","H","H","H","H","H","H","H","H","H",3334,5,"Work-Life Balancers"
"3335","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","H","H","H","H","H","H",3335,0,"Homemakers"
"3336","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3336,1,"9-to-5ers"
"3337","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3337,0,"Homemakers"
"3338","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3338,5,"Work-Life Balancers"
"3339","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3339,0,"Homemakers"
"3340","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","H","H","H","H","H","H","H","H","H",3340,0,"Homemakers"
"3341","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","H","H","H","H","H","H","H","H","H",3341,0,"Homemakers"
"3342","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3342,0,"Homemakers"
"3343","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3343,1,"9-to-5ers"
"3344","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3344,1,"9-to-5ers"
"3345","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3345,0,"Homemakers"
"3346","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3346,1,"9-to-5ers"
"3347","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3347,1,"9-to-5ers"
"3348","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3348,1,"9-to-5ers"
"3349","H","H","H","H","H","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H","H","H","H","H",3349,0,"Homemakers"
"3350","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3350,1,"9-to-5ers"
"3351","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3351,0,"Homemakers"
"3352","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","S","H","H","H","X","H","H","H","H",3352,0,"Homemakers"
"3353","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","S","H","H","H","X","H","H","H","H",3353,0,"Homemakers"
"3354","H","H","H","H","H","H","D","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3354,1,"9-to-5ers"
"3355","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3355,1,"9-to-5ers"
"3356","H","H","H","H","H","H","H","E","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3356,0,"Homemakers"
"3357","H","H","H","H","H","X","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3357,1,"9-to-5ers"
"3358","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","E","H","H","H","H","H",3358,0,"Homemakers"
"3359","H","H","H","H","H","H","C","C","C","C","C","C","C","H","H","H","H","H","H","H","H","H","H","H",3359,6,"Students"
"3360","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3360,0,"Homemakers"
"3361","H","H","H","H","H","H","H","H","D","D","D","H","H","H","H","H","H","H","E","H","H","H","H","H",3361,0,"Homemakers"
"3362","H","H","H","H","H","H","C","C","C","C","C","C","C","C","C","H","H","H","E","H","H","H","H","H",3362,6,"Students"
"3363","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3363,0,"Homemakers"
"3364","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3364,0,"Homemakers"
"3365","H","H","H","H","H","H","W","W","W","W","G","G","W","H","H","H","H","H","H","H","H","H","H","H",3365,0,"Homemakers"
"3366","H","H","H","H","H","W","S","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3366,0,"Homemakers"
"3367","H","H","H","H","H","H","H","H","H","H","H","X","X","X","X","X","X","X","X","X","X","X","X","X",3367,0,"Homemakers"
"3368","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3368,0,"Homemakers"
"3369","H","H","H","H","H","H","H","H","W","W","W","W","H","W","W","W","W","H","H","H","H","H","H","H",3369,5,"Work-Life Balancers"
"3370","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3370,0,"Homemakers"
"3371","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3371,0,"Homemakers"
"3372","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3372,0,"Homemakers"
"3373","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3373,0,"Homemakers"
"3374","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","S","H","H","H","H","H","H","H",3374,1,"9-to-5ers"
"3375","H","H","H","H","H","H","H","S","S","S","H","H","E","S","S","S","H","H","H","H","H","H","H","H",3375,0,"Homemakers"
"3376","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3376,0,"Homemakers"
"3377","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","X","H","H","H","H","H","H",3377,5,"Work-Life Balancers"
"3378","H","H","H","H","H","H","H","H","H","H","H","V","V","H","H","H","H","H","H","H","H","H","H","H",3378,0,"Homemakers"
"3379","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","X","H","H","H","H","H","H",3379,0,"Homemakers"
"3380","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","S","H","H","H","H","H",3380,5,"Work-Life Balancers"
"3381","H","H","H","H","H","H","H","W","W","W","W","H","W","W","W","W","W","W","H","H","H","H","H","H",3381,1,"9-to-5ers"
"3382","H","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H","G","G","H","W","W","W",3382,0,"Homemakers"
"3383","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3383,1,"9-to-5ers"
"3384","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3384,0,"Homemakers"
"3385","H","H","H","H","H","H","H","H","E","E","S","S","H","H","H","H","R","R","R","H","H","H","H","H",3385,2,"Afternoon Adventurers"
"3386","H","H","H","H","H","H","H","H","H","H","H","G","G","H","H","H","R","R","R","H","H","H","H","H",3386,2,"Afternoon Adventurers"
"3387","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3387,1,"9-to-5ers"
"3388","H","H","H","H","H","H","H","H","H","H","H","D","H","H","H","H","H","H","H","H","H","V","H","H",3388,0,"Homemakers"
"3389","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","V","H","H",3389,0,"Homemakers"
"3390","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","D","R","R","R","R","H","H","H","H",3390,2,"Afternoon Adventurers"
"3391","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3391,0,"Homemakers"
"3392","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3392,0,"Homemakers"
"3393","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H",3393,1,"9-to-5ers"
"3394","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","D","H","H","H","H","H","H","H","H",3394,1,"9-to-5ers"
"3395","H","H","H","H","H","H","H","H","X","X","H","S","H","H","H","H","G","D","D","V","V","H","H","H",3395,4,"Socialites"
"3396","H","H","H","H","H","H","H","X","X","H","H","H","V","V","V","H","H","H","H","H","H","H","H","H",3396,0,"Homemakers"
"3397","H","H","H","H","H","H","W","W","W","W","H","H","H","H","H","W","W","W","H","H","H","H","H","H",3397,5,"Work-Life Balancers"
"3398","H","H","H","H","H","H","H","W","W","W","W","E","W","W","W","W","W","R","R","R","H","H","H","H",3398,1,"9-to-5ers"
"3399","H","H","H","H","H","H","H","D","H","H","H","H","H","H","D","H","H","H","R","R","H","H","H","H",3399,2,"Afternoon Adventurers"
"3400","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3400,0,"Homemakers"
"3401","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3401,0,"Homemakers"
"3402","H","H","H","H","H","H","R","R","R","R","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3402,2,"Afternoon Adventurers"
"3403","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3403,0,"Homemakers"
"3404","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3404,0,"Homemakers"
"3405","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3405,0,"Homemakers"
"3406","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3406,0,"Homemakers"
"3407","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3407,0,"Homemakers"
"3408","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3408,0,"Homemakers"
"3409","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","H","H","E","H","H","H","H","H",3409,0,"Homemakers"
"3410","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","E","H","H","H","H","H",3410,0,"Homemakers"
"3411","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3411,0,"Homemakers"
"3412","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3412,1,"9-to-5ers"
"3413","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3413,0,"Homemakers"
"3414","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3414,1,"9-to-5ers"
"3415","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3415,0,"Homemakers"
"3416","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3416,0,"Homemakers"
"3417","H","H","H","H","H","H","S","W","W","W","W","W","W","W","W","D","D","E","E","R","R","R","H","H",3417,1,"9-to-5ers"
"3418","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3418,0,"Homemakers"
"3419","H","H","H","H","H","H","H","H","H","S","G","H","G","G","G","H","H","H","H","H","H","H","H","H",3419,0,"Homemakers"
"3420","H","H","H","H","H","H","W","W","W","W","H","H","H","H","H","H","S","H","H","H","H","H","H","H",3420,0,"Homemakers"
"3421","H","H","H","H","H","H","H","H","H","H","W","H","H","H","H","H","H","H","H","H","H","H","H","H",3421,0,"Homemakers"
"3422","H","H","H","H","H","H","H","H","H","S","G","H","G","G","G","H","H","H","H","H","H","H","H","H",3422,0,"Homemakers"
"3423","H","H","H","H","H","H","H","H","H","H","D","G","G","G","D","G","G","D","H","H","H","H","H","H",3423,0,"Homemakers"
"3424","H","H","H","H","H","H","H","H","H","H","D","G","G","G","D","G","G","D","H","H","H","H","H","H",3424,0,"Homemakers"
"3425","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","W","W","W","W","W",3425,1,"9-to-5ers"
"3426","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","H","H","H","H","H","H","H","H","H",3426,0,"Homemakers"
"3427","H","H","H","H","H","H","H","H","W","W","W","W","W","S","S","C","C","C","C","H","H","H","H","H",3427,1,"9-to-5ers"
"3428","H","H","H","H","H","H","H","H","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",3428,0,"Homemakers"
"3429","H","H","H","H","H","H","H","H","D","P","P","P","P","P","D","H","V","V","H","H","H","H","H","H",3429,0,"Homemakers"
"3430","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","V","V","V","H","H","H","H",3430,1,"9-to-5ers"
"3431","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3431,0,"Homemakers"
"3432","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3432,0,"Homemakers"
"3433","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","E","E","H","H","H","H",3433,0,"Homemakers"
"3434","H","H","H","H","H","H","H","H","H","H","G","V","V","H","D","H","H","R","R","R","H","H","H","H",3434,2,"Afternoon Adventurers"
"3435","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","V","V","V","V","V","H",3435,1,"9-to-5ers"
"3436","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","W","W","W","W","H","H","H","H","H",3436,5,"Work-Life Balancers"
"3437","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","W","W","W","H","H","H","H",3437,0,"Homemakers"
"3438","H","H","H","H","H","H","H","R","R","R","R","R","R","H","W","W","W","W","W","W","W","W","W","H",3438,3,"Night-shifters"
"3439","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","E","H","H","H","H","H",3439,1,"9-to-5ers"
"3440","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3440,0,"Homemakers"
"3441","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3441,0,"Homemakers"
"3442","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3442,0,"Homemakers"
"3443","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3443,0,"Homemakers"
"3444","H","H","H","H","H","H","H","H","H","H","Z","Z","V","S","S","H","H","H","H","H","H","H","H","H",3444,0,"Homemakers"
"3445","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","V","V","V","V","H","H","H",3445,1,"9-to-5ers"
"3446","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","V","V","V","V","H","H","H",3446,1,"9-to-5ers"
"3447","H","H","H","H","H","H","H","P","G","H","H","H","H","P","P","H","H","H","H","H","H","H","H","H",3447,0,"Homemakers"
"3448","H","H","H","H","H","H","H","P","D","H","H","H","H","D","D","H","H","H","H","H","H","H","H","H",3448,0,"Homemakers"
"3449","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3449,0,"Homemakers"
"3450","H","H","H","H","H","H","H","H","G","V","V","V","V","V","V","V","G","H","H","H","H","H","H","H",3450,4,"Socialites"
"3451","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3451,0,"Homemakers"
"3452","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H",3452,1,"9-to-5ers"
"3453","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H","H",3453,0,"Homemakers"
"3454","H","H","H","H","H","H","H","H","H","H","X","E","H","H","H","H","H","H","H","H","H","H","H","H",3454,0,"Homemakers"
"3455","H","H","H","H","H","H","H","W","W","W","W","W","W","W","W","H","H","H","H","H","H","H","H","H",3455,1,"9-to-5ers"
"3456","H","H","H","H","H","H","H","H","H","P","H","S","S","S","H","H","H","H","H","H","H","H","H","H",3456,0,"Homemakers"
"3457","H","H","H","H","H","H","H","H","H","H","H","R","R","R","H","H","H","H","H","H","H","H","H","H",3457,2,"Afternoon Adventurers"
"3458","H","H","H","H","H","H","H","H","H","H","H","H","H","H","G","H","H","H","H","R","R","G","H","H",3458,2,"Afternoon Adventurers"
"3459","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","H","H","H","H","R","R","G","H","H",3459,1,"9-to-5ers"
"3460","H","H","H","H","H","H","W","W","W","W","W","W","W","W","W","W","H","H","R","R","R","H","H","H",3460,1,"9-to-5ers"
