P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,id
H,H,H,H,W,W,W,W,W,W,W,W,G,W,W,W,G,H,H,H,H,H,H,H,5958
H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,H,H,W,W,W,H,H,H,5959
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5960
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5961
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,X,E,E,E,H,H,H,5962
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,E,E,E,H,H,H,5963
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,E,E,E,G,H,H,H,H,5964
H,H,H,H,H,H,H,H,H,H,H,H,S,H,W,W,W,H,E,G,H,H,H,H,5965
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5966
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5967
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5968
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5969
H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,5970
H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,V,V,V,H,H,H,H,H,5971
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5972
H,H,H,H,H,H,H,H,H,D,D,S,S,S,H,H,H,H,H,H,H,H,H,H,5973
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5974
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,S,H,H,H,H,H,H,5975
H,H,H,H,H,H,H,H,H,S,S,S,S,S,S,S,S,H,H,H,H,H,H,H,5976
H,H,H,H,H,H,H,H,H,C,C,S,S,S,S,C,C,H,H,H,H,H,H,H,5977
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,H,5978
H,H,H,H,H,H,H,H,H,H,H,H,H,X,G,H,H,H,H,H,H,H,H,H,5979
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5980
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5981
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5982
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5983
H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,R,R,R,R,R,R,H,5984
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5985
H,H,H,H,H,H,H,H,H,P,P,G,V,V,H,H,H,H,H,H,H,H,H,H,5986
H,H,H,H,H,H,H,H,H,H,G,G,S,H,H,H,H,H,H,H,H,H,H,H,5987
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5988
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5989
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5990
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,5991
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,5992
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5993
H,H,H,H,H,H,H,H,H,G,G,H,H,W,W,W,W,W,W,W,W,W,H,H,5994
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5995
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,5996
H,H,H,H,H,H,H,H,H,P,P,H,H,H,P,G,H,H,H,H,H,H,H,H,5997
H,H,H,H,H,H,H,H,H,D,H,E,Z,G,H,H,H,H,H,H,H,H,H,H,5998
H,H,H,H,H,H,H,H,H,G,H,H,G,G,H,H,G,H,H,H,H,H,H,H,5999
H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,6000
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,6001
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6002
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,E,E,H,H,H,6003
H,H,H,H,H,H,H,H,W,W,W,X,W,W,W,W,W,G,H,E,E,H,H,H,6004
H,H,H,H,H,H,H,H,H,S,H,H,W,W,W,W,H,H,H,H,H,H,H,H,6005
H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6006
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6007
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6008
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6009
H,H,H,H,H,H,H,H,P,P,P,E,H,H,H,H,H,H,H,H,H,H,H,H,6010
H,H,H,H,H,H,H,H,H,H,H,H,E,H,H,H,H,H,V,V,V,V,V,H,6011
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6012
H,H,H,H,H,H,H,H,H,H,R,R,R,R,R,R,R,R,R,R,R,R,R,R,6013
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6014
H,H,H,H,H,H,H,H,H,H,H,V,V,V,G,H,H,H,H,H,H,H,H,H,6015
H,H,H,H,H,H,H,H,H,H,H,V,V,V,G,H,H,H,H,H,H,H,H,H,6016
H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,H,H,H,H,H,H,H,H,H,6017
H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,S,H,H,H,H,H,H,H,H,6018
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6019
H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,6020
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,G,H,H,H,H,H,6021
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,R,R,H,H,H,H,H,6022
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,X,X,X,H,H,H,6023
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6024
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6025
H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,6026
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,6027
H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6028
H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,W,W,W,W,H,H,H,H,H,6029
H,H,H,H,H,H,H,H,H,H,H,H,H,H,X,G,H,E,G,G,H,H,H,H,6030
H,H,H,H,H,H,H,H,X,X,H,H,H,H,H,H,H,E,G,G,H,H,H,H,6031
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6032
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6033
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,6034
H,H,H,H,H,H,G,W,W,W,W,W,W,W,W,S,P,P,H,H,H,H,H,H,6035
H,H,H,H,H,H,W,E,H,H,H,G,H,H,H,H,H,H,H,H,H,H,W,W,6036
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6037
H,H,H,H,X,H,W,W,W,W,W,W,W,W,W,Z,C,C,C,C,H,H,H,H,6038
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,6039
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6040
H,H,H,H,H,H,H,H,H,Z,Z,E,H,H,H,H,H,H,H,H,H,H,H,H,6041
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6042
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6043
H,H,H,H,H,H,H,H,H,X,X,X,X,H,H,H,H,H,H,H,H,H,H,H,6044
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,R,H,H,H,H,H,6045
H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,E,E,E,E,E,H,6046
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,X,H,H,H,H,6047
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,X,H,H,H,H,6048
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,6049
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,6050
H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,6051
H,H,H,H,H,H,H,H,H,H,H,H,H,S,G,G,H,H,H,H,H,H,H,H,6052
H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,6053
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6054
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,6055
H,H,H,H,H,H,H,H,H,H,G,W,W,W,W,W,W,W,W,W,W,W,W,W,6056
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6057
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6058
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,V,V,V,V,V,R,R,H,H,6059
H,H,H,H,H,H,H,R,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,6060
H,H,H,H,H,H,H,H,H,H,H,H,E,D,G,H,H,H,H,H,H,H,H,H,6061
H,H,H,H,H,H,H,P,E,H,H,H,E,H,H,H,H,H,H,H,H,H,H,H,6062
H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,H,H,E,E,H,H,H,H,6063
H,H,H,H,H,H,H,H,H,S,H,H,H,H,H,H,H,H,E,E,H,H,H,H,6064
H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,G,H,H,H,H,H,H,H,6065
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6066
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6067
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6068
H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,6069
H,H,H,H,H,H,W,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6070
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6071
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6072
H,H,H,H,H,H,H,H,H,X,X,G,H,H,H,H,H,H,H,H,H,H,H,H,6073
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6074
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6075
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6076
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6077
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,X,W,W,W,W,W,H,H,6078
H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,6079
H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,D,D,D,D,D,D,D,D,D,6080
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6081
H,H,H,H,H,H,H,H,Z,Z,S,S,S,S,S,S,S,S,S,S,S,S,S,S,6082
H,H,H,H,H,H,H,P,Z,Z,P,P,P,P,P,P,P,P,P,P,P,P,P,P,6083
H,H,H,H,H,H,H,H,R,R,R,G,G,G,H,H,H,G,H,H,H,H,H,H,6084
H,H,H,H,H,H,H,H,H,W,W,W,W,G,H,H,H,R,R,R,R,R,R,H,6085
H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,6086
H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,6087
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6088
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6089
H,H,H,H,H,H,H,H,H,H,H,V,V,V,V,G,G,G,G,V,V,V,V,V,6090
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6091
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,X,H,H,H,H,6092
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6093
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6094
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6095
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6096
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6097
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6098
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6099
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6100
H,H,H,H,H,H,H,W,W,W,W,W,W,G,W,W,H,H,H,H,H,H,H,H,6101
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6102
H,H,H,H,H,H,H,H,H,H,X,X,X,H,H,H,H,H,H,H,H,H,H,H,6103
H,H,H,H,H,H,H,H,X,X,H,H,R,G,H,H,H,H,H,H,H,H,H,H,6104
H,H,H,H,H,H,H,W,W,W,W,E,W,W,W,W,H,H,H,H,H,H,H,H,6105
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,X,H,H,H,H,6106
H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,R,R,R,H,H,H,6107
H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,H,6108
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6109
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6110
H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,D,D,D,D,D,D,D,V,V,6111
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,V,V,6112
H,H,H,H,H,H,H,H,H,H,P,H,H,H,H,H,H,H,H,H,H,H,H,H,6113
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6114
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6115
H,H,H,H,H,H,H,H,H,H,H,H,V,E,G,H,H,H,H,H,H,H,H,H,6116
H,H,H,H,H,H,H,H,H,H,H,H,V,E,G,H,H,H,H,H,H,H,H,H,6117
H,H,H,H,H,H,H,W,W,W,P,P,H,W,W,W,W,H,H,H,H,H,H,H,6118
H,H,H,H,H,H,H,W,W,W,W,W,G,G,H,H,H,H,H,H,H,H,H,H,6119
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6120
H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,X,H,H,H,6121
H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,X,H,H,H,6122
H,H,H,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H,H,H,6123
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6124
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6125
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,Z,V,V,V,V,H,H,H,H,6126
H,H,H,H,H,H,H,H,H,W,W,E,E,H,H,H,H,H,E,E,H,H,H,H,6127
H,H,H,H,H,H,H,H,H,W,W,E,E,H,H,H,H,H,E,E,H,H,H,H,6128
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,G,H,H,H,H,H,H,6129
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6130
H,H,H,H,H,H,G,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6131
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,6132
H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,G,X,X,H,H,H,H,H,6133
H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6134
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6135
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6136
H,H,H,H,H,H,H,Z,Z,Z,Z,Z,Z,H,H,H,H,H,H,H,H,H,H,H,6137
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,H,H,H,H,H,6138
H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,H,6139
H,H,H,H,H,H,H,H,H,E,E,G,P,P,P,G,E,H,H,H,H,H,H,H,6140
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6141
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6142
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,6143
H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,E,W,W,W,W,R,R,H,6144
H,H,H,H,H,H,H,H,X,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,6145
H,H,H,H,H,D,H,W,W,W,W,W,S,H,H,H,H,H,H,H,H,H,H,H,6146
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,V,V,H,H,H,H,H,6147
H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,6148
H,H,H,H,H,H,H,H,H,H,V,E,E,E,V,V,V,V,R,R,R,R,V,V,6149
H,H,H,H,H,H,H,H,H,H,V,E,E,E,V,V,V,V,V,V,V,V,V,V,6150
H,H,H,H,H,H,H,H,P,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6151
H,H,H,H,H,H,H,H,H,H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,6152
H,H,H,H,H,H,H,H,S,G,G,H,H,V,V,V,V,V,V,V,V,H,H,H,6153
H,H,H,H,H,H,H,H,S,S,V,V,V,V,V,S,S,H,H,H,H,H,H,H,6154
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6155
H,H,H,H,H,H,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,H,6156
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6157
H,H,H,H,H,H,Z,H,H,H,H,S,G,G,H,H,H,H,H,H,H,H,H,H,6158
H,H,H,H,H,H,H,E,W,W,W,W,G,W,W,W,D,R,R,H,H,H,H,H,6159
H,H,H,H,H,H,H,H,H,W,W,W,W,H,W,W,W,W,H,H,H,H,H,H,6160
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,S,E,H,H,H,H,H,H,H,6161
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6162
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6163
H,H,H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,H,H,H,H,H,H,6164
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6165
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6166
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6167
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6168
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6169
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6170
H,H,H,H,H,H,H,H,Z,Z,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6171
H,H,H,H,H,H,H,H,H,H,G,H,H,G,H,H,H,H,H,H,H,H,H,H,6172
H,H,H,H,H,H,H,C,C,C,C,H,C,C,C,C,C,H,H,H,H,H,H,H,6173
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6174
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6175
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6176
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6177
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,X,H,H,H,H,H,6178
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6179
H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,E,H,H,H,H,H,H,H,6180
H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,G,H,H,H,H,H,H,H,H,6181
H,H,H,H,H,H,H,H,W,P,P,P,G,E,H,H,H,H,W,W,H,H,H,H,6182
H,H,H,H,H,H,H,H,H,P,P,P,G,H,H,H,H,H,H,H,H,H,H,H,6183
H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6184
H,H,H,H,H,H,H,H,X,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6185
H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,6186
H,H,H,H,H,H,H,H,H,H,P,E,G,H,H,H,H,H,H,H,H,H,H,H,6187
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,W,W,H,H,H,6188
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6189
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6190
H,H,H,H,H,H,H,H,H,S,S,R,R,R,R,R,R,R,H,H,H,H,H,H,6191
H,H,H,H,H,H,H,H,H,S,S,R,R,R,R,R,R,R,H,H,H,H,H,H,6192
H,H,H,H,H,H,H,H,H,H,H,H,E,H,H,H,H,H,R,R,E,E,H,H,6193
H,H,H,H,H,H,H,H,H,H,P,E,H,H,H,H,H,H,H,H,H,H,H,H,6194
H,H,H,H,H,H,H,H,H,H,H,H,H,G,V,H,E,E,H,H,H,H,H,H,6195
H,H,H,H,H,H,H,H,H,H,G,G,G,G,V,H,E,E,H,H,H,H,H,H,6196
H,H,H,H,H,H,H,H,H,H,Z,Z,Z,Z,E,H,H,H,H,H,H,H,H,H,6197
H,H,H,H,H,H,H,H,H,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,6198
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6199
H,H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6200
H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,6201
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6202
H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,6203
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,6204
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,D,H,H,H,H,H,H,H,6205
H,H,H,H,H,H,H,H,H,R,R,R,H,H,H,H,H,H,H,H,H,H,H,H,6206
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6207
H,H,H,H,H,H,H,H,H,H,H,E,E,G,R,H,G,H,H,H,H,H,H,H,6208
H,H,H,H,H,H,H,H,H,H,H,E,E,G,R,H,H,H,H,H,H,H,H,H,6209
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6210
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6211
H,H,H,H,H,H,H,H,H,X,V,V,H,H,H,H,H,H,H,H,H,H,H,H,6212
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6213
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,6214
H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,H,H,H,6215
H,H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6216
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6217
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6218
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6219
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6220
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6221
H,H,H,H,H,H,H,H,H,H,X,H,H,W,W,W,W,W,W,W,W,H,H,H,6222
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,W,X,X,H,H,H,H,6223
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6224
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6225
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6226
H,H,H,H,H,H,H,H,H,H,H,H,H,W,W,W,H,E,H,H,H,H,H,H,6227
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,6228
H,H,H,H,H,H,H,W,W,W,W,W,W,W,W,W,W,H,H,H,H,H,H,H,6229
