	Von	Name	Nach	Name	Nr. 1007
496	234	Elbbrücken	263	Fischmarkt	102,06
497	234	Elbbrücken	264	U/S Landungsbrücken	94,66
498	234	Elbbrücken	265	Holztwiete	65,66
499	234	Elbbrücken	266	Halbmondsweg	38,15
500	234	Elbbrücken	267	St. Pauli Hafenstr	116,59
501	234	Elbbrücken	268	Glinde, Zeugamt	44,36
502	234	Elbbrücken	269	Jenischhaus	53,3
503	234	Elbbrücken	270	Lippeltstr	114,78
504	234	Elbbrücken	271	Hohenzollernring(Süd	2,96
505	234	Elbbrücken	272	Süderstr	62,19
506	234	Elbbrücken	273	Liebermannstr	12,79
507	234	Elbbrücken	274	S Königstr	46,82
508	234	Elbbrücken	275	Schiffbeker Höhe	47,04
509	234	Elbbrücken	276	Altona, Rathaus	34,81
510	234	Elbbrücken	277	Horner Rampe	16,36
511	234	Elbbrücken	278	U Rödingsmarkt	337,86
512	234	Elbbrücken	279	Rothestr	8,89
513	234	Elbbrücken	280	Domstr	219,51
514	234	Elbbrücken	281	Vierbergen	14,99
515	234	Elbbrücken	282	Luisenweg	89,7
516	234	Elbbrücken	283	Diagonalstr	145,53
517	234	Elbbrücken	284	Ohe, Am Sportplatz	21,11
518	234	Elbbrücken	285	Neuschönn. Schule	21,17
519	234	Elbbrücken	286	Sieberlingstr	65,4
520	234	Elbbrücken	287	Philosophenweg	3,35
521	234	Elbbrücken	288	U Steinstr	228,06
522	234	Elbbrücken	289	S Reeperbahn	282,45
523	234	Elbbrücken	290	Ausschläger Weg (Ver	91,13
524	234	Elbbrücken	292	Adolphsplatz	76,8
525	234	Elbbrücken	293	S Stadthausbrücke	449,38
526	234	Elbbrücken	294	Bahrenfelder Str	9,38
527	234	Elbbrücken	295	Michaeliskirche	103,35
528	234	Elbbrücken	296	Grosse Bergstr	34,1
529	234	Elbbrücken	297	Davidstr	3,38
530	234	Elbbrücken	298	U St. Pauli	5,18
531	234	Elbbrücken	299	U Rathaus Rathausmar	87,07
532	234	Elbbrücken	300	Glinde, Friedhof	74,03
533	234	Elbbrücken	301	Querkamp	0,26
534	234	Elbbrücken	302	Borstelmannsweg	32,71
535	234	Elbbrücken	303	Gerhart-Hauptmann-Pl	226,63
536	234	Elbbrücken	304	Bf. Altona Gl 3-4	11,76
537	234	Elbbrücken	305	Museum für Hambg Ges	78,61
538	234	Elbbrücken	306	Culinstrasse	60,48
539	234	Elbbrücken	307	Paul-Roosen-Str.	173,5
540	234	Elbbrücken	308	Steintorwall/Hbf.	274,19
541	234	Elbbrücken	309	Hbf./Steint (ZOB)	9,42
542	234	Elbbrücken	310	Axel-Springer-Platz	29,91
543	234	Elbbrücken	311	Bleickenallee	3,47
544	234	Elbbrücken	312	Agathe-Lasch-Weg	1,46
545	234	Elbbrücken	313	Parkstr/Kl Flottb We	4,98
546	234	Elbbrücken	314	Hauptbahnhof/Kirchen	118,15
547	234	Elbbrücken	315	U Jungfernstieg	97,07
548	234	Elbbrücken	316	Nienstedten, Friedho	16,82
549	234	Elbbrücken	317	U/S Berliner Tor	13,41
550	234	Elbbrücken	318	Am Hirschpark	64,13
551	234	Elbbrücken	319	Friedensallee	54,62
552	234	Elbbrücken	320	W. Koch Stadion	60,96
553	234	Elbbrücken	321	Borgfelder Str	6,22
554	234	Elbbrücken	322	Friedhof Diebsteich	40,36
555	234	Elbbrücken	323	J.-Brahms-Platz	35,47
556	234	Elbbrücken	324	Sandkamp	2,03
557	234	Elbbrücken	325	Hübbesweg	50,83
558	234	Elbbrücken	326	Gerichtstr	15,71
559	234	Elbbrücken	327	AKH Altona	4,01
560	234	Elbbrücken	328	Rupertistr (Mitte)	16,58
561	234	Elbbrücken	329	Ferdinandstor	48,99
562	234	Elbbrücken	330	U Gänsemarkt	64,42
563	234	Elbbrücken	331	Meriandamm	25,79
564	234	Elbbrücken	332	Schröder Siedlung	21,1
565	234	Elbbrücken	333	U Burgstr	107,14
566	234	Elbbrücken	334	Sievekingplatz	17,43
567	234	Elbbrücken	335	Beim Hammer Marktpla	18,65
568	234	Elbbrücken	336	Charitas-B-Treppe	58,59
569	234	Elbbrücken	337	Südeingang	0,51
570	234	Elbbrücken	338	U Lohmühlenstr	26,12
571	234	Elbbrücken	339	Thadenstr.(West)	55,31
572	234	Elbbrücken	340	Jungestr	42,99
573	234	Elbbrücken	341	U Feldstr	182,35
574	234	Elbbrücken	342	Oesterleystr	57,41
575	234	Elbbrücken	343	S Klein Flottbek	9,03
576	234	Elbbrücken	344	O` Swaldstr.	4,54
577	234	Elbbrücken	345	U Stephansplatz	261,46
578	234	Elbbrücken	346	Stoltenstr	1,15
579	234	Elbbrücken	347	S Bahrenfeld	15,86
580	234	Elbbrücken	348	S Othmarschen	7,86
581	234	Elbbrücken	349	Gurlittstr	22,46
582	234	Elbbrücken	350	Godeffroystr	62,03
583	234	Elbbrücken	351	Waseberg	58,77
584	234	Elbbrücken	352	Neuer Pferdemarkt	20,72
585	234	Elbbrücken	353	Hamburg Messe (Ostei	15,25
586	234	Elbbrücken	354	U Lübecker Str	12,34
587	234	Elbbrücken	355	Schützenstr (Süd)	4,24
588	234	Elbbrücken	356	Caspar-Voght-Str	14,78
589	234	Elbbrücken	357	S Hochkamp	7,84
590	234	Elbbrücken	358	Saling	57,91
591	234	Elbbrücken	359	BAB Auffahrt Horn	19,8
592	234	Elbbrücken	360	Congress Centrum Ham	16,76
593	234	Elbbrücken	361	Heinrich-Hertz-Turm	18,33
594	234	Elbbrücken	362	Sternbrücke	34,53
595	234	Elbbrücken	363	Sternbergweg	1,78
596	234	Elbbrücken	364	Carl-Petersen-Str	12,44
597	234	Elbbrücken	365	S Holstenstr	16,5
598	234	Elbbrücken	366	Wilmans Park	62,37
599	234	Elbbrücken	367	S Blankenese	112,62
600	234	Elbbrücken	368	Dannerallee	0,14
601	234	Elbbrücken	369	Schützenstr (Mitte)	3,36
602	234	Elbbrücken	370	Kaltenkircher Platz	15,1
603	234	Elbbrücken	371	Am Husarendenkmal	6,38
604	234	Elbbrücken	372	Bornkampsweg	2,81
605	234	Elbbrücken	373	Schulterblatt	43,25
606	234	Elbbrücken	374	Fuchsbergredder	0,8
607	234	Elbbrücken	375	Staatsbibliothek	15,77
608	234	Elbbrücken	376	Böcklinstr	2,84
609	234	Elbbrücken	377	Stemwarde, Bahnhofst	18,84
610	234	Elbbrücken	378	Hemmingstedter Weg	7,4
611	234	Elbbrücken	379	Graumannsweg	9,51
612	234	Elbbrücken	380	Björnsonweg	62,49
613	234	Elbbrücken	381	U Wartenau	42,67
614	234	Elbbrücken	382	U/S Sternschanze	46,65
615	234	Elbbrücken	383	Tietzestr	0,68
616	234	Elbbrücken	384	U Uhlandstr	34,71
617	234	Elbbrücken	385	Silcherstr	32,21
618	234	Elbbrücken	386	Alsenplatz	9,6
619	234	Elbbrücken	387	S Hasselbrook	41,25
620	234	Elbbrücken	388	Fontenay	15,96
621	234	Elbbrücken	389	Flottbeker Kirche	7,57
622	234	Elbbrücken	390	S Diebsteich	10,31
623	234	Elbbrücken	391	Augustenburger Str	10,36
624	234	Elbbrücken	392	Grindelhof	42,76
625	234	Elbbrücken	393	Uferstr	36,42
626	234	Elbbrücken	394	Anne-Frank-Strasse	14,37
627	234	Elbbrücken	395	Büchsenschinken	21,1
628	234	Elbbrücken	396	Schlump/Bundesstr	16,2
629	234	Elbbrücken	397	WEDEL,HANS-BOECKLER-	2,35
630	234	Elbbrücken	398	Schulau, Fähre	3,39
631	234	Elbbrücken	399	Fichtestrasse	11,97
632	234	Elbbrücken	400	Hof Bockhorst	0,39
633	234	Elbbrücken	401	U Christuskirche	12,79
634	234	Elbbrücken	402	AKH Wandsbek	3,9
635	234	Elbbrücken	403	ELBE-EINKAUFSZENTRUM	1,78
636	234	Elbbrücken	404	Museum für Völkerkun	16,32
637	234	Elbbrücken	405	Hammer Str	20,23
638	234	Elbbrücken	406	Gymnasium Marienthal	4,68
639	234	Elbbrücken	407	U Mundsburg	58,79
640	234	Elbbrücken	408	Gustav-Adolf-Str	3,41
641	234	Elbbrücken	409	S Wandsbek	3,98
642	234	Elbbrücken	410	Flurkamp	1,74
643	234	Elbbrücken	411	Tinsdaler Heideweg	8,6
644	234	Elbbrücken	412	Fruchtallee	14,94
645	234	Elbbrücken	413	Marlowring	2,69
646	234	Elbbrücken	414	Bergredder	77,77
647	234	Elbbrücken	415	Zum Hünengrab/Desy	5,39
648	234	Elbbrücken	416	Wulfsdal	11,58
649	234	Elbbrücken	417	Barsbütteler Stieg	4,36
650	234	Elbbrücken	418	FRIEDHOF HOLSTENKAMP	21,68
651	234	Elbbrücken	419	Bahrenfeld, Trabrenn	4,25
652	234	Elbbrücken	420	Grindelberg	14,94
653	234	Elbbrücken	421	Rodigallee (Ost)	6,13
654	234	Elbbrücken	422	Darbovenstieg	7,33
655	234	Elbbrücken	423	Parkallee	15,04
656	234	Elbbrücken	424	Alsterchaussee	127,66
657	234	Elbbrücken	425	Averhoffstr	3,9
658	234	Elbbrücken	426	U Wandsbek-Markt	32,76
659	234	Elbbrücken	427	Stemwarde, Ort	18,84
660	234	Elbbrücken	428	Isfeldkamp	4,6
661	234	Elbbrücken	429	Maxstrasse	11,04
662	234	Elbbrücken	430	Industriestr (Nord)	0,93
663	234	Elbbrücken	431	Schlankreye	11,78
664	234	Elbbrücken	432	Jenfelder Str	7,6
665	234	Elbbrücken	433	Josephstr.	3,51
666	234	Elbbrücken	434	Schulweg	9,76
667	234	Elbbrücken	435	Armbruststr	3,43
668	234	Elbbrücken	436	Gluckstr	4,28
669	234	Elbbrücken	437	Sandort	1,42
670	234	Elbbrücken	438	Ernst-Barlach-Schule	4,13
671	234	Elbbrücken	439	Wendemuthstr	3,59
672	234	Elbbrücken	440	Postamt Am Neumarkt	4,39
673	234	Elbbrücken	441	U Osterstr	19,51
674	234	Elbbrücken	442	Beethovenstr	27,43
675	234	Elbbrücken	443	Herwigredder	3,06
676	234	Elbbrücken	444	Bismarckstr	9,06
677	234	Elbbrücken	445	Oberstr	12,63
678	234	Elbbrücken	446	S Friedrichsberg	46,84
679	234	Elbbrücken	447	Apostelkirche	11,49
680	234	Elbbrücken	448	Luruper Chaussee/Des	9,38
681	234	Elbbrücken	449	U Hoheluftbrücke	13,58
682	234	Elbbrücken	450	Sophienterasse	12,69
683	234	Elbbrücken	451	Holzmühlenstr	5,64
684	234	Elbbrücken	452	Achtern Styg	2,37
685	234	Elbbrücken	453	Mühlenkamp/Hofweg	1,9
686	234	Elbbrücken	454	Herderstr	50,35
687	234	Elbbrücken	455	S Iserbrook	3,42
688	234	Elbbrücken	456	S Sülldorf	2,01
689	234	Elbbrücken	457	Lederstr	2,39
690	234	Elbbrücken	458	Hogrevestr	3,49
691	234	Elbbrücken	459	Eppendorfer Weg	9,35
692	234	Elbbrücken	460	Glatzer Str	5,45
693	234	Elbbrücken	461	Krankenhaus Rissen	2,33
694	234	Elbbrücken	462	AKH Eilbek, Nordeing	4,52
695	234	Elbbrücken	463	S Langenfelde	4,3
696	234	Elbbrücken	464	Wandsbeker Allee	4,05
697	234	Elbbrücken	465	Croningstr	4,32
698	234	Elbbrücken	466	Kurfürstenstr	3,46
699	234	Elbbrücken	467	S Wedel	4,84
700	234	Elbbrücken	468	S Rissen	2,44
701	234	Elbbrücken	469	Högenstr	11,6
702	234	Elbbrücken	470	U Dehnhaide	35,58
703	234	Elbbrücken	471	Liegnitzer Str	6,97
704	234	Elbbrücken	472	Schimmelmannstr (Ost	3,79
705	234	Elbbrücken	473	Walddörferstr	2,42
706	234	Elbbrücken	474	Heerbrook	4,68
707	234	Elbbrücken	475	Krausestr	54,38
708	234	Elbbrücken	476	Am Brink	42,33
709	234	Elbbrücken	477	Eidelstedter Weg	16,45
710	234	Elbbrücken	478	Biedermannplatz	36,46
711	234	Elbbrücken	479	Flachsland	5,07
712	234	Elbbrücken	480	U Klosterstern	4,2
713	234	Elbbrücken	481	U Lutterothstr	16,86
714	234	Elbbrücken	482	Gertigstr	10,87
715	234	Elbbrücken	483	Eppendorfer Weg (Ost	61,11
716	234	Elbbrücken	484	Wedel, Markt	0,98
717	234	Elbbrücken	485	U Strassburger Str	19,18
718	234	Elbbrücken	486	Streekbrücke	22,72
719	234	Elbbrücken	487	Tonndorf	8,54
720	234	Elbbrücken	488	Kressenweg	5,4
721	234	Elbbrücken	489	Langenfelder Damm	4,2
722	234	Elbbrücken	490	U Eppendorfer Baum	8,6
723	234	Elbbrücken	491	Olivaer Str	1,43
724	234	Elbbrücken	492	Grossheidestr	19,38
725	234	Elbbrücken	493	Kuddewörde	15,91
726	234	Elbbrücken	494	Berliner Platz	3,31
727	234	Elbbrücken	495	F-Ebert-Damm  (West)	4,41
728	234	Elbbrücken	496	Tannenberg (Hauptfri	7,18
729	234	Elbbrücken	497	U Alter Teichweg	1,49
730	234	Elbbrücken	498	Immenbusch	10,93
731	234	Elbbrücken	499	S Wandsbek Ost (Tonn	13,3
732	234	Elbbrücken	500	U Saarlandstr	3,55
733	234	Elbbrücken	501	Semperstr	17,47
734	234	Elbbrücken	502	Dorotheenstr	2,26
735	234	Elbbrücken	503	Wachtelstr	6,83
736	234	Elbbrücken	504	Löwenstr	8,46
737	234	Elbbrücken	505	U/S Barmbek	9,2
738	234	Elbbrücken	506	S Stellingen	7,3
739	234	Elbbrücken	507	Kümmellstr	18,09
740	234	Elbbrücken	508	Flurstrasse	10,78
741	234	Elbbrücken	509	Julius-Vosseler-Str	18,26
742	234	Elbbrücken	510	Egenbüttelweg	2,22
743	234	Elbbrücken	511	U Borgweg	2,62
744	234	Elbbrücken	512	U Sierichstr	1,34
745	234	Elbbrücken	513	Schulstr  Stellau	18,84
746	234	Elbbrücken	514	Sorenkoppel	1,1
747	234	Elbbrücken	515	Rausdorf (Ost)	11,37
748	234	Elbbrücken	516	Veilchenweg	6,7
749	234	Elbbrücken	517	HELLGRUNDWEG	3,43
750	234	Elbbrücken	518	Liliencronstr	4,04
751	234	Elbbrücken	519	Volksparkstr	4,86
752	234	Elbbrücken	520	Hellbrookstr	11,66
753	234	Elbbrücken	521	WACHTELWEG	3,96
754	234	Elbbrücken	522	Ebeersreye	7,27
755	234	Elbbrücken	523	Wilsonstr	0,36
756	234	Elbbrücken	524	Ortsamt Stellingen	6,38
757	234	Elbbrücken	525	Tilsiter Str	14,35
758	234	Elbbrücken	526	Hellbrookbrücke	4,15
759	234	Elbbrücken	527	Aneken	1,61
760	234	Elbbrücken	528	U Hagenbecks Tierpar	12,4
761	234	Elbbrücken	529	U Habichtstr	8,77
762	234	Elbbrücken	530	Stemmeshay	0,94
763	234	Elbbrücken	531	Eppendorf, Markt	3,51
764	234	Elbbrücken	532	Vosskulen	22,56
765	234	Elbbrücken	533	Farnhornweg	1,95
766	234	Elbbrücken	534	U Hudtwalckerstrasse	1,45
767	234	Elbbrücken	535	Lokstedter Weg	4,67
768	234	Elbbrücken	536	Kronshorst	11,37
769	234	Elbbrücken	537	Hermann-Kaufmann-Str	5,44
770	234	Elbbrücken	538	Waldwinkel	2,04
771	234	Elbbrücken	539	A/S Eidelstedt	2,8
772	234	Elbbrücken	540	Winterhude, Markt	7,06
773	234	Elbbrücken	541	Steinberg Wedel	1,05
774	234	Elbbrücken	542	Habichtplatz	18,59
775	234	Elbbrücken	543	Recknitzstr	5,17
776	234	Elbbrücken	544	Heinrich-Helbing-Str	9,6
777	234	Elbbrücken	545	Loher Str	5,44
778	234	Elbbrücken	546	Schillingsbekweg	21,83
779	234	Elbbrücken	547	Engelbrechtweg	7,45
780	234	Elbbrücken	548	Schubackstr	4,16
781	234	Elbbrücken	549	BAB Auffahrt Stellin	3,37
782	234	Elbbrücken	550	Gazellenkamp	3,1
783	234	Elbbrücken	551	Frickestr	2,08
784	234	Elbbrücken	552	Deelwisch	2,03
785	234	Elbbrücken	553	Hellbrookkamp	2,95
786	234	Elbbrücken	554	S Alte Wöhr	9,59
787	234	Elbbrücken	555	Wandsbeker Str.(Mitt	9,74
788	234	Elbbrücken	556	Ohlsdorfer Str	5,17
789	234	Elbbrücken	557	SCHENEFELD, PARKSTIE	6,26
790	234	Elbbrücken	558	Siemersplatz	3,96
791	234	Elbbrücken	559	Tunierstieg	10,43
792	234	Elbbrücken	560	Amtsstr	1,03
793	234	Elbbrücken	561	Langbargheide	2,94
794	234	Elbbrücken	562	Pinneberger Str, Wed	1,05
795	234	Elbbrücken	563	Jevenstedter Str	3,09
796	234	Elbbrücken	564	U Trabrennbahn	1,51
797	234	Elbbrücken	565	Jahnring (Mitte)	1,01
798	234	Elbbrücken	566	Paracelsusstr	4,82
799	234	Elbbrücken	567	AKH Barmbek	5,6
800	234	Elbbrücken	568	Uetersener Weg	4,42
801	234	Elbbrücken	569	U Lattenkamp	7,83
802	234	Elbbrücken	570	Nedderfeld (Ost)	2,92
803	234	Elbbrücken	571	Überseering (West)	7,75
804	234	Elbbrücken	572	Wandsbeker Str	10,43
805	234	Elbbrücken	573	Pulverhofsweg	1,92
806	234	Elbbrücken	574	Wilhelm-Grimm-Str	2,64
807	234	Elbbrücken	575	S Elbgaustr	6,57
808	234	Elbbrücken	576	Orchideenstieg	0,44
809	234	Elbbrücken	577	Nedderfeld (Kehre)	6,42
810	234	Elbbrücken	578	Karl-Müller-Ring	4,5
811	234	Elbbrücken	579	Langenfort	2,3
812	234	Elbbrücken	580	U Hagendeel	1,79
813	234	Elbbrücken	581	Fabriciusstr  (Mitte	11,27
814	234	Elbbrücken	582	Grelckstrasse	7,27
815	234	Elbbrücken	583	Rahlstedter Weg (Mit	3,32
816	234	Elbbrücken	584	Kapstadtring	8,66
817	234	Elbbrücken	585	Trittau, Rathaus	15,92
818	234	Elbbrücken	586	Grosslohe	4,68
819	234	Elbbrücken	587	BAUMLAEUFERWEG	5,53
820	234	Elbbrücken	588	Reichsbahnstr	3,2
821	234	Elbbrücken	589	Schenefeld, Jahnstr	6,24
822	234	Elbbrücken	590	Wilhelm-Metzger-Str	0,45
823	234	Elbbrücken	591	Rosenbrook	0,41
824	234	Elbbrücken	592	Trittau, Fehrsweg	15,91
825	234	Elbbrücken	593	Sydneystr	7,64
826	234	Elbbrücken	594	Niendorfer Gehege	2,31
827	234	Elbbrücken	595	Stapelfeld, Ort	11,36
828	234	Elbbrücken	596	S Rahlstedt	2,61
829	234	Elbbrücken	597	Sieker Landstr	2,55
830	234	Elbbrücken	598	Hebebrandstr	4,83
831	234	Elbbrücken	599	S Rübenkamp	14,24
832	234	Elbbrücken	600	Rahnstr	5,77
833	234	Elbbrücken	601	Hindenburgstr	7,69
834	234	Elbbrücken	602	Tegelweg	4,29
835	234	Elbbrücken	603	Ellernreihe (Mitte)	6,01
836	234	Elbbrücken	604	Inselstr	0,31
837	234	Elbbrücken	605	U Farmsen	2,52
838	234	Elbbrücken	606	Graf-Goltz-Kaserne	3,97
839	234	Elbbrücken	607	Fabriciusstr	2,26
840	234	Elbbrücken	608	Haffkruger Weg	4,09
841	234	Elbbrücken	609	Stapelf, Zur Windmüh	11,37
842	234	Elbbrücken	610	Eichenlohweg	5,16
843	234	Elbbrücken	611	Alter Zollweg	4,06
844	234	Elbbrücken	612	Niendorfer Str	7,35
845	234	Elbbrücken	613	Stavenhagenstr	23,48
846	234	Elbbrücken	614	Lohkampstr 45	3,86
847	234	Elbbrücken	615	Alfred-Mahlau-Weg	5,54
848	234	Elbbrücken	616	A Eidelstedt Ost	2,56
849	234	Elbbrücken	617	Gründgensstr (West)	5,36
850	234	Elbbrücken	618	Warnckesweg	1,29
851	234	Elbbrücken	619	Sengelmannstr.	5,07
852	234	Elbbrücken	620	Rönkkoppel	5,41
853	234	Elbbrücken	621	Pflugacker	2,63
854	234	Elbbrücken	622	Vogt-Cordes-Damm	1,97
855	234	Elbbrücken	623	Schmuckshöhe	1,95
856	234	Elbbrücken	624	Feldschmiede	0,53
857	234	Elbbrücken	625	Bramfeld, Dorfplatz	5,8
858	234	Elbbrücken	626	Hallenbad Bramfeld	2,54
859	234	Elbbrücken	627	Meilsdorfer Damm	11,37
860	234	Elbbrücken	628	Feldrosenweg	3,37
861	234	Elbbrücken	629	Erich-Ziegel-Ring	5,28
862	234	Elbbrücken	630	Eichwischen	0,65
863	234	Elbbrücken	631	Wiebischenkamp	2,29
864	234	Elbbrücken	632	Greifenberger Str	3,7
865	234	Elbbrücken	633	Am Licentiatenberg	0,39
866	234	Elbbrücken	634	S Krupunder	6,93
867	234	Elbbrücken	635	Stiftung Alsterdorf	4,16
868	234	Elbbrücken	636	Alsterkrugch. (Mitte	5,76
869	234	Elbbrücken	637	Bargteheider Str	2,54
870	234	Elbbrücken	638	Halstenbek, Dockenh.	6,62
871	234	Elbbrücken	639	U Niendorf-Markt	24,51
872	234	Elbbrücken	640	Hermelinweg	0,44
873	234	Elbbrücken	641	Halstenbeker Stieg	3,69
874	234	Elbbrücken	642	Furchenacker	2,39
875	234	Elbbrücken	643	Neusurenland	0,49
876	234	Elbbrücken	644	Berner Chaussee	5,68
877	234	Elbbrücken	645	Bramfeld See	5,16
878	234	Elbbrücken	646	Lufthansa-Werft	0,4
879	234	Elbbrücken	647	Trittau Nordschule	15,92
880	234	Elbbrücken	648	Kapelle  4	2,83
881	234	Elbbrücken	649	Rauchschwalbenweg	4,85
882	234	Elbbrücken	650	Röntgenstr	2,54
883	234	Elbbrücken	651	Fahrenkrön	8,06
884	234	Elbbrücken	652	U/S Ohlsdorf	5,71
885	234	Elbbrücken	653	Pfefferberg, oben	11,37
886	234	Elbbrücken	654	Schneehuhnkamp	3,56
887	234	Elbbrücken	655	Fuhlsbütteler Weg	2,21
888	234	Elbbrücken	656	Busbrookhöhe	0,47
889	234	Elbbrücken	657	Bindfeldweg	2,23
890	234	Elbbrücken	658	Sandkrugweg	1,98
891	234	Elbbrücken	659	Eidelstedter Brook	3,5
892	234	Elbbrücken	660	Krieger-Ehrenallee	2,34
893	234	Elbbrücken	661	Herzog-Bruno-Weg	2,21
894	234	Elbbrücken	662	Kapelle  9	3,28
895	234	Elbbrücken	663	Karlshöhe	5,56
896	234	Elbbrücken	664	S Halstenbek	3,58
897	234	Elbbrücken	665	U Klein Borstel	1,92
898	234	Elbbrücken	666	Puckholm	4,43
899	234	Elbbrücken	667	Bramfeld, Maisredder	3,29
900	234	Elbbrücken	668	Trittau, Bahnhof	19,15
901	234	Elbbrücken	669	Gumbinner Kehre	5,72
902	234	Elbbrücken	670	U Berne	4,97
903	234	Elbbrücken	671	Sellhopsweg	0,23
904	234	Elbbrücken	672	Halstenbek, Laubenst	3,17
905	234	Elbbrücken	673	U Joachim-Mähl-Str	2,19
906	234	Elbbrücken	674	Umweltz. Karlshöhe	5,66
907	234	Elbbrücken	675	Bargkoppelweg	1,81
908	234	Elbbrücken	676	Hummelsb Landstr	1,31
909	234	Elbbrücken	677	Im Ginsterbusch	4,37
910	234	Elbbrücken	678	Helvetierweg	5,93
911	234	Elbbrücken	679	Plattenfoort	0,19
912	234	Elbbrücken	680	Etzestraße	8,4
913	234	Elbbrücken	681	Wählingsallee	4,2
914	234	Elbbrücken	682	Albertinen-Krankenha	11,81
915	234	Elbbrücken	683	Wildschwanbrook (Mit	1,33
916	234	Elbbrücken	684	Wendlohstr	2,6
917	234	Elbbrücken	685	U Fuhlsbüttel	1,29
918	234	Elbbrücken	686	S Kornweg	3,8
919	234	Elbbrücken	687	Halstenbek, Friedens	3,16
920	234	Elbbrücken	688	Preetzer Str	3,8
921	234	Elbbrücken	689	Siek, Alte Landstr	11,59
922	234	Elbbrücken	690	Waldingstr	3,36
923	234	Elbbrücken	691	U Schippelsweg	9,83
924	234	Elbbrücken	692	Von-Suppe-Str	1,29
925	234	Elbbrücken	693	Ohkampring	1
926	234	Elbbrücken	694	S Hoheneichen	4,38
927	234	Elbbrücken	695	Modecentrum	3,8
928	234	Elbbrücken	696	Pinneberg, Hogenkamp	12,56
929	234	Elbbrücken	697	Lütjensee, Strandweg	11,37
930	234	Elbbrücken	698	Nektarweg	0,6
931	234	Elbbrücken	699	Wagrierweg	7,09
932	234	Elbbrücken	700	U Niendorf-Nord	2,94
933	234	Elbbrücken	701	Scheelring	3,14
934	234	Elbbrücken	702	Hummelsb Hauptstr	1,78
935	234	Elbbrücken	703	Ellerbek, Heidkoppel	4,95
936	234	Elbbrücken	704	U Fuhlsbüttel-Nord	1,88
937	234	Elbbrücken	705	U Meiendorfer Weg	1,63
938	234	Elbbrücken	706	S Wellingsbüttel	2,38
939	234	Elbbrücken	707	Rolfinckstr	1,88
940	234	Elbbrücken	708	Am Gehöckel	1,69
941	234	Elbbrücken	709	Grotkoppelweg	3,87
942	234	Elbbrücken	710	Mellande	1,88
943	234	Elbbrücken	711	S Thesdorf	2,73
944	234	Elbbrücken	712	Alter Berner Weg	3,24
945	234	Elbbrücken	713	Poppenbütteler Stieg	1,82
946	234	Elbbrücken	714	Rellingen, Am Gedenk	4,43
947	234	Elbbrücken	715	Pommernweg	5,22
948	234	Elbbrücken	716	Pinneberg, Jahnhalle	5,72
949	234	Elbbrücken	717	A Burgwedel	3,74
950	234	Elbbrücken	718	Anna-Susanna-Stieg	3,15
951	234	Elbbrücken	719	Lademannbogen	0,93
952	234	Elbbrücken	720	Burgweg	0,43
953	234	Elbbrücken	721	Dorfstr  Grönwohld	11,37
954	234	Elbbrücken	722	Frahmredder	2,36
955	234	Elbbrücken	723	Ermlandweg	1,83
956	234	Elbbrücken	724	Moorreye	2,06
957	234	Elbbrücken	725	Rittmerskamp	2,92
958	234	Elbbrücken	726	Ellerbek, Dorfstr	1,49
959	234	Elbbrücken	727	Goldröschenweg	2
960	234	Elbbrücken	728	Am Schulwald	1,95
961	234	Elbbrücken	729	Eulenkrugstr	0,76
962	234	Elbbrücken	730	Schulz. Schmalenbeck	21,39
963	234	Elbbrücken	731	Buchenstieg	2,09
964	234	Elbbrücken	732	Rellingen, Rosenhof	1,96
965	234	Elbbrücken	733	Saseler Kamp	4,67
966	234	Elbbrücken	734	Alstertal-Einkaufsze	4,68
967	234	Elbbrücken	735	Pinneberg, H-Lange-S	11,94
968	234	Elbbrücken	736	S Pinneberg	4,48
969	234	Elbbrücken	737	Alte Landstr (Nord)	1,71
970	234	Elbbrücken	738	Halenreie	0,29
971	234	Elbbrücken	739	Sasel, Markt	3,34
972	234	Elbbrücken	740	Wesselstraat	1,25
973	234	Elbbrücken	741	Rellingen, Holstenst	2,73
974	234	Elbbrücken	742	U Schmalenbeck	21,39
975	234	Elbbrücken	743	Schule Wöhrend (Kehr	21,39
976	234	Elbbrücken	744	Hoisdorf , Bahnhof	11,37
977	234	Elbbrücken	745	Gussau	2,06
978	234	Elbbrücken	746	Wördenmoorweg	1,22
979	234	Elbbrücken	747	Schulbergredder	4,13
980	234	Elbbrücken	748	Suckweg	1,2
981	234	Elbbrücken	749	Högenkamp	1,22
982	234	Elbbrücken	750	Rellingen, Lee-Dieks	1,49
983	234	Elbbrücken	751	Rögenweg	0,21
984	234	Elbbrücken	752	Pinneberg, Waldstr	2,73
985	234	Elbbrücken	753	U Langenhorn-Nord	1,46
986	234	Elbbrücken	754	Nordstrand	11,37
987	234	Elbbrücken	755	U Ahrensburg-Ost	0,65
988	234	Elbbrücken	756	Iland	1,75
989	234	Elbbrücken	757	Feldblumenweg	1,63
990	234	Elbbrücken	758	A Bönningstedt	5,02
991	234	Elbbrücken	759	Poppenbüttel, Markt	5,5
992	234	Elbbrücken	760	Garstedt, Ohe	8,06
993	234	Elbbrücken	761	U Buckhorn	3,45
994	234	Elbbrücken	762	Schmalenb,Park Manha	21,39
995	234	Elbbrücken	763	Am Neuen Teich	1,44
996	234	Elbbrücken	764	Jäckbornsweg	21,56
997	234	Elbbrücken	765	Ulzburger Str	2,08
