age,hh_income,male,bachelor_degree,job_type_1,job_type_2,job_type_3,job_type_4,motif,res_type
32,7,True,True,1,0,0,0,HOH,4
19,7,False,False,1,0,0,0,HWH,2
62,7,True,False,1,0,0,0,HOH,1
57,6,True,False,1,0,0,0,HOH,0
32,4,True,True,1,0,0,0,HWH,5
34,9,True,False,1,0,0,0,H,6
21,3,False,False,1,0,0,0,HWH,4
72,5,False,False,1,0,0,0,HWH,6
44,7,False,True,1,0,0,0,H,1
61,6,True,True,1,0,0,0,HOH,4
33,5,True,False,1,0,0,0,HWH,2
24,8,True,True,1,0,0,0,HWH,5
32,7,True,False,1,0,0,0,HWH,0
58,6,False,True,1,0,0,0,HOH,3
57,6,True,False,1,0,0,0,HOH,0
67,1,True,False,1,0,0,0,HOH,7
18,10,True,False,1,0,0,0,H,3
26,8,False,True,1,0,0,0,HOH,1
33,7,True,True,1,0,0,0,HWH,7
55,10,True,False,1,0,0,0,HWH,0
30,8,True,True,1,0,0,0,HOH,2
19,8,True,False,1,0,0,0,HOH,7
69,6,True,False,1,0,0,0,HWH,6
58,3,False,False,1,0,0,0,HWH,6
39,5,True,False,1,0,0,0,HOH,0
38,5,True,False,1,0,0,0,HOH,2
19,7,False,False,1,0,0,0,HWH,2
41,9,False,True,1,0,0,0,HOH,6
72,4,False,False,1,0,0,0,H,1
32,4,True,True,1,0,0,0,HWH,5
19,2,True,False,1,0,0,0,HOH,2
42,7,True,False,1,0,0,0,HWH,4
36,9,True,False,1,0,0,0,H,0
29,7,True,True,1,0,0,0,HOH,5
54,8,False,True,1,0,0,0,HOH,1
23,3,False,False,1,0,0,0,HWH,1
47,10,False,True,1,0,0,0,H,7
16,7,True,False,1,0,0,0,H,7
63,5,False,False,1,0,0,0,HWH,7
39,5,True,False,1,0,0,0,HOH,0
48,3,True,False,1,0,0,0,HWH,4
55,10,True,False,1,0,0,0,HWH,0
28,11,True,True,1,0,0,0,H,7
17,9,True,False,1,0,0,0,HOH,5
70,7,True,True,1,0,0,0,HOH,0
47,8,True,True,1,0,0,0,HOH,7
33,4,True,True,1,0,0,0,H,1
27,3,False,False,1,0,0,0,HOH,5
66,7,True,True,1,0,0,0,HOH,0
25,6,True,True,1,0,0,0,HWH,1
