income,age,children,sex,bach_degree,cars,activities,start_times
lt35,35 to 60,no,male,no,two or more,H_W_H,18180_64800
lt35,20 to 35,no,male,yes,two or more,H_W_H_W_H,50640_68580_68640_3780
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_H,25320_57600
gt100,35 to 60,yes,male,yes,two or more,H_W_H,25380_57780
gt100,35 to 60,yes,female,no,two or more,H_D_G_H_D_H,25380_28860_32460_50640_54060
lt35,35 to 60,no,female,no,two or more,H_W_H,18240_54000
lt35,35 to 60,no,male,no,two or more,H,
gt35-lt100,20 to 35,no,female,yes,one,H_W_G_H,29040_61380_64860
gt35-lt100,35 to 60,yes,male,yes,one,H_W_E_D_W_D_W_D_G_H_R_G_E_H,25260_28980_29100_32520_36240_39780_54300_57720_57780_61380_72120_75660_75840
gt35-lt100,35 to 60,yes,male,no,two or more,H_S_G_E_H_S_H_E_H_D_H,36000_36180_36240_39600_54000_64800_65100_72060_82800_82920
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_V_G_H_E_H,25380_46980_57780_61500_64860_72060
gt35-lt100,19 and under,yes,male,no,two or more,H_C_H_X_H_R_H,21840_50700_61200_68400_68400_82800
gt100,35 to 60,yes,male,yes,two or more,H_W_S_W,28980_39600_39780
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H,21660_57600
gt35-lt100,20 to 35,yes,female,no,two or more,H_E_W_H,32640_36000_64800
gt100,35 to 60,no,female,yes,two or more,H_X_H_W_H,18240_21840_28920_50520
gt100,35 to 60,no,male,yes,two or more,H_W_H,25440_61320
gt100,35 to 60,yes,male,yes,two or more,H_W_H,18060_57720
gt100,35 to 60,yes,female,yes,two or more,H_W_H,25440_57600
gt100,35 to 60,no,male,no,two or more,H_W_P_H_G,25440_29040_32580_39600
gt100,35 to 60,no,male,yes,two or more,H_W_H,18120_64800
gt100,35 to 60,no,male,no,two or more,H_W_E_W_H_G_H,18120_39600_39840_54000_64800_64920
lt35,35 to 60,no,female,yes,one,H,
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H,21780_57600
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_H_V_H,18180_54000_57600_61260
gt35-lt100,35 to 60,yes,female,no,one,H_D_H_E_W_E_H,21900_25200_29040_32460_61200_61260
gt35-lt100,19 and under,yes,male,no,one,H_C_H,21900_50580
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,28980_68580
gt35-lt100,20 to 35,no,male,no,two or more,H_W_G_H,29040_57780_61260
gt35-lt100,above 60,no,male,yes,two or more,H_W_H_X_H_V_H,18300_46860_46980_57600_61260_72120
gt100,above 60,no,male,yes,two or more,H_W_H_E_H,21600_54180_72240_75780
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_G_S_H,39600_68460_68580_72120
gt35-lt100,20 to 35,yes,female,yes,two or more,H_S_E_G_H,61320_61500_65040_68460
gt100,above 60,no,male,yes,two or more,H_W_E_W_H,25440_43380_43440_68400
gt100,above 60,no,female,yes,two or more,H_W_H,39780_61200
gt35-lt100,above 60,no,female,yes,one,H_G_S_G_H_D_S_E_V_H,50400_50640_54000_57600_61320_61380_68400_68460_72000
gt35-lt100,20 to 35,no,male,yes,one,H_W_H_W_H_P_H,28860_39900_43440_57600_57660_61380
gt100,20 to 35,yes,male,yes,two or more,H_W_R_E_W_H,25380_43200_43440_46860_61440
gt100,35 to 60,yes,male,no,two or more,H_W_H,32400_57780
gt100,35 to 60,yes,female,yes,two or more,H_W_H,32580_57780
lt35,35 to 60,no,male,no,two or more,H,
lt35,above 60,no,female,no,one,H_W_R_G_H_W,54000_57600_65040_68400_75840
gt100,20 to 35,no,female,yes,two or more,H_G_H_S_H_G_H,39780_43260_54000_54120_57780_61200
gt35-lt100,35 to 60,yes,male,yes,one,H_D_H,43260_57600
gt35-lt100,35 to 60,yes,female,yes,one,H_G_H_G_H_D_H_D_H,36180_39600_50580_54000_57780_57840_61500_64980
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,36180_68460
gt100,above 60,no,female,yes,two or more,H_W_E_W_G_H,18180_43380_46800_50400_50460
gt35-lt100,20 to 35,no,female,yes,one,H_W_E_W_H,28920_46920_47040_57840
lt35,20 to 35,no,male,no,two or more,H_W_H_V_H,28860_57780_61380_75660
gt100,35 to 60,no,female,yes,two or more,H_X_S_X_H_G_H,25440_29040_32520_39600_50400_54240
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_H_E_H,28860_61260_64800_68640
gt35-lt100,35 to 60,no,female,no,two or more,H_W_E_W_H_E,25260_43260_43440_57840_64980
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H_E_H,25200_54300_64980_68580
lt35,35 to 60,yes,female,no,one,H,
gt100,35 to 60,no,male,yes,two or more,H_W_G_W_H,25380_54240_54300_61200
gt100,19 and under,yes,female,no,two or more,H_W_H,57600_75600
gt100,20 to 35,yes,male,no,two or more,H_W_H,25380_57660
gt100,20 to 35,yes,female,no,two or more,H_W_H,21780_57600
gt100,35 to 60,yes,male,no,two or more,H_R_W_G_W_H,28800_32400_50700_54180_72060
gt100,19 and under,yes,female,no,two or more,H,
lt35,35 to 60,no,male,yes,one,H_W_H,39600_61500
lt35,35 to 60,yes,male,no,one,H_W_H_D_H_D_H,50400_54000_57660_68400_68700_72000
lt35,20 to 35,yes,male,no,one,H_W_H,57660_68400
lt35,20 to 35,yes,female,no,one,H_W_H,36180_72000
gt35-lt100,above 60,no,female,no,one,H_W_H,57600_61200
gt100,35 to 60,yes,male,no,two or more,H_W_H,21660_61260
gt100,35 to 60,yes,female,no,two or more,H_W_H,21660_54000
gt100,above 60,no,male,yes,two or more,H_W_H,25440_64860
gt100,20 to 35,no,male,yes,two or more,H,
gt35-lt100,20 to 35,yes,male,yes,two or more,H_D_W_H_X,28980_29040_61200_64800
gt100,20 to 35,no,female,yes,two or more,H_E_W_E_G_W_H,28980_29040_39900_46860_46980_61380
gt100,35 to 60,no,male,yes,two or more,H_E_G_H_G_H,28980_36060_36300_46920_50460
gt35-lt100,35 to 60,no,female,yes,two or more,H_S_W_G_H,25260_25320_61320_64800
gt35-lt100,35 to 60,no,male,no,two or more,H_W_S_H,18060_50580_54060
lt35,35 to 60,yes,female,no,one,H_W_H,43200_75840
lt35,35 to 60,yes,male,no,one,H_G_H,50580_54120
lt35,20 to 35,no,female,yes,two or more,H_W_X_W_H_X_H,25260_39840_43380_57840_61440_64860
gt100,above 60,no,female,no,two or more,H_W_G_H,28800_57600_57780
gt35-lt100,35 to 60,no,male,yes,one,H_W_G_H_R_H_R_H,25320_57780_61320_61500_68700_68700_83040
gt100,35 to 60,yes,male,yes,two or more,H_R_S_H_R,32400_36000_39600_57600
gt100,19 and under,yes,female,no,two or more,H_W_H,25500_61200
gt100,35 to 60,yes,male,yes,two or more,H_E_W_V_H,25200_28860_57780_68580
gt100,35 to 60,yes,female,yes,two or more,H_W_H,25320_54180
gt100,19 and under,yes,female,no,two or more,H,
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_H_V_E_D_H,28920_68520_72120_72240_82800_82860
gt35-lt100,20 to 35,no,male,yes,two or more,H_X_H_V_E_D_H,36000_39660_72120_72240_82800_82920
gt35-lt100,above 60,no,male,yes,one,H,
gt35-lt100,20 to 35,no,female,yes,one,H_V_H,54000_72240
gt35-lt100,20 to 35,no,female,no,two or more,H_P_W_H,32580_39600_61200
gt35-lt100,35 to 60,yes,male,yes,two or more,H_D_W_H,25380_25440_61380
gt100,19 and under,yes,female,no,two or more,H,
gt35-lt100,20 to 35,no,male,yes,one,H_W_E_W_R_H_X_H,28800_39900_43320_61260_68460_72060_75660
lt35,35 to 60,no,male,no,two or more,H_G_H,43380_43440
lt35,35 to 60,no,female,no,two or more,H_W_H,21780_46800
gt100,20 to 35,no,male,yes,two or more,H_R_E_R_E_H,32400_36000_43200_64800_65040
gt100,20 to 35,no,female,yes,two or more,H_R_E_R_E_H,32400_36000_43200_64800_65040
lt35,19 and under,no,male,no,one,H_W_S_H,36000_50400_68400
gt35-lt100,35 to 60,no,male,yes,one,H_W_E_W_S_W_S_W_H,25380_43200_43320_50400_50640_57780_61200_68400
gt35-lt100,20 to 35,yes,male,no,two or more,H_D_H_G_H_D_G_H_D_H_D_H,29040_32400_36000_36120_36240_39660_43200_50400_50460_82800_82860
gt35-lt100,20 to 35,yes,female,no,two or more,H_W_H,50400_82860
gt100,20 to 35,no,female,yes,two or more,H_C_W_X,21600_25200_61200
gt100,20 to 35,no,male,yes,two or more,H_W_X,28860_64800
lt35,35 to 60,no,female,no,one,H,
lt35,19 and under,yes,male,no,one,H_V_H_G_E_V_H,32580_46920_50520_64800_68640_82920
gt100,20 to 35,yes,female,yes,two or more,H_D_H,29040_39600
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,21600_57600
gt100,35 to 60,yes,male,yes,two or more,H,
lt35,20 to 35,no,female,yes,two or more,H_W_X_W_S_H,32400_43200_46920_64800_65040
lt35,35 to 60,no,male,no,two or more,H_W_H_W_H,18240_43200_54180_75780
gt35-lt100,above 60,no,male,no,two or more,H_W_H,21660_50700
gt35-lt100,35 to 60,yes,female,no,two or more,H_S_V_R_E_G_H_V_H,39600_39660_39720_43320_46800_50580_72000_72300
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_H_E_H,21600_64800_72000_72180
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_H_E_H,25440_61500_72000_72180
gt35-lt100,20 to 35,no,female,yes,one,H_X_H_X_H_X_W,21780_25380_36000_43200_57840_61320
gt100,35 to 60,yes,male,yes,two or more,H_W_H,64800_68400
lt35,20 to 35,no,male,no,one,H_W_H_V_G_H,21780_54180_61380_64920_65040
gt100,35 to 60,yes,male,yes,two or more,H_X_W_H,32460_39780_79440
gt35-lt100,above 60,no,female,no,one,H,
gt35-lt100,20 to 35,no,male,no,two or more,H_S_H_G_D_S_H,28980_32520_43320_50700_54120_54240
gt100,35 to 60,no,male,no,two or more,H_X_W_H,18240_25200_54180
gt100,20 to 35,no,male,no,two or more,H_W_H_S_H_W,21600_25200_29100_32700_79440
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,28920_61200
gt35-lt100,20 to 35,no,female,no,two or more,H_W_H_D_H_D_H,25200_28800_36000_36240_75660_79200
gt35-lt100,20 to 35,no,male,no,two or more,H_W_H,36060_79200
gt100,above 60,no,female,yes,two or more,H_W_H_V_G_V_H,46800_50400_54000_61200_61260_72000
gt35-lt100,20 to 35,no,female,yes,two or more,H_W_E_H_V_H,28860_61200_61380_68460_82980
gt35-lt100,35 to 60,no,male,yes,two or more,H_E_S_H_V_H,57660_57780_61260_68460_82980
gt100,35 to 60,no,male,no,two or more,H_W_S_R_W_E_H,21900_43200_43260_43500_61380_64860
gt100,above 60,no,female,no,two or more,H_W_S_R_W_E_H,21900_43200_43260_43500_61380_64860
gt35-lt100,above 60,no,female,no,two or more,H_W_S_H,25440_50580_54120
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,25440_61200
gt35-lt100,above 60,no,male,no,two or more,H_W_G_H,14700_64980_68580
gt35-lt100,35 to 60,no,male,yes,one,H_W_E_X_R_H_X,25440_50460_50580_61380_68700_72180
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,61320_64920
gt100,35 to 60,yes,female,no,two or more,H_P_H,21780_61200
gt100,35 to 60,yes,male,yes,two or more,H_P_H,25200_57600
gt100,19 and under,yes,male,no,two or more,H_W_H,25320_50580
gt35-lt100,35 to 60,no,female,no,one,H_R_E_H_G_H,25440_32520_36120_43320_47040
lt35,20 to 35,no,female,yes,two or more,H_W_H_R_H,28980_54240_64980_72120
lt35,35 to 60,no,male,yes,two or more,H_W_H,25200_61200
gt35-lt100,above 60,no,female,no,one,H_W_H_V_H,29100_61200_64860_79200
gt35-lt100,20 to 35,no,female,yes,two or more,H_X_H_E_H,39780_43380_61380_72060
gt35-lt100,20 to 35,no,male,no,two or more,H_E_H_X_H_E_H,36000_39600_39780_43380_61380_72060
gt100,35 to 60,yes,female,yes,two or more,H_V_E_G_W_E_W_H,21600_25200_25440_36000_50400_50520_68400
gt100,35 to 60,yes,male,yes,two or more,H_P_D_H_W_E_W_H,25500_28980_32400_32580_43440_43500_61200
lt35,35 to 60,no,female,no,two or more,H_W_H,21840_54180
lt35,35 to 60,no,male,no,two or more,H_W_H,21840_57600
gt35-lt100,35 to 60,no,female,yes,two or more,H_E_W_E_H,36120_43200_79380_82800
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,43440_79260
lt35,35 to 60,no,female,no,one,H_W_S_H_G_H,14700_54180_57900_64920_68460
gt35-lt100,35 to 60,no,female,no,two or more,H_W,25380
gt35-lt100,35 to 60,no,male,no,two or more,H,
gt35-lt100,35 to 60,no,male,no,one,H_E_W_E_W_H,21900_25440_43200_43440_61200
gt100,35 to 60,yes,female,yes,two or more,H_W_D_H_S_H,25200_54120_54240_61320_68580
gt100,35 to 60,yes,male,yes,two or more,H_D_W_H_P_H,25200_25200_61320_64920_65100
lt35,above 60,no,female,no,two or more,H_R_H_V_H,32400_50580_57780_75780
gt100,35 to 60,no,female,yes,two or more,H_X_G_V_G_V_X,36180_39780_47040_50520_57660_57840
gt100,35 to 60,no,female,yes,two or more,H_D_H_E_H,28800_28980_57600_57840
gt100,20 to 35,yes,male,yes,two or more,H_D_W_E_W_D_X_H,25320_25380_39900_43260_54300_57720_61380
gt35-lt100,20 to 35,yes,male,yes,one,H_W_G_D_H,14580_39900_43200_43500
gt35-lt100,20 to 35,yes,female,no,one,H_D_H,50400_54060
gt35-lt100,20 to 35,no,male,no,one,H_W_H,21900_61440
gt100,35 to 60,yes,female,yes,two or more,H_W_R_H,43260_54060_64800
gt100,35 to 60,yes,male,yes,two or more,H_W_V_H,28860_61200_64800
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H_X_H_Z_H,25380_50580_54000_57660_64800_72180
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H_W_H,25380_54180_64800_72180
gt35-lt100,19 and under,yes,male,no,two or more,H_C_H,25260_57600
gt100,35 to 60,yes,male,yes,two or more,H_W_H,25440_61440
gt100,19 and under,yes,female,no,two or more,H_V_H,57600_64980
gt100,above 60,no,male,yes,two or more,H_S_V_H,46980_47100_50460
gt100,35 to 60,no,female,yes,two or more,H_G_H,50400_50520
lt35,35 to 60,yes,male,no,two or more,H_W_H,50400_54000
lt35,35 to 60,yes,female,no,two or more,H_W_H,28800_61200
gt35-lt100,35 to 60,no,female,yes,one,H_W_H,25320_64980
lt35,35 to 60,no,male,no,one,H_Z_H_Z_H,25260_28980_50580_61380
gt35-lt100,above 60,no,female,yes,two or more,H,
gt35-lt100,above 60,no,male,no,two or more,H_G_S_H_W_H,36180_39900_43200_50640_68400
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H,21600_25200
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H,50400_54000
gt100,35 to 60,no,female,yes,two or more,H_W_G_H,25440_61200_61440
gt100,35 to 60,no,male,yes,two or more,H_W_H,25440_64800
gt35-lt100,20 to 35,no,male,yes,one,H_W_H,28800_64860
gt35-lt100,35 to 60,no,male,yes,two or more,H_E_W_E_W_H,21720_21780_43260_43440_57780
gt35-lt100,35 to 60,no,female,yes,two or more,H_S_H_S_H_X_H,36180_39720_47100_54240_57720_64860
gt100,20 to 35,no,female,yes,two or more,H_W_H,25380_57840
gt100,20 to 35,no,male,no,two or more,H_W_H,28920_64800
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_G_H,43200_46800_54240
gt100,35 to 60,no,female,no,two or more,H_E_H,43200_43500
gt100,above 60,no,male,yes,two or more,H,
gt35-lt100,35 to 60,no,female,no,two or more,H_G_H_W,39660_43320_64980
gt35-lt100,20 to 35,no,male,yes,two or more,H_C_H_R_H,21900_50520_68400_72180
gt35-lt100,20 to 35,yes,male,yes,two or more,H_W_H_E_H,18180_54000_75720_75780
gt100,above 60,no,female,yes,two or more,H_W_E_W_H,25380_43260_46800_61200
gt35-lt100,20 to 35,yes,female,yes,two or more,H_W_X_G_H,21840_57660_64800_64980
gt35-lt100,35 to 60,yes,male,no,two or more,H_W_H,18060_64860
lt35,20 to 35,no,male,yes,two or more,H_E_G_H_G_X_H,54180_57660_57900_75600_75660_82920
lt35,20 to 35,no,female,yes,two or more,H_X_H_E_G_H,36300_46800_54180_57660_57900
lt35,35 to 60,no,female,no,two or more,H_W_H,25440_68640
gt35-lt100,35 to 60,no,female,yes,one,H_W_H,25380_57780
gt100,35 to 60,yes,male,yes,two or more,H_E_V,39660_46860
gt100,35 to 60,no,male,no,two or more,H_G_H_V_H_X_H,32640_36180_46800_46980_65100_68520
gt100,35 to 60,no,female,no,two or more,H_G_H_V_H,32640_36180_46800_46980
gt100,35 to 60,no,female,yes,two or more,H_P_D_W_S_W_G_D_E_H_X_H,25440_32400_32520_43260_43380_61260_61380_65040_72060_72120_72180
gt100,35 to 60,no,male,yes,two or more,H_X_D_W_H_X_W_E_H,25380_25440_28800_57660_57720_57780_65040_72060
gt100,20 to 35,no,male,yes,one,H_W_E_R_H_X_H,28860_39600_39840_46860_54300_64800
lt35,35 to 60,yes,female,yes,two or more,H_W_H_G_H,21840_61200_64980_68460
lt35,19 and under,yes,male,no,two or more,H_C_H,25260_50640
gt100,above 60,no,female,yes,two or more,H_W_H,25260_61200
gt35-lt100,35 to 60,yes,female,no,two or more,H_W_H_W_H_G_H,39600_50580_54300_68400_72120_75660
gt35-lt100,35 to 60,yes,male,yes,two or more,H_W_H_X_H,21900_61200_68400_72120
gt35-lt100,19 and under,yes,male,no,two or more,H_W_H_X_H,39840_54000_68400_72120
gt100,above 60,no,male,yes,two or more,H_G_H_E_G_H,43440_50520_61500_68400_68520
gt100,35 to 60,no,male,no,one,H_W_H,25260_64920
gt100,35 to 60,yes,male,yes,two or more,H_W_G_H,32580_64980_65100
gt100,20 to 35,no,male,yes,one,H_X_H_G_H,32400_32460_61320_61440
gt100,35 to 60,yes,female,no,two or more,H_V_G_V,43200_46800_50580
gt100,35 to 60,yes,male,yes,two or more,H_V_G_V,43200_46800_50580
gt100,20 to 35,yes,male,yes,two or more,H,
gt100,20 to 35,yes,male,no,two or more,H_X_H_W_H,32400_39600_61500_79200
gt100,20 to 35,yes,female,no,two or more,H_X_H_W_H,36000_39780_54180_79380
gt35-lt100,35 to 60,yes,male,yes,one,H_W_H,39600_64800
gt100,35 to 60,yes,female,yes,two or more,H_D_H,43500_46860
gt35-lt100,35 to 60,yes,female,yes,two or more,H_W_H,32580_72180
gt35-lt100,20 to 35,no,male,yes,one,H_G_H_G_H_V_H,36000_36240_43200_43380_64800_72180
gt35-lt100,20 to 35,no,male,yes,one,H_W_E_W_G_H,25380_43380_46860_65040_68580
gt35-lt100,above 60,no,male,yes,two or more,H_W_S_Z_H,28920_32520_32640_61200
lt35,above 60,no,male,no,two or more,H_S_G_H,39840_39840_46860
lt35,35 to 60,no,female,no,two or more,H_S_G_H,39840_39840_46860
gt35-lt100,20 to 35,yes,female,no,two or more,H_D_E_H_D_W_H_V_H,43380_46980_47100_50700_54000_75660_79200_82920
gt35-lt100,20 to 35,yes,male,no,two or more,H_W_E_W_D_H_D_H_D_H_D_H,14640_43200_43260_54180_54300_61260_61320_64800_64860_72000_72060
gt100,35 to 60,yes,male,yes,two or more,H_W_H_R_H,39720_54240_57660_75600
lt35,35 to 60,no,male,no,two or more,H_W_H,57840_300
gt35-lt100,35 to 60,no,male,yes,two or more,H_W_E_W_R_H,21780_46800_46920_61380_64980
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_G_H,25260_54180_57600_57780
gt35-lt100,35 to 60,no,female,yes,one,H_W_H,28860_64920
gt35-lt100,20 to 35,no,female,yes,one,H_W_D_H,29040_79380_79380
lt35,20 to 35,no,female,no,one,H_G_H,43200_50400
gt35-lt100,35 to 60,yes,female,yes,two or more,H_G_H,36060_43260
gt35-lt100,19 and under,yes,male,no,two or more,H_C_V_H,21780_50640_57660
gt35-lt100,20 to 35,yes,female,yes,two or more,H,
gt35-lt100,20 to 35,yes,male,yes,two or more,H_D_H_G_H,25380_25440_61380_64980
gt100,35 to 60,yes,male,yes,two or more,H,
gt100,20 to 35,yes,male,no,two or more,H,
gt100,19 and under,yes,female,no,two or more,H_W_H,32580_57600
gt100,35 to 60,yes,male,yes,two or more,H_R_E_D_G_H,65100_68700_75780_79440_79500
gt100,19 and under,yes,male,no,two or more,H_R_E_H,28800_68700_75780
gt100,35 to 60,yes,male,no,two or more,H_R_H,54000_72000
gt100,35 to 60,yes,female,no,two or more,H_G_E_H_W_H,36000_39600_39720_50580_82920
gt100,35 to 60,yes,male,yes,two or more,H_G_H_G_H,39600_43380_57900_61260
gt100,20 to 35,yes,female,yes,two or more,H_W_H_G_H_X_H,25440_43260_57600_57840_64980_65100
gt100,20 to 35,yes,male,yes,two or more,H_W_H,25440_68400
lt35,35 to 60,no,male,no,two or more,H,
gt100,above 60,no,male,yes,two or more,H_R_W_H_Z_D_E_D_H,25320_47040_50520_57840_64920_64980_72240_75600
gt100,20 to 35,no,female,no,two or more,H_E_W_H_S_G_H,25440_25500_54060_82920_82980_83040
gt35-lt100,35 to 60,no,female,no,one,H_G_W_H,43200_43320_0
gt35-lt100,20 to 35,no,male,yes,one,H_W_S_G_H,18180_50460_50520_54000
gt35-lt100,35 to 60,no,female,yes,two or more,H_W_D_R_G_D_G_H,25500_54000_57780_61440_64980_72000_72120
gt35-lt100,35 to 60,no,male,no,two or more,H_W_H_W,18240_50400_68460
gt35-lt100,above 60,no,female,no,two or more,H_W_G_H,25200_54240_61320
gt35-lt100,20 to 35,no,female,yes,two or more,H_E_H_G_H,43200_46860_72060_72240
gt35-lt100,20 to 35,no,male,no,two or more,H_E_H_G_H,43200_46860_72060_72240
gt100,35 to 60,yes,male,yes,two or more,H_D_W_H_R_H,25380_25380_57840_61200_72180
gt35-lt100,35 to 60,no,female,yes,none,H_W_E_W_S_H,25500_50400_50700_61200_68400
lt35,35 to 60,no,female,no,one,H_G_H_G_H_G_H,28800_28980_32400_36180_39600_43380
lt35,35 to 60,no,male,no,one,H_G_H_G_H_G_H,28800_28980_32400_36120_39600_43200
lt35,above 60,no,female,no,one,H_X_H_Z_H,39600_46800_54240_61200
gt35-lt100,20 to 35,no,male,yes,two or more,H_W_H,25380_64980
gt35-lt100,20 to 35,no,female,yes,one,H_W_H,28860_64800
lt35,35 to 60,no,female,yes,one,H_D_H_D_H,57600_57660_72240_75600
lt35,20 to 35,no,male,no,one,H_W_H,57600_75600
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G_H,25440_46800_46860
gt100,above 60,no,female,yes,two or more,H_W_G_H,28800_61380_64800
gt100,above 60,no,female,no,two or more,H_W_G_S_H_X_H,32400_46800_46920_47040_54060_54180
gt35-lt100,35 to 60,no,female,yes,two or more,H_E_Z_V_E_H,39600_39780_50580_72240_79380
gt35-lt100,35 to 60,no,male,yes,two or more,H_E_Z_V_H_E_H,39600_39780_50580_65100_72240_79440
gt100,above 60,no,male,yes,two or more,H_W_H_W_G_W_H_G_W_H,18240_25440_29040_32640_36060_54180_54300_57720_61260
lt35,35 to 60,no,female,no,one,H_G_Z_E_H,28800_28860_46800_54060
gt35-lt100,35 to 60,no,female,no,two or more,H_W_H_E_H,25200_57600_64800_72000
gt35-lt100,35 to 60,no,male,no,two or more,H_W_G_H_S_V_H_E_H,18120_39600_39720_46800_54180_57600_64800_72180
gt35-lt100,20 to 35,no,female,yes,two or more,H_D_E_H_G_S_G_H_E_R_H,32460_32580_36000_46860_47040_54180_57780_61380_65040_75900
gt100,19 and under,yes,male,no,two or more,H_C_H_W_H,25260_54300_61440_75840
lt35,35 to 60,no,female,no,two or more,H_W_H_E_G_H,28980_61320_68520_72180_75660
lt35,35 to 60,no,male,yes,one,H_G_H_W_E_W_H,39900_43320_47040_72000_72180_82800
gt100,above 60,no,male,yes,two or more,H_W_H_X_H,21840_57900_65040_68460
gt100,above 60,no,female,yes,two or more,H_W_H_X_H,21780_54000_65040_68460
gt100,35 to 60,no,female,yes,two or more,H_W_H_E_H,28920_57780_72000_72300
gt100,35 to 60,no,male,yes,two or more,H_X_H_E_H,36240_46800_72000_72300
gt35-lt100,above 60,no,male,yes,two or more,H_G,54120
gt35-lt100,35 to 60,no,female,no,two or more,H_E_W_H,21660_21900_72300
gt100,20 to 35,yes,female,no,two or more,H_D_W_E_W_G_P_H,25200_25380_46800_47100_57780_64860_68640
gt100,20 to 35,yes,male,yes,two or more,H_W_E_W_D_R_H,25380_43200_43440_57840_64800_68460
gt35-lt100,35 to 60,no,female,yes,one,H_G_H_W_E_W_G_H,32400_36180_39900_61200_61320_75660_75840
gt35-lt100,35 to 60,yes,female,yes,two or more,H_S_W_H,21900_28860_57660
gt100,35 to 60,yes,male,yes,two or more,H_W_E_W_H_G_X,25260_43200_43380_57840_68520_72180
gt35-lt100,35 to 60,no,female,yes,one,H_S_W_G_H,25200_25320_39900_43320
